"","gene","p.value","gene","count"
"7989","THIC1_ARATH",0.408185409,"THIC1_ARATH",6
"7990","THIC2_ARATH",0.416521067,"THIC2_ARATH",1
"7991","THIK2_ARATH",0.063104936,"THIK2_ARATH",11
"7992","THO4A_ARATH",0.401229147,"THO4A_ARATH",4
"7993","THO4B_ARATH",1,"THO4B_ARATH",1
"7994","THO4C_ARATH",0.032645286,"THO4C_ARATH",3
"7995","THO4D_ARATH",0.089065517,"THO4D_ARATH",4
"7996","THO5B_ARATH",0.19715479,"THO5B_ARATH",2
"7997","THO7B_ARATH",0.92508259,"THO7B_ARATH",1
"7998","THOC1_ARATH",0.217680518,"THOC1_ARATH",4
"7999","THOC2_ARATH",0.129422084,"THOC2_ARATH",10
"8000","THOC3_ARATH",0.151575316,"THOC3_ARATH",2
"8001","THOC6_ARATH",0.503204902,"THOC6_ARATH",2
"8002","THRC_SOLTU",0.288254144,"THRC_SOLTU",3
"8003","THUM1_DROME",0.711973695,"THUM1_DROME",1
"8004","TI10A_ORYSJ",0.020148894,"TI10A_ORYSJ",6
"8005","TI10B_ORYSJ",0.223874867,"TI10B_ORYSJ",2
"8006","TI10C_ORYSI",0.056585437,"TI10C_ORYSI",1
"8007","TI10C_ORYSJ",0.020635571,"TI10C_ORYSJ",4
"8008","TI110_ARATH",0.54386163,"TI110_ARATH",3
"8009","TI110_PEA",0.541350268,"TI110_PEA",3
"8010","TI11B_ORYSJ",0.226016953,"TI11B_ORYSJ",2
"8011","TI11E_ORYSJ",0.023535886,"TI11E_ORYSJ",5
"8012","TI141_ARATH",0.016134742,"TI141_ARATH",2
"8013","TI172_ARATH",0.803398043,"TI172_ARATH",2
"8014","TI201_ARATH",0.203020861,"TI201_ARATH",9
"8015","TI205_ARATH",0.875448458,"TI205_ARATH",2
"8016","TI221_ARATH",0.374491856,"TI221_ARATH",2
"8017","TI223_ARATH",0.544820173,"TI223_ARATH",4
"8018","TI22L_ARATH",0.928763816,"TI22L_ARATH",1
"8019","TI441_ARATH",0.96938356,"TI441_ARATH",1
"8020","TI442_ARATH",0.545860186,"TI442_ARATH",2
"8021","TIC_ARATH",0.350927433,"TIC_ARATH",4
"8022","TIC20_PEA",0.77060254,"TIC20_PEA",1
"8023","TIC21_ARATH",0.785697611,"TIC21_ARATH",3
"8024","TIC22_PEA",0.107971186,"TIC22_PEA",2
"8025","TIC32_ARATH",0.277143017,"TIC32_ARATH",5
"8026","TIC32_PEA",0.082730071,"TIC32_PEA",5
"8027","TIC40_PEA",0.658531179,"TIC40_PEA",3
"8028","TIC55_ARATH",0.39966554,"TIC55_ARATH",3
"8029","TIC55_PEA",0.352082844,"TIC55_PEA",7
"8030","TIC62_PEA",0.219663992,"TIC62_PEA",8
"8031","TID_DROME",0.8632554,"TID_DROME",1
"8032","TIF3_ORYSJ",0.214764713,"TIF3_ORYSJ",5
"8033","TIF6A_ORYSJ",0.333950935,"TIF6A_ORYSJ",3
"8034","TIF6B_ORYSJ",0.007829505,"TIF6B_ORYSJ",8
"8035","TIG_ARATH",0.450865031,"TIG_ARATH",4
"8036","TIG_SYNP2",0.96611426,"TIG_SYNP2",1
"8037","TIL_ARATH",7.77e-05,"TIL_ARATH",8
"8038","TILS_WOLWR",0.497626991,"TILS_WOLWR",1
"8039","TIM10_ARATH",0.518622332,"TIM10_ARATH",2
"8040","TIM13_ORYSJ",0.097693694,"TIM13_ORYSJ",2
"8041","TIM16_DANRE",0.458482969,"TIM16_DANRE",3
"8042","TIM16_SCHPO",0.654599637,"TIM16_SCHPO",1
"8043","TIM21_ARATH",0.854570112,"TIM21_ARATH",1
"8044","TIM50_ARATH",0.609625586,"TIM50_ARATH",1
"8045","TIM8_ARATH",0.794608534,"TIM8_ARATH",2
"8046","TIM9_ORYSJ",0.663973812,"TIM9_ORYSJ",3
"8047","TIO_ARATH",0.934581384,"TIO_ARATH",1
"8048","TIP11_MAIZE",0.080578317,"TIP11_MAIZE",1
"8049","TIP12_ORYSJ",0.120264411,"TIP12_ORYSJ",6
"8050","TIP21_MAIZE",0.099788218,"TIP21_MAIZE",3
"8051","TIP42_MAIZE",0.022154474,"TIP42_MAIZE",6
"8052","TIPRL_XENTR",0.366177029,"TIPRL_XENTR",3
"8053","TIR1B_ORYSJ",0.2698685,"TIR1B_ORYSJ",6
"8054","TIR1L_ARATH",0.608935406,"TIR1L_ARATH",1
"8055","TIRC_ORYSJ",0.894094863,"TIRC_ORYSJ",3
"8056","TKI1_ARATH",0.725910289,"TKI1_ARATH",4
"8057","TKPR1_ARATH",0.023671156,"TKPR1_ARATH",4
"8058","TKPR2_ARATH",0.772596925,"TKPR2_ARATH",1
"8059","TKTC_MAIZE",0.325840241,"TKTC_MAIZE",4
"8060","TL15A_ARATH",0.305294435,"TL15A_ARATH",3
"8061","TL15B_ARATH",0.765162512,"TL15B_ARATH",2
"8062","TL16_ARATH",0.528028561,"TL16_ARATH",4
"8063","TL17_ARATH",0.486782267,"TL17_ARATH",1
"8064","TL19_ARATH",0.730995313,"TL19_ARATH",2
"8065","TL1Y_ARATH",0.232754198,"TL1Y_ARATH",3
"8066","TL203_ARATH",0.352721913,"TL203_ARATH",6
"8067","TL29_SOLLC",0.437910119,"TL29_SOLLC",3
"8068","TLC1_SOLTU",0.225631797,"TLC1_SOLTU",4
"8069","TLC2_ARATH",0.096985038,"TLC2_ARATH",3
"8070","TLCD2_DANRE",0.066754847,"TLCD2_DANRE",1
"8071","TLDC1_MOUSE",0.947978106,"TLDC1_MOUSE",1
"8072","TLDC1_XENLA",0.784081205,"TLDC1_XENLA",1
"8073","TLDC2_HUMAN",0.511260262,"TLDC2_HUMAN",3
"8074","TLOV1_ARATH",0.104855786,"TLOV1_ARATH",12
"8075","TLP_ORYSJ",0.210835643,"TLP_ORYSJ",2
"8076","TLP1_ORYSJ",0.20990779,"TLP1_ORYSJ",4
"8077","TLP1_PRUPE",0.161076032,"TLP1_PRUPE",3
"8078","TLP10_ORYSJ",0.309658968,"TLP10_ORYSJ",2
"8079","TLP11_ORYSJ",0.442148712,"TLP11_ORYSJ",4
"8080","TLP12_ORYSJ",0.026195873,"TLP12_ORYSJ",5
"8081","TLP13_ORYSJ",0.554846902,"TLP13_ORYSJ",2
"8082","TLP14_ORYSJ",0.016453031,"TLP14_ORYSJ",7
"8083","TLP3_ARATH",0.707188711,"TLP3_ARATH",1
"8084","TLP3_ORYSJ",0.562287751,"TLP3_ORYSJ",3
"8085","TLP6_ORYSJ",0.589711964,"TLP6_ORYSJ",3
"8086","TLP7_ORYSJ",0.460734352,"TLP7_ORYSJ",3
"8087","TLP8_ORYSJ",0.532960517,"TLP8_ORYSJ",3
"8088","TLP9_ORYSJ",0.323279866,"TLP9_ORYSJ",3
"8089","TLPH_ARATH",0.56717356,"TLPH_ARATH",1
"8090","TLR4_HORSE",0.762084555,"TLR4_HORSE",1
"8091","TM120_DICDI",0.867744,"TM120_DICDI",2
"8092","TM131_DROME",0.837308104,"TM131_DROME",1
"8093","TM135_XENLA",0.265292329,"TM135_XENLA",3
"8094","TM136_DANRE",0.748745414,"TM136_DANRE",1
"8095","TM147_XENLA",0.214078817,"TM147_XENLA",1
"8096","TM147_XENTR",0.143786842,"TM147_XENTR",1
"8097","TM1L2_HUMAN",0.441389299,"TM1L2_HUMAN",2
"8098","TM1L2_MOUSE",0.29049004,"TM1L2_MOUSE",8
"8099","TM1L2_XENLA",0.129763075,"TM1L2_XENLA",2
"8100","TM205_DANRE",0.314586598,"TM205_DANRE",1
"8101","TM205_XENLA",0.682049704,"TM205_XENLA",1
"8102","TM208_DANRE",0.659396521,"TM208_DANRE",2
"8103","TM230_PONAB",0.840636353,"TM230_PONAB",1
"8104","TM256_BUFGR",0.227914936,"TM256_BUFGR",4
"8105","TM258_BOVIN",0.967372831,"TM258_BOVIN",1
"8106","TM87A_HUMAN",0.695256651,"TM87A_HUMAN",1
"8107","TM87A_XENTR",0.653335612,"TM87A_XENTR",1
"8108","TM87B_MOUSE",0.510855269,"TM87B_MOUSE",2
"8109","TMCO1_RAT",0.695589449,"TMCO1_RAT",2
"8110","TMCO4_HUMAN",0.657635378,"TMCO4_HUMAN",1
"8111","TMCO4_RAT",0.70759733,"TMCO4_RAT",1
"8112","TMK1_ARATH",0.678592016,"TMK1_ARATH",2
"8113","TMK3_ARATH",0.375234734,"TMK3_ARATH",4
"8114","TMK4_ARATH",0.058925618,"TMK4_ARATH",3
"8115","TMM18_DANRE",0.557872176,"TMM18_DANRE",1
"8116","TMM50_DICDI",0.476890286,"TMM50_DICDI",2
"8117","TMM53_BOVIN",0.277656115,"TMM53_BOVIN",4
"8118","TMM53_DANRE",1,"TMM53_DANRE",1
"8119","TMM56_HUMAN",0.089255295,"TMM56_HUMAN",1
"8120","TMN1_ARATH",0.379837226,"TMN1_ARATH",9
"8121","TMN10_ARATH",0.530283602,"TMN10_ARATH",4
"8122","TMN11_ARATH",0.460727665,"TMN11_ARATH",6
"8123","TMN12_ARATH",0.578507289,"TMN12_ARATH",5
"8124","TMN3_ARATH",0.383634784,"TMN3_ARATH",5
"8125","TMN7_ARATH",0.344362443,"TMN7_ARATH",6
"8126","TMN8_ARATH",0.344955023,"TMN8_ARATH",1
"8127","TMN9_ARATH",0.219670298,"TMN9_ARATH",5
"8128","TNPO1_ORYSI",0.186409263,"TNPO1_ORYSI",2
"8129","TNPO1_ORYSJ",0.447803226,"TNPO1_ORYSJ",1
"8130","TNPO3_MOUSE",0.899457892,"TNPO3_MOUSE",1
"8131","TO401_ARATH",0.873881426,"TO401_ARATH",1
"8132","TOC34_ARATH",0.440381275,"TOC34_ARATH",2
"8133","TOC34_PEA",0.233191201,"TOC34_PEA",1
"8134","TOC64_PEA",0.557812445,"TOC64_PEA",1
"8135","TOC75_ORYSJ",0.449576996,"TOC75_ORYSJ",3
"8136","TOC90_ARATH",0.767400631,"TOC90_ARATH",3
"8137","TOCC_MAIZE",0.323867867,"TOCC_MAIZE",1
"8138","TOCC_ORYSJ",0.591019742,"TOCC_ORYSJ",2
"8139","TOLB_CHLTE",0.353227463,"TOLB_CHLTE",1
"8140","TOLB_MYXXD",0.463839656,"TOLB_MYXXD",1
"8141","TOLB_ORITI",0.725029527,"TOLB_ORITI",2
"8142","TOM1_ARATH",0.094237212,"TOM1_ARATH",5
"8143","TOM1_TOBAC",0.793093591,"TOM1_TOBAC",2
"8144","TOM20_ORYSJ",0.671249327,"TOM20_ORYSJ",2
"8145","TOM2A_ARATH",0.725007408,"TOM2A_ARATH",4
"8146","TOM2B_ARATH",0.26179902,"TOM2B_ARATH",2
"8147","TOM3_ARATH",0.084459976,"TOM3_ARATH",2
"8148","TOM3_TOBAC",0.586186662,"TOM3_TOBAC",1
"8149","TOM34_HUMAN",0.753438741,"TOM34_HUMAN",1
"8150","TOM5_ARATH",0.50474257,"TOM5_ARATH",2
"8151","TOM71_ARATH",0.365534469,"TOM71_ARATH",3
"8152","TOM92_ARATH",0.068332267,"TOM92_ARATH",3
"8153","TON1B_ARATH",0.549993179,"TON1B_ARATH",4
"8154","TON2_ARATH",0.312763259,"TON2_ARATH",3
"8155","TOP1_ARATH",0.265539651,"TOP1_ARATH",4
"8156","TOP1_RICCN",0.388269203,"TOP1_RICCN",1
"8157","TOP1_RICPR",0.388052615,"TOP1_RICPR",1
"8158","TOP1_RICTY",0.244685173,"TOP1_RICTY",1
"8159","TOP1_ZYMMO",0.257812625,"TOP1_ZYMMO",1
"8160","TOP2_ARATH",0.782751006,"TOP2_ARATH",2
"8161","TOP2_PEA",0.926623719,"TOP2_PEA",2
"8162","TOP3B_ORYSJ",0.031233076,"TOP3B_ORYSJ",4
"8163","TOP6B_ORYSI",0.771472951,"TOP6B_ORYSI",3
"8164","TOR_ORYSJ",0.291303142,"TOR_ORYSJ",13
"8165","TPC_MACFA",0.823754429,"TPC_MACFA",1
"8166","TPC1_ORYSJ",1,"TPC1_ORYSJ",1
"8167","TPC1_WHEAT",0.358213603,"TPC1_WHEAT",2
"8168","TPC11_HUMAN",1,"TPC11_HUMAN",1
"8169","TPC13_HUMAN",0.751185485,"TPC13_HUMAN",1
"8170","TPC2B_HUMAN",0.899954597,"TPC2B_HUMAN",1
"8171","TPC2L_DICDI",0.40508982,"TPC2L_DICDI",3
"8172","TPC6B_HUMAN",0.565221955,"TPC6B_HUMAN",3
"8173","TPIC_SECCE",0.65355715,"TPIC_SECCE",3
"8174","TPIC_SPIOL",1,"TPIC_SPIOL",1
"8175","TPIS_ASPOR",1,"TPIS_ASPOR",1
"8176","TPIS_MAIZE",0.725285108,"TPIS_MAIZE",2
"8177","TPK2_ORYSJ",0.884073397,"TPK2_ORYSJ",1
"8178","TPL_ARATH",0.265272789,"TPL_ARATH",8
"8179","TPLAT_ARATH",0.508694624,"TPLAT_ARATH",6
"8180","TPP1_ARATH",0.229875904,"TPP1_ARATH",3
"8181","TPP1_ORYSJ",0.442682058,"TPP1_ORYSJ",3
"8182","TPP2_ARATH",0.320053308,"TPP2_ARATH",4
"8183","TPP6_ORYSJ",0.524890304,"TPP6_ORYSJ",2
"8184","TPP7_ORYSJ",0.085274112,"TPP7_ORYSJ",2
"8185","TPPC1_RAT",0.369068113,"TPPC1_RAT",1
"8186","TPPC2_PIG",0.765852565,"TPPC2_PIG",2
"8187","TPPC3_CHICK",0.690833233,"TPPC3_CHICK",3
"8188","TPPC4_BOVIN",0.752350475,"TPPC4_BOVIN",1
"8189","TPPC4_DICDI",0.527218217,"TPPC4_DICDI",2
"8190","TPPC5_DICDI",0.398192233,"TPPC5_DICDI",5
"8191","TPPC8_HUMAN",0.589488218,"TPPC8_HUMAN",1
"8192","TPPII_ORYSJ",0.103503908,"TPPII_ORYSJ",3
"8193","TPR1_ARATH",0.142005242,"TPR1_ARATH",7
"8194","TPR2_ARATH",0.387056082,"TPR2_ARATH",5
"8195","TPR3_ARATH",0.613177999,"TPR3_ARATH",1
"8196","TPRA1_DANRE",0.530987239,"TPRA1_DANRE",3
"8197","TPRKB_HUMAN",0.913746446,"TPRKB_HUMAN",1
"8198","TPRL3_ERYCB",0.841597751,"TPRL3_ERYCB",3
"8199","TPS1_ARATH",0.133250755,"TPS1_ARATH",4
"8200","TPS1_ORYSJ",0.579627997,"TPS1_ORYSJ",2
"8201","TPS1_SORBI",0.855950102,"TPS1_SORBI",1
"8202","TPS10_ARATH",0.274081685,"TPS10_ARATH",2
"8203","TPS11_ARATH",0.931789786,"TPS11_ARATH",1
"8204","TPS2_SORBI",0.001830234,"TPS2_SORBI",8
"8205","TPS4_MEDTR",0.148871086,"TPS4_MEDTR",1
"8206","TPS5_ARATH",0.525894692,"TPS5_ARATH",4
"8207","TPS6_ARATH",0.341786588,"TPS6_ARATH",6
"8208","TPS7_ARATH",0.344428224,"TPS7_ARATH",9
"8209","TPS8_ARATH",0.355107894,"TPS8_ARATH",1
"8210","TPS9_ARATH",0.490631275,"TPS9_ARATH",3
"8211","TPSBE_ZINZE",0.687209136,"TPSBE_ZINZE",2
"8212","TPST_ARATH",0.171261223,"TPST_ARATH",7
"8213","TPT_MAIZE",0.687598882,"TPT_MAIZE",2
"8214","TR120_ORYSJ",0.20448886,"TR120_ORYSJ",4
"8215","TR130_ORYSJ",0.304322454,"TR130_ORYSJ",9
"8216","TR164_ORYSJ",0.150331871,"TR164_ORYSJ",7
"8217","TRA1_DICDI",0.526416893,"TRA1_DICDI",6
"8218","TRA1_MAIZE",0.044320417,"TRA1_MAIZE",10
"8219","TRA1_YEAST",0.652471637,"TRA1_YEAST",3
"8220","TRAB1_ORYSJ",0.000545411,"TRAB1_ORYSJ",11
"8221","TRABD_HUMAN",0.913926245,"TRABD_HUMAN",1
"8222","TRABD_MOUSE",0.740225333,"TRABD_MOUSE",2
"8223","TRAC9_MAIZE",0.112292713,"TRAC9_MAIZE",11
"8224","TRAD1_MOUSE",0.174642705,"TRAD1_MOUSE",3
"8225","TRAD1_RAT",0.891547077,"TRAD1_RAT",1
"8226","TRC_DROPS",0.565468978,"TRC_DROPS",2
"8227","TRE_ORYSJ",0.425097092,"TRE_ORYSJ",2
"8228","TRH21_ORYSJ",0.282813929,"TRH21_ORYSJ",4
"8229","TRH22_ORYSJ",0.273685253,"TRH22_ORYSJ",3
"8230","TRH41_ORYSJ",0.582258277,"TRH41_ORYSJ",1
"8231","TRH42_ORYSJ",0.963864987,"TRH42_ORYSJ",1
"8232","TRI1_YEAST",0.482009404,"TRI1_YEAST",3
"8233","TRIP4_HUMAN",0.859770231,"TRIP4_HUMAN",1
"8234","TRIP4_MOUSE",0.766590105,"TRIP4_MOUSE",1
"8235","TRL11_ORYSJ",0.55996174,"TRL11_ORYSJ",2
"8236","TRL12_ORYSJ",0.341394855,"TRL12_ORYSJ",2
"8237","TRL2_ORYSJ",0.477233738,"TRL2_ORYSJ",2
"8238","TRL31_ORYSJ",1,"TRL31_ORYSJ",1
"8239","TRL4_ORYSJ",0.147719266,"TRL4_ORYSJ",2
"8240","TRM1_ARATH",0.06889684,"TRM1_ARATH",5
"8241","TRM2_ARATH",1,"TRM2_ARATH",2
"8242","TRM32_ARATH",0.526210208,"TRM32_ARATH",4
"8243","TRM5_SORBI",0.228494325,"TRM5_SORBI",3
"8244","TRM51_VITVI",0.74424364,"TRM51_VITVI",1
"8245","TRM7_DICDI",0.717948014,"TRM7_DICDI",1
"8246","TRM7_HUMAN",0.459684212,"TRM7_HUMAN",1
"8247","TRM82_YARLI",0.638709722,"TRM82_YARLI",1
"8248","TRMB_MAIZE",0.612046839,"TRMB_MAIZE",2
"8249","TRMB_SYNP6",1,"TRMB_SYNP6",1
"8250","TRMH_AQUAE",0.618305218,"TRMH_AQUAE",1
"8251","TRNH_DATST",0.119301716,"TRNH_DATST",1
"8252","TRNH2_ARATH",0.374278541,"TRNH2_ARATH",1
"8253","TRNH3_ARATH",0.154914632,"TRNH3_ARATH",4
"8254","TRNH4_ARATH",0.684763634,"TRNH4_ARATH",3
"8255","TRNH5_ARATH",0.093272985,"TRNH5_ARATH",1
"8256","TRNH8_ARATH",0.910411723,"TRNH8_ARATH",1
"8257","TRNHC_ARATH",1,"TRNHC_ARATH",1
"8258","TRNHF_ARATH",0.028433464,"TRNHF_ARATH",10
"8259","TRO_ARATH",0.28278106,"TRO_ARATH",1
"8260","TRP2_ARATH",0.785904335,"TRP2_ARATH",1
"8261","TRP4_ARATH",0.342355798,"TRP4_ARATH",1
"8262","TRP5_ARATH",0.236779432,"TRP5_ARATH",2
"8263","TRPA_MAIZE",0.004001235,"TRPA_MAIZE",3
"8264","TRPA1_ARATH",0.549189531,"TRPA1_ARATH",1
"8265","TRPB1_MAIZE",0.300677718,"TRPB1_MAIZE",6
"8266","TRPB2_MAIZE",0.524869657,"TRPB2_MAIZE",4
"8267","TRPC_ARATH",0.271291965,"TRPC_ARATH",6
"8268","TRPD_ARATH",0.79147979,"TRPD_ARATH",1
"8269","TRPD_UNCTG",0.235757707,"TRPD_UNCTG",2
"8270","TRR_DROME",0.728732994,"TRR_DROME",1
"8271","TRRAP_HUMAN",0.75175313,"TRRAP_HUMAN",3
"8272","TRS20_SCHPO",0.324377831,"TRS20_SCHPO",2
"8273","TRUA_AGRVS",0.591313976,"TRUA_AGRVS",1
"8274","TRUA_BARHE",0.424928326,"TRUA_BARHE",1
"8275","TRUA_DESVM",0.490721981,"TRUA_DESVM",2
"8276","TRUA_MOUSE",0.234629063,"TRUA_MOUSE",1
"8277","TRUA_RHOCS",0.631781172,"TRUA_RHOCS",1
"8278","TRUB_FLAJ1",0.076809443,"TRUB_FLAJ1",4
"8279","TRXB2_ARATH",0.027121947,"TRXB2_ARATH",1
"8280","TRXF_ORYSJ",0.009830091,"TRXF_ORYSJ",9
"8281","TRXH_ORYSI",0.068426103,"TRXH_ORYSI",3
"8282","TRXH_WHEAT",0.438924966,"TRXH_WHEAT",5
"8283","TRXM_MAIZE",0.59911703,"TRXM_MAIZE",3
"8284","TRXM_PEA",0.003659421,"TRXM_PEA",2
"8285","TRXM1_ORYSJ",0.007989265,"TRXM1_ORYSJ",5
"8286","TRXM2_ORYSJ",0.133366994,"TRXM2_ORYSJ",1
"8287","TRXM3_ORYSJ",0.820144306,"TRXM3_ORYSJ",1
"8288","TRXO_ORYSJ",0.404436787,"TRXO_ORYSJ",3
"8289","TRXX_ORYSJ",0.656054708,"TRXX_ORYSJ",5
"8290","TRXY_ORYSJ",0.455030977,"TRXY_ORYSJ",5
"8291","TRY_ARATH",0.667716189,"TRY_ARATH",2
"8292","TS2_MAIZE",0.791331999,"TS2_MAIZE",2
"8293","TSF_ARATH",0.213245061,"TSF_ARATH",3
"8294","TSJT1_TOBAC",0.445872231,"TSJT1_TOBAC",14
"8295","TSNAX_MOUSE",1,"TSNAX_MOUSE",1
"8296","TSR1_PONAB",0.195305489,"TSR1_PONAB",1
"8297","TSR1_XENLA",1,"TSR1_XENLA",2
"8298","TSR2_YEAST",0.792174542,"TSR2_YEAST",1
"8299","TSS_ARATH",0.021558148,"TSS_ARATH",24
"8300","TTC1_MOUSE",0.362377131,"TTC1_MOUSE",2
"8301","TTC27_DICDI",0.431787027,"TTC27_DICDI",1
"8302","TTC33_DANRE",0.783716686,"TTC33_DANRE",1
"8303","TTC38_HUMAN",0.676022265,"TTC38_HUMAN",1
"8304","TTC4_DICDI",0.639768418,"TTC4_DICDI",1
"8305","TTC5_BOVIN",0.73186875,"TTC5_BOVIN",2
"8306","TTC7A_MOUSE",0.316220982,"TTC7A_MOUSE",2
"8307","TTC7B_MOUSE",0.838291083,"TTC7B_MOUSE",1
"8308","TTG1_ARATH",0.884339759,"TTG1_ARATH",1
"8309","TTHL_ARATH",0.848302747,"TTHL_ARATH",1
"8310","TTI1_MOUSE",0.73985397,"TTI1_MOUSE",1
"8311","TTL_ARATH",0.696327959,"TTL_ARATH",1
"8312","TUL1_YEAST",0.873307369,"TUL1_YEAST",1
"8313","TUN_ARATH",1,"TUN_ARATH",1
"8314","TVP23_ARATH",0.368995077,"TVP23_ARATH",5
"8315","TWIH_ARATH",0.403745488,"TWIH_ARATH",1
"8316","TXLNA_HUMAN",0.553328851,"TXLNA_HUMAN",2
"8317","TXLNB_CHICK",0.44643828,"TXLNB_CHICK",1
"8318","TXN4B_HUMAN",0.831921542,"TXN4B_HUMAN",1
"8319","TXND9_ARATH",0.546497813,"TXND9_ARATH",3
"8320","TYDC1_ORYSJ",0.477638501,"TYDC1_ORYSJ",3
"8321","TYDP2_RAT",0.582729854,"TYDP2_RAT",1
"8322","TYPA_BACSU",0.617231563,"TYPA_BACSU",3
"8323","TYPA_HELPY",0.202258156,"TYPA_HELPY",1
"8324","TYPA_SHIFL",0.871858599,"TYPA_SHIFL",1
"8325","TYPA_SYNY3",0.519669299,"TYPA_SYNY3",2
"8326","TYRA1_ARATH",0.744304246,"TYRA1_ARATH",1
"8327","TYRA2_ARATH",0.660940965,"TYRA2_ARATH",1
"8328","TYRP_SHIFL",0.67806645,"TYRP_SHIFL",1
"8329","TYRPB_HAEIN",0.006176086,"TYRPB_HAEIN",2
"8330","TYW1_ORYSJ",0.703820376,"TYW1_ORYSJ",2
"8331","TYW23_ORYSJ",0.30027581,"TYW23_ORYSJ",6
"8332","TYW4_RAT",0.819518431,"TYW4_RAT",1
"8333","TYW5_HUMAN",0.509747678,"TYW5_HUMAN",1
"8334","U1125_ARATH",0.808578353,"U1125_ARATH",2
"8335","U1135_ARATH",0.691144545,"U1135_ARATH",1
"8336","U1148_ARATH",0.264964413,"U1148_ARATH",1
"8337","U1159_ARATH",0.586394281,"U1159_ARATH",2
"8338","U1165_ARATH",0.710551812,"U1165_ARATH",1
"8339","U183_ARATH",0.530794436,"U183_ARATH",3
"8340","U2A2A_ORYSJ",0.019812416,"U2A2A_ORYSJ",10
"8341","U2A2B_ORYSJ",0.349410608,"U2A2B_ORYSJ",7
"8342","U2A2B_WHEAT",0.180231696,"U2A2B_WHEAT",1
"8343","U2AF2_DROME",0.190797643,"U2AF2_DROME",1
"8344","U2AFA_ORYSJ",0.148608894,"U2AFA_ORYSJ",13
"8345","U2AFB_ORYSJ",0.113732819,"U2AFB_ORYSJ",8
"8346","U396_DICDI",0.663007055,"U396_DICDI",1
"8347","U496D_ORYSJ",0.516982036,"U496D_ORYSJ",7
"8348","U548_ARATH",0.838160384,"U548_ARATH",1
"8349","U553_DICDI",0.319609315,"U553_DICDI",3
"8350","U587_CAEEL",0.474694495,"U587_CAEEL",4
"8351","U5S1_BOVIN",0.54487669,"U5S1_BOVIN",1
"8352","U5S1_CHICK",0.346298947,"U5S1_CHICK",4
"8353","U5S1_MOUSE",0.727639889,"U5S1_MOUSE",3
"8354","U603_ORYSJ",0.778691407,"U603_ORYSJ",6
"8355","U72B1_ARATH",0.095115822,"U72B1_ARATH",3
"8356","U72B3_ARATH",0.944964363,"U72B3_ARATH",2
"8357","U72C1_ARATH",0.662437981,"U72C1_ARATH",1
"8358","U73B4_ARATH",0.96442969,"U73B4_ARATH",1
"8359","U73C1_ARATH",0.961780303,"U73C1_ARATH",1
"8360","U73C2_ARATH",0.895578674,"U73C2_ARATH",1
"8361","U73C5_ARATH",0.16782776,"U73C5_ARATH",4
"8362","U73C6_ARATH",0.284083943,"U73C6_ARATH",3
"8363","U73D1_ARATH",0.491337947,"U73D1_ARATH",1
"8364","U73E1_STERE",0.927594949,"U73E1_STERE",1
"8365","U74D1_ARATH",0.171221485,"U74D1_ARATH",1
"8366","U74E1_ARATH",0.222792575,"U74E1_ARATH",2
"8367","U74E2_ARATH",0.096579877,"U74E2_ARATH",6
"8368","U74F1_ARATH",0.252573579,"U74F1_ARATH",1
"8369","U74F2_ARATH",0.731312609,"U74F2_ARATH",4
"8370","U75B1_ARATH",0.637925201,"U75B1_ARATH",1
"8371","U75D1_ARATH",0.660082308,"U75D1_ARATH",2
"8372","U76C2_ARATH",0.411854333,"U76C2_ARATH",2
"8373","U7A15_MALDO",0.027552647,"U7A15_MALDO",3
"8374","U7A16_PYRCO",0.644778658,"U7A16_PYRCO",2
"8375","U7E11_ARATH",0.728658139,"U7E11_ARATH",1
"8376","U80A2_ARATH",0.328289372,"U80A2_ARATH",8
"8377","U83A1_ARATH",0.133241843,"U83A1_ARATH",18
"8378","U85A2_ARATH",0.12024237,"U85A2_ARATH",3
"8379","U85A3_ARATH",0.506055955,"U85A3_ARATH",2
"8380","U85A5_ARATH",0.773101619,"U85A5_ARATH",1
"8381","U85A8_STERE",0.009397988,"U85A8_STERE",6
"8382","U86A1_ARATH",0.266435102,"U86A1_ARATH",1
"8383","U87A2_ARATH",0.502929266,"U87A2_ARATH",3
"8384","U88A1_ARATH",0.297379756,"U88A1_ARATH",4
"8385","U88B1_STERE",0.270859098,"U88B1_STERE",6
"8386","U88F3_PYRCO",1,"U88F3_PYRCO",1
"8387","U88F4_MALDO",0.008531522,"U88F4_MALDO",7
"8388","U88F5_MALDO",0.875792799,"U88F5_MALDO",1
"8389","U90A1_ARATH",0.300393926,"U90A1_ARATH",3
"8390","U91A1_ARATH",0.200192079,"U91A1_ARATH",1
"8391","U91D1_STERE",0.674546768,"U91D1_STERE",2
"8392","U92A1_ARATH",0.145192718,"U92A1_ARATH",1
"8393","UAF30_SCHPO",0.034951838,"UAF30_SCHPO",5
"8394","UAH_ORYSJ",0.430762474,"UAH_ORYSJ",3
"8395","UAP1L_XENTR",0.349401862,"UAP1L_XENTR",2
"8396","UAP2_ARATH",0.484426636,"UAP2_ARATH",6
"8397","UAP2_SCHPO",0.362636139,"UAP2_SCHPO",2
"8398","UBA1C_ARATH",0.729077515,"UBA1C_ARATH",3
"8399","UBA2A_ARATH",0.609462291,"UBA2A_ARATH",2
"8400","UBA2B_ARATH",0.348282557,"UBA2B_ARATH",3
