"","Group","nSpecies","S","alpha","Variance","Pvalue","FDR","ange","sorgh","NormScore.ange","NormScore.sorgh","ange.count","sorgh.count","ange.count.1","sorgh.count.1"
"3085","FAFL_ARATH",2,2.07037226589894,4.93877551020408,0.202479338842975,0.0238402680645012,0.966347304148752,0.000715973,0.705042726,3.95010987338829,0.190634658409589,3,3,3,3
"3086","FAHD1_DICDI",1,0.235498737790171,2.46938775510204,0.40495867768595,0.945627119727559,1,0.649373202,NA,0.235498737790171,NA,3,NA,3,NA
"3087","FAL1_CRYNJ",1,0.468765629483774,1,1,0.625774229,1,0.625774229,NA,0.468765629483774,NA,1,NA,1,NA
"3088","FAL1_PICST",1,0.0870753364895404,1,1,0.916608039,1,0.916608039,NA,0.0870753364895404,NA,1,NA,1,NA
"3089","FAN1_ORYSJ",2,0.472737646164819,2.57142857142857,0.388888888888889,0.801937674117164,1,0.410526927,0.920588349,0.890313756625849,0.0551615357037897,1,2,1,2
"3090","FANCI_MOUSE",1,0.810731730665889,1,1,0.444532669,1,0.444532669,NA,0.810731730665889,NA,1,NA,1,NA
"3091","FAO1_LOTJA",2,0.872604600701832,7.55871966763495,0.132297537674511,0.596157619357657,1,0.051588125,0.294612373,1.20998521168931,0.535223989714354,6,5,6,5
"3092","FAO2_LOTJA",2,0.477610913841107,5.24704217142495,0.190583564478657,0.912124989221856,1,0.164199625,0.646798462,0.664741474920716,0.290480352761498,8,2,8,2
"3093","FAP2_ARATH",2,2.34391260996961,4.16443594646272,0.240128558310376,0.0147956714873029,0.748762914722563,0.036075592,0.010738129,2.21475917613363,2.4730660438056,2,3,2,3
"3094","FAR_SIMCH",1,0.148865224653784,1,1,0.861685241,1,0.861685241,NA,0.148865224653784,NA,1,NA,1,NA
"3095","FAR1_ARATH",2,0.411456455914756,2.57142857142857,0.388888888888889,0.846078037204928,1,0.853972225,0.368769145,0.157856609141669,0.665056302687844,1,2,1,2
"3096","FARS_MAIZE",2,2.02867914364058,2.84705882352941,0.351239669421488,0.0619305606999334,1,0.103433218,0.037667028,2.26882911124649,1.78852917603467,1,3,1,3
"3097","FAS1_ORYSJ",2,1.26392288861302,2.84705882352941,0.351239669421488,0.272151023821814,1,0.403181382,0.131024373,0.495473857574368,2.03237191965166,3,1,3,1
"3098","FATA2_ARATH",1,0.440976723058835,1.8,0.555555555555556,0.759046307630932,1,0.516094658,NA,0.440976723058835,NA,2,NA,2,NA
"3099","FATB_ARATH",2,0.639029545007764,7.23494136976642,0.138218120768584,0.839515833846502,1,0.189846631,0.265114287,0.640813838366547,0.637245251648981,7,4,7,4
"3100","FATB_GOSHI",2,0.459841744555382,3.20394395433316,0.312115322319404,0.849539259766056,1,0.69477471,0.256400701,0.364167644241376,0.555515844869387,1,6,1,6
"3101","FAX1_ARATH",2,0.394902940254099,4.93877551020408,0.202479338842975,0.948355405145588,1,0.620031509,0.379085894,0.260719080690872,0.529086799817325,3,3,3,3
"3102","FAX2_ARATH",2,0.418260277982869,4.16443594646272,0.240128558310376,0.916243625410381,1,0.544150214,0.469121867,0.331925422672489,0.504595133293249,3,2,3,2
"3103","FAX3_ARATH",2,0.221174892974043,2.57142857142857,0.388888888888889,0.956452908704811,1,0.547518743,0.960042815,0.40157238939166,0.0407773965564258,2,1,2,1
"3104","FAX5_ARATH",2,0.809577311056563,2.84705882352941,0.351239669421488,0.556542528618933,1,0.304946674,0.378566779,0.647791831093728,0.971362791019398,3,1,3,1
"3105","FAX6_ARATH",1,0.0382288190828915,1,1,0.962492679,1,0.962492679,NA,0.0382288190828915,NA,1,NA,1,NA
"3106","FB117_ARATH",2,0.539584787691926,3.12322156585406,0.320182215355107,0.785495335878129,1,0.291221111,0.583404176,0.540294511848798,0.538875063535053,5,1,5,1
"3107","FB118_ARATH",2,0.407708926260754,6.83050318000051,0.146402098593258,0.971626208300975,1,0.174813183,0.668121739,0.595444282682633,0.219973569838875,10,3,10,3
"3108","FB128_ARATH",1,1.26781682179813,1,1,0.281445397,1,0.281445397,NA,1.26781682179813,NA,1,NA,1,NA
"3109","FB135_ARATH",1,0.481840455276495,1,1,0.617645596,1,0.617645596,NA,0.481840455276495,NA,1,NA,1,NA
"3110","FB140_ARATH",2,0.169641113085669,2.57142857142857,0.388888888888889,0.975854876000573,1,1,0.601142457,0,0.339282226171339,1,2,1,2
"3111","FB154_ARATH",1,0.386851818676308,1,1,0.679191731,1,0.679191731,NA,0.386851818676308,NA,1,NA,1,NA
"3112","FB17_ARATH",2,0.809972935220818,3.6,0.277777777777778,0.581903571555495,1,0.146408888,0.601356804,1.28090131261014,0.339044557831494,2,2,2,2
"3113","FB237_ARATH",2,0.606552119264555,6.57107006667348,0.152182215355107,0.852654357643494,1,0.550193982,0.120623823,0.286792496828288,0.926311741700823,4,5,4,5
"3114","FB252_ARATH",1,1.04810611768092,1,1,0.350601118,1,0.350601118,NA,1.04810611768092,NA,1,NA,1,NA
"3115","FB270_ARATH",2,0.525987724329395,2.57142857142857,0.388888888888889,0.76183459789056,1,0.505338523,0.550483868,0.455017821141164,0.596957627517627,2,1,2,1
"3116","FB271_ARATH",2,0.520317329446088,5.45733357387696,0.183239669421488,0.890046546887181,1,0.398360486,0.333577512,0.441791011160368,0.598843647731808,4,3,4,3
"3117","FB285_ARATH",2,0.410900568270006,4.5271629778672,0.220888888888889,0.930865002387567,1,0.487894185,0.488708609,0.344475230715493,0.477325905824519,4,2,4,2
"3118","FB290_ARATH",2,0.28965249050908,2.57142857142857,0.388888888888889,0.922830086945778,1,0.903816888,0.488085479,0.10112849662963,0.478176484388531,1,2,1,2
"3119","FB302_ARATH",2,0.387041253200147,5.83356087411622,0.171421884776594,0.966635754781644,1,0.544068291,0.364435941,0.332007548224676,0.442074958175618,3,5,3,5
"3120","FB304_ARATH",2,0.575681859308178,8.04954367666232,0.124230644638808,0.905286727074015,1,0.203620235,0.292484824,0.649591270691084,0.501772447925273,6,6,6,6
"3121","FB315_ARATH",2,0.511280812122839,2.57142857142857,0.388888888888889,0.773028564194093,1,0.575917072,0.493538191,0.551791600873463,0.470770023372214,1,2,1,2
"3122","FB322_ARATH",2,0.446978476279319,4.5271629778672,0.220888888888889,0.9107217816416,1,0.388173279,0.578047069,0.630868962461377,0.263087990097261,2,4,2,4
"3123","FB327_ARATH",1,0.0665466117359272,1,1,0.935619304,1,0.935619304,NA,0.0665466117359272,NA,1,NA,1,NA
"3124","FB330_ARATH",2,0.44998849382799,3.6,0.277777777777778,0.875240914355978,1,0.590225533,0.439237537,0.351500370535213,0.548476617120767,2,2,2,2
"3125","FB334_ARATH",1,0.912897223841284,1,1,0.401359709,1,0.401359709,NA,0.912897223841284,NA,1,NA,1,NA
"3126","FB338_ARATH",1,0.47417236235189,1,1,0.622399965,1,0.622399965,NA,0.47417236235189,NA,1,NA,1,NA
"3127","FB341_ARATH",1,0.856883726345771,1,1,0.424482828,1,0.424482828,NA,0.856883726345771,NA,1,NA,1,NA
"3128","FB345_ARATH",2,0.931897963584123,6.1216372352194,0.163354991740892,0.514560106445429,1,0.648538217,0.018544006,0.236200552135591,1.62759537503266,3,6,3,6
"3129","FB37_ARATH",2,0.954436342935288,6.1216372352194,0.163354991740892,0.491531958217886,1,0.093679672,0.220381027,1.29156766962532,0.617305016245251,3,6,3,6
"3130","FB46_ARATH",1,0.0716707334037062,1,1,0.930837339,1,0.930837339,NA,0.0716707334037062,NA,1,NA,1,NA
"3131","FB60_ARATH",2,0.550500578520349,2.84705882352941,0.351239669421488,0.760860975157397,1,0.349886681,0.589668787,0.572806879360618,0.528194277680081,3,1,3,1
"3132","FB76_ARATH",2,2.5198069223873,3.12322156585406,0.320182215355107,0.0177695149224379,0.840122125556056,0.024602127,0.03281006,1.62259374147457,3.41702010330004,5,1,5,1
"3133","FB84_ARATH",2,0.359891213927849,3.6,0.277777777777778,0.929211468700487,1,0.647928839,0.524295807,0.289316270012097,0.430466157843601,2,2,2,2
"3134","FB92_ARATH",2,0.472629077442465,8.45069638729636,0.118333443087988,0.965342118548732,1,0.383152569,0.244285985,0.369986452699532,0.575271702185398,7,6,7,6
"3135","FBD8_ARATH",1,1.11770879988294,1,1,0.327028224,1,0.327028224,NA,1.11770879988294,NA,1,NA,1,NA
"3136","FBK15_ARATH",1,0.190085252034248,1,1,0.826888637,1,0.826888637,NA,0.190085252034248,NA,1,NA,1,NA
"3137","FBK17_ARATH",2,0.431657148498744,5.34793035426876,0.186988224183172,0.93967186457089,1,0.219356486,0.612268525,0.536258079424324,0.327056217573163,9,2,9,2
"3138","FBK21_ARATH",2,0.555542541460613,6.09756097560976,0.164,0.881196374173108,1,0.35596601,0.277526027,0.495801614503904,0.615283468417323,4,4,4,4
"3139","FBK22_ARATH",2,1.10326528177168,8.89392945129199,0.112436241537168,0.341234125274961,1,0.018934334,0.173004073,1.52988698283469,0.676643580708666,7,7,7,7
"3140","FBK28_ARATH",2,0.679305662540695,6.93888744032152,0.144115322319404,0.795687935834683,1,0.086405321,0.473214147,0.999471844661346,0.359139480420044,6,4,6,4
"3141","FBK29_ARATH",2,0.214430783925674,2.57142857142857,0.388888888888889,0.959298972643181,1,0.734303459,0.835234299,0.308832903926924,0.120028663924424,1,2,1,2
"3142","FBK30_ARATH",2,1.43316195414014,2.57142857142857,0.388888888888889,0.206976248303647,1,0.172698194,0.183504258,1.17080650088322,1.69551740739706,2,1,2,1
"3143","FBK46_ARATH",2,0.856094845029713,6.57107006667348,0.152182215355107,0.601084934668228,1,0.120787674,0.203342905,1.01458609685344,0.697603593205985,4,5,4,5
"3144","FBK77_ARATH",1,0.409845155170098,2.46938775510204,0.40495867768595,0.840129611369768,1,0.471713823,NA,0.409845155170098,NA,3,NA,3,NA
"3145","FBK8_ARATH",2,0.410382194421991,10.0622691643794,0.099381161809904,0.990605631994356,1,0.212695186,0.429747014,0.476046599877031,0.344717788966951,14,6,14,6
"3146","FBL10_ARATH",2,0.308211096244163,3.6,0.277777777777778,0.953487390920424,1,0.600283784,0.660815549,0.340235174832859,0.276187017655467,2,2,2,2
"3147","FBL11_ARATH",1,0.680097394061082,2.46938775510204,0.40495867768595,0.636667064421962,1,0.287410083,NA,0.680097394061082,NA,3,NA,3,NA
"3148","FBL12_ARATH",2,0.485739993687215,2.84705882352941,0.351239669421488,0.810364613478182,1,0.37136347,0.649750458,0.540313086800139,0.431166900574291,3,1,3,1
"3149","FBL15_ARATH",2,0.285060230951211,4.93877551020408,0.202479338842975,0.984127237937844,1,0.657088151,0.53510957,0.229056598638476,0.341063863263947,3,3,3,3
"3150","FBL17_ARATH",2,0.651931580532149,7.23494136976642,0.138218120768584,0.827906004879886,1,0.540341922,0.10841475,0.237403419085456,1.06645974197884,7,4,7,4
"3151","FBL21_ARATH",1,0,1,1,1,1,1,NA,0,NA,1,NA,1,NA
"3152","FBL23_ARATH",1,0.0865416539227875,2.46938775510204,0.40495867768595,0.994077905700307,1,0.853286684,NA,0.0865416539227875,NA,3,NA,3,NA
"3153","FBL26_ARATH",1,0.30846874207884,1,1,0.734570913,1,0.734570913,NA,0.30846874207884,NA,1,NA,1,NA
"3154","FBL3_ARATH",2,1.81885902923907,6.57107006667348,0.152182215355107,0.0339061079893572,1,0.001149588,0.24583961,2.96424160364991,0.673476454828235,5,4,5,4
"3155","FBL34_ARATH",2,0.893960421835131,4.16443594646272,0.240128558310376,0.523496494237604,1,0.292289115,0.187213063,0.670915552743383,1.11700529092688,3,2,3,2
"3156","FBL4_ARATH",2,1.00638222049192,6.93888744032152,0.144115322319404,0.442884368841737,1,0.052369061,0.185401296,1.20385277590373,0.808911665080105,6,4,6,4
"3157","FBL53_ARATH",2,1.15499560331667,6.35090838498922,0.157457790190072,0.307411056328145,1,0.183482551,0.048024233,0.653964184104116,1.65602702252922,7,3,7,3
"3158","FBL78_ARATH",1,0,1,1,1,1,1,NA,0,NA,1,NA,1,NA
"3159","FBL79_ARATH",1,0.830278870483859,1,1,0.435927702,1,0.435927702,NA,0.830278870483859,NA,1,NA,1,NA
"3160","FBLK2_ARATH",1,0.148327873482523,1,1,0.862148393,1,0.862148393,NA,0.148327873482523,NA,1,NA,1,NA
"3161","FBT1_ARATH",2,0.670643285209141,8.20500090088694,0.121876890944875,0.82965352479994,1,0.532457543,0.055286049,0.276022824539859,1.06526374587842,5,8,5,8
"3162","FBT2_ARATH",1,0.832014817645314,1,1,0.435171611,1,0.435171611,NA,0.832014817645314,NA,1,NA,1,NA
"3163","FBT4_ARATH",2,0.656736031507315,3.01204819277108,0.332,0.68536754696467,1,0.101553624,0.80603245,1.09784078627459,0.215631276740037,4,1,4,1
"3164","FBT7_ARATH",2,1.58200383588075,2.57142857142857,0.388888888888889,0.159258046883098,1,0.178087271,0.115580368,1.72548156232436,1.43852610943714,1,2,1,2
"3165","FBT8_ARATH",1,0.557458477145809,2.46938775510204,0.40495867768595,0.730581345853457,1,0.359871877,NA,0.557458477145809,NA,3,NA,3,NA
"3166","FBT9_ARATH",2,0.759251433237652,2,0.5,0.551651792683986,1,0.396201736,0.552848595,0.925831763101844,0.592671103373459,1,1,1,1
"3167","FBW2_ARATH",2,0.442315577636301,2.84705882352941,0.351239669421488,0.841967631625656,1,0.547737036,0.595573478,0.601959968518276,0.282671186754326,1,3,1,3
"3168","FBW3_ARATH",2,0.238760188298589,6.09756097560976,0.164,0.996674368290667,1,0.764753108,0.483534851,0.128737071305355,0.348783305291824,4,4,4,4
"3169","FBW4_ARATH",2,0.511486698870246,5.45733357387696,0.183239669421488,0.896002213004703,1,0.634689414,0.228690422,0.218217365546241,0.804756032194251,4,3,4,3
"3170","FBX14_ARATH",2,0.31597172558228,2,0.5,0.867472172708834,1,1,0.53155774,0,0.63194345116456,1,1,1,1
"3171","FBX21_MOUSE",2,1.10747973125678,4.5271629778672,0.220888888888889,0.353067152488179,1,0.098515758,0.191319345,1.11241860667394,1.10254085583962,4,2,4,2
"3172","FBX21_PONAB",2,0.286487131465022,4.5271629778672,0.220888888888889,0.979062269734926,1,0.431751975,0.775125348,0.403153914028477,0.169820348901567,4,2,4,2
"3173","FBX6_ARATH",2,0.719611337749988,4.78306174167882,0.209071104243996,0.700322037186326,1,0.199510492,0.332894655,0.705936548564849,0.733286126935126,5,2,5,2
"3174","FBX8_ARATH",1,0.732781249471265,1.8,0.555555555555556,0.555742077968835,1,0.333146857,NA,0.732781249471265,NA,2,NA,2,NA
"3175","FCA_ARATH",2,0.70565292355204,6.93888744032152,0.144115322319404,0.769634180608894,1,0.138280687,0.284265015,0.807538651330837,0.603767195773244,6,4,6,4
"3176","FCF1_PONAB",2,0.0291576189985939,2,0.5,0.998364346719047,1,0.94335252,1,0.0583152379971877,0,1,1,1,1
"3177","FCF2_SCHPO",1,1.00058249989364,2.46938775510204,0.40495867768595,0.415009332926408,1,0.159709099,NA,1.00058249989364,NA,3,NA,3,NA
"3178","FCL1_ORYSJ",1,2.64765765317488,1.8,0.555555555555556,0.0370562366792036,1,0.018845399,NA,2.64765765317488,NA,2,NA,2,NA
"3179","FCL2_ORYSJ",2,2.22240694751397,9.58612333680131,0.104317456062868,0.00158735281547368,0.157881579192827,0.000802473,0.006793045,2.51958018206376,1.92523371296418,9,7,9,7
"3180","FD_ARATH",2,2.88779821373841,7.23494136976642,0.138218120768584,0.000177612968658626,0.0273016506109545,1.15e-06,0.351982802,5.27439340546137,0.501203022015444,7,4,7,4
"3181","FDFT_ARATH",1,0.356283693766102,1.8,0.555555555555556,0.820196096970093,1,0.58600583,NA,0.356283693766102,NA,2,NA,2,NA
"3182","FDFT_NICBE",2,0.726493971325513,2.57142857142857,0.388888888888889,0.607244049411972,1,0.300513158,0.686543078,1.20226373894387,0.250724203707159,1,2,1,2
"3183","FDH1_ORYSJ",2,0.293187646545553,5.45733357387696,0.183239669421488,0.987078640807299,1,0.658059304,0.493231632,0.200860907548079,0.385514385543026,4,3,4,3
"3184","FDL1_ARATH",2,0.30976637004722,2.57142857142857,0.388888888888889,0.911476377296229,1,0.394830346,1,0.619532740094439,0,2,1,2,1
"3185","FDM1_ARATH",2,0.701538279966876,4.16443594646272,0.240128558310376,0.696560937693734,1,0.205491158,0.444874535,0.863101239673918,0.539975320259835,3,2,3,2
"3186","FDM2_ARATH",2,0.508597364646281,4.78306174167882,0.209071104243996,0.878774293727124,1,0.108764405,0.933946065,0.971637003510328,0.0455577257822334,5,2,5,2
"3187","FDM5_ARATH",1,0.782598868909751,1.8,0.555555555555556,0.524192668313849,1,0.309159392,NA,0.782598868909751,NA,2,NA,2,NA
"3188","FEA2_MAIZE",1,0.420038493911069,1,1,0.657021528,1,0.657021528,NA,0.420038493911069,NA,1,NA,1,NA
"3189","FEI1_ARATH",2,0.448837364469873,2,0.5,0.773333088852588,1,0.742860695,0.548576802,0.297246741748595,0.600427987191152,1,1,1,1
"3190","FEI2_ARATH",2,0.298774418490739,2.84705882352941,0.351239669421488,0.931306854599636,1,0.813653336,0.48800258,0.206220880840903,0.391327956140574,1,3,1,3
"3191","FEN1_MAIZE",2,0.0426298281492742,2.57142857142857,0.388888888888889,0.999127392749905,1,0.879950622,1,0.0852596562985485,0,2,1,2,1
"3192","FEN11_SORBI",1,0.434799053062004,1,1,0.647394746,1,0.647394746,NA,0.434799053062004,NA,1,NA,1,NA
"3193","FENR1_ORYSJ",2,0.332321398189732,9.58612333680131,0.104317456062868,0.997187582721295,1,0.466508797,0.350518407,0.294068804956702,0.370573991422761,7,9,7,9
"3194","FENR1_TOBAC",2,0.445100434831393,7.12431201366483,0.140364430710214,0.961822846695732,1,0.322830144,0.405758812,0.495165969655457,0.395034900007329,5,5,5,5
"3195","FENR2_ORYSJ",2,0.317287628185929,2.57142857142857,0.388888888888889,0.907077649424851,1,0.95858645,0.411305269,0.0422955275536715,0.592279728818186,1,2,1,2
"3196","FENR3_ORYSJ",2,0.42591187830481,4.5271629778672,0.220888888888889,0.922810485615,1,0.32901524,0.620427349,0.533592579408554,0.318231177201066,4,2,4,2
"3197","FER_CHLFR",1,1.45407093363266,2.46938775510204,0.40495867768595,0.202025251586071,1,0.069543925,NA,1.45407093363266,NA,3,NA,3,NA
"3198","FER_WHEAT",1,0.350563040317716,1.8,0.555555555555556,0.824271385407068,1,0.591055971,NA,0.350563040317716,NA,2,NA,2,NA
"3199","FER1_DESAF",1,0.477888004458485,1.8,0.555555555555556,0.732251370310054,1,0.488296729,NA,0.477888004458485,NA,2,NA,2,NA
"3200","FER1_MAIZE",2,0.256760469519365,2.57142857142857,0.388888888888889,0.940009383197566,1,0.793076177,0.655388291,0.231836000170259,0.281684938868471,1,2,1,2
"3201","FER1_ORYSJ",1,1.14693567654455,1,1,0.317608535,1,0.317608535,NA,1.14693567654455,NA,1,NA,1,NA
"3202","FER2_ARATH",2,0.191199377513153,2.84705882352941,0.351239669421488,0.976037419217987,1,0.560944094,0.935145713,0.315345835971381,0.067052919054926,3,1,3,1
"3203","FER2_SYNP6",2,0.880056325623038,6.57107006667348,0.152182215355107,0.57491246464974,1,0.047920377,0.502057391,1.458342939805,0.301769711441073,4,5,4,5
"3204","FER3_MAIZE",2,0.612091025347504,6.57107006667348,0.152182215355107,0.848042040322121,1,0.311102417,0.226497675,0.511372163169058,0.71280988752595,5,4,5,4
"3205","FER5_MAIZE",2,0.0589002728570598,2,0.5,0.993583087229676,1,0.897654359,0.9902178,0.107970185664167,0.00983036004995266,1,1,1,1
"3206","FER6_MAIZE",2,0.584698784490485,5.83356087411622,0.171421884776594,0.852214529244259,1,0.802475156,0.091076386,0.120029663297801,1.04936790568317,3,5,3,5
"3207","FERON_ARATH",2,0.692116906838658,8.15474504144786,0.122627990809931,0.807813718443891,1,0.17256212,0.181906239,0.566187144086513,0.818046669590803,12,4,12,4
"3208","FES1_ASPFU",2,0.557926609821199,2,0.5,0.693228869739832,1,0.429953928,0.762024936,0.844077220220924,0.271775999421474,1,1,1,1
"3209","FES1_ASPOR",2,0.295735189024945,2,0.5,0.880899245760568,1,1,0.553512813,0,0.59147037804989,1,1,1,1
"3210","FES1_ASPTN",1,0.0383028525162634,1,1,0.962421425,1,0.962421425,NA,0.0383028525162634,NA,1,NA,1,NA
"3211","FES1_NEOFI",1,1.78454199199222,1,1,0.167873931,1,0.167873931,NA,1.78454199199222,NA,1,NA,1,NA
"3212","FES1_USTMA",1,0.118438971485261,1,1,0.888306026,1,0.888306026,NA,0.118438971485261,NA,1,NA,1,NA
"3213","FGGY_XENLA",2,0.501109273851885,5.45733357387696,0.183239669421488,0.902785052075117,1,0.47284393,0.2903029,0.408539946902689,0.593678600801081,3,4,3,4
"3214","FH13_ORYSJ",2,0.427451559449504,4.93877551020408,0.202479338842975,0.932666105453284,1,0.229606705,0.908523093,0.802574952000792,0.0523281668982161,3,3,3,3
"3215","FH16_ORYSJ",1,1.02250445585515,1,1,0.359692976,1,0.359692976,NA,1.02250445585515,NA,1,NA,1,NA
"3216","FH18_ORYSJ",1,0.289117213774622,1,1,0.748924416,1,0.748924416,NA,0.289117213774622,NA,1,NA,1,NA
"3217","FH3_ORYSJ",2,0.824762095883347,8.45069638729636,0.118333443087988,0.664918321961391,1,0.062907465,0.259343441,1.12901650688676,0.520507684879936,6,7,6,7
"3218","FH5_ORYSJ",2,0.432836786835067,7.9113713670938,0.126400336123691,0.973939980378541,1,0.32256608,0.375220574,0.436370845816715,0.429302727853419,7,5,7,5
"3219","FH7_ORYSJ",2,0.202781605069869,7.9113713670938,0.126400336123691,0.999692213436189,1,0.50505852,0.758896794,0.299159551196656,0.106403658943082,5,7,5,7
"3220","FH8_ORYSJ",1,0.557236176540631,1.8,0.555555555555556,0.675216377549741,1,0.433503996,NA,0.557236176540631,NA,2,NA,2,NA
"3221","FHA1_TOBAC",2,0.704032510876751,5.45733357387696,0.183239669421488,0.734827320990447,1,0.153203433,0.448582103,1.0232665163512,0.384798505402305,3,4,3,4
"3222","FHA2_ARATH",2,0.628619589552114,5.83356087411622,0.171421884776594,0.815280836781152,1,0.191908857,0.375487141,0.722949513629148,0.53428966547508,5,3,5,3
"3223","FHIT_DICDI",2,1.14432747602565,3.26564606134371,0.306218120768584,0.332583496364839,1,0.02581031,0.41550985,1.41040599346152,0.878248958589768,7,1,7,1
"3224","FHY3_ARATH",1,0.561193789394752,1.8,0.555555555555556,0.672406403318415,1,0.430938158,NA,0.561193789394752,NA,2,NA,2,NA
"3225","FHYRK_ARATH",2,0.751038015795033,5.43326725685507,0.18405131806066,0.688017289559834,1,0.065312116,0.424968939,0.931583233300453,0.570492798289613,10,2,10,2
"3226","FIE2_MAIZE",2,0.567496772368698,2.57142857142857,0.388888888888889,0.729912176386195,1,0.708449069,0.30560109,0.34467710810926,0.790316436628137,1,2,1,2
"3227","FIGL1_CAEBR",1,0.411567287050799,2.46938775510204,0.40495867768595,0.83891956447253,1,0.470226857,NA,0.411567287050799,NA,3,NA,3,NA
"3228","FIGL1_HUMAN",1,0.0813082760841751,1,1,0.921909445,1,0.921909445,NA,0.0813082760841751,NA,1,NA,1,NA
"3229","FIGL1_MOUSE",2,0.216093233624737,2.84705882352941,0.351239669421488,0.967727639172291,1,0.827440113,0.719738548,0.103319206552803,0.328867260696671,3,1,3,1
"3230","FIMB5_ARATH",2,0.230091589497192,2.57142857142857,0.388888888888889,0.952554590612841,1,0.950543968,0.54107711,0.0507208603644362,0.409462318629947,1,2,1,2
"3231","FIP2_ARATH",2,1.25543593770615,2.84705882352941,0.351239669421488,0.276208931867028,1,0.31755641,0.15180157,0.625690803894203,1.8851810715181,3,1,3,1
"3232","FIP37_ARATH",2,0.0910896548254193,2.84705882352941,0.351239669421488,0.996433063733032,1,0.734030786,0.986568603,0.168656895527947,0.0135224141228912,3,1,3,1
"3233","FIPS5_ARATH",2,0.6872007420253,8.04954367666232,0.124230644638808,0.810719881292329,1,0.227675294,0.151457712,0.604014209883557,0.770387274167043,6,6,6,6
"3234","FIS1A_ARATH",2,0.766472923225736,9.67217598902899,0.103389351179537,0.752498326680819,1,0.056036094,0.276769968,1.06030564105632,0.472640205395154,8,8,8,8
"3235","FK117_ARATH",1,0.263495829345613,1,1,0.768360827,1,0.768360827,NA,0.263495829345613,NA,1,NA,1,NA
"3236","FK118_ARATH",1,0.893257465970036,1,1,0.409320232,1,0.409320232,NA,0.893257465970036,NA,1,NA,1,NA
"3237","FK151_ARATH",2,0.86427296235025,7.23494136976642,0.138218120768584,0.601522186472076,1,0.091004985,0.187251824,0.924401485191252,0.804144439509248,7,4,7,4
"3238","FK152_ARATH",2,0.496178333387369,2.57142857142857,0.388888888888889,0.784437711350623,1,0.854155952,0.285911554,0.15764148828226,0.834715178492479,1,2,1,2
"3239","FK163_ARATH",2,0.618876406032391,4.5271629778672,0.220888888888889,0.78305420394782,1,0.106958416,0.78098268,1.07295127467485,0.164801537389934,4,2,4,2
"3240","FK164_ARATH",2,0.214482450646338,2.57142857142857,0.388888888888889,0.959277508627259,1,0.68021763,0.841920313,0.256894991931688,0.172069909360989,2,1,2,1
"3241","FK171_ARATH",2,0.341736733298756,3.01204819277108,0.332,0.915559377846634,1,0.910552922,0.292676336,0.0937032573959817,0.589770209201531,1,4,1,4
"3242","FK172_ARATH",2,1.47642120615416,2.57142857142857,0.388888888888889,0.191977387332736,1,0.135217669,0.198110672,1.33391295736158,1.61892945494674,2,1,2,1
"3243","FK201_ARATH",2,0.472780132830704,7.55871966763495,0.132297537674511,0.955772728083166,1,0.25972655,0.405508847,0.550255482527648,0.395304783133761,6,5,6,5
"3244","FK202_ARATH",2,0.433560247647608,5.83356087411622,0.171421884776594,0.948037618646077,1,0.28725237,0.555346191,0.546303990496891,0.320816504798325,5,3,5,3
"3245","FKB12_VICFA",2,0.996403706961507,3.6,0.277777777777778,0.43253849187441,1,0.384455947,0.130904785,0.637284045847988,1.35552336807503,2,2,2,2
"3246","FKB13_ARATH",2,0.786225428095774,2.57142857142857,0.388888888888889,0.562621959879918,1,0.244729764,0.530438953,0.938400454183818,0.634050402007731,2,1,2,1
"3247","FKB19_ARATH",2,0.672312301643588,2.57142857142857,0.388888888888889,0.648679547937387,1,0.177692137,0.824628134,1.15180186235624,0.192822740930938,2,1,2,1
"3248","FKB42_ARATH",2,0.129680293052903,3.01204819277108,0.332,0.992764560698892,1,0.699683399,0.915816313,0.17142112002925,0.087939466076557,4,1,4,1
"3249","FKB53_ARATH",2,0.284280871952622,2.57142857142857,0.388888888888889,0.925756911792813,1,0.595400819,0.800209716,0.345680303237037,0.222881440668207,2,1,2,1
"3250","FKB62_ARATH",2,1.42463968790087,5.83356087411622,0.171421884776594,0.148561933655795,1,0.162375643,0.014381481,0.991550642198186,1.85772873360355,3,5,3,5
"3251","FKB65_ARATH",2,1.58538592023925,2.57142857142857,0.388888888888889,0.158296213210121,1,0.182851754,0.109971015,1.69907954187055,1.47169229860796,1,2,1,2
"3252","FKB70_WHEAT",2,1.08177980188432,9.86382497025641,0.101380549940355,0.360979704115323,1,0.02957076,0.082671746,1.20211929199062,0.961440311778027,10,7,10,7
"3253","FKGP_ARATH",2,0.70821566722982,6.93888744032152,0.144115322319404,0.76704187895956,1,0.341287767,0.110137868,0.516014047718039,0.900417286741601,4,6,4,6
"3254","FLA13_ARATH",2,1.737265022616,2,0.5,0.138604778370194,1,0.182213875,0.17000016,1.70257414447616,1.77195590075585,1,1,1,1
"3255","FLA15_ARATH",2,0.163642150131697,2.57142857142857,0.388888888888889,0.977750745505919,1,0.841660633,0.792661619,0.172378394679353,0.154905905584041,1,2,1,2
"3256","FLA17_ARATH",1,1.39326089516554,1,1,0.248264419,1,0.248264419,NA,1.39326089516554,NA,1,NA,1,NA
"3257","FLA2_ARATH",1,0.246097809811703,1,1,0.781845749,1,0.781845749,NA,0.246097809811703,NA,1,NA,1,NA
