"","gene","p.value","gene","count"
"1366","CALS9_ARATH",0.245288437,"CALS9_ARATH",9
"1367","CALSA_ARATH",0.257432242,"CALSA_ARATH",6
"1368","CALSB_ARATH",0.063174648,"CALSB_ARATH",7
"1369","CALSC_ARATH",0.214814807,"CALSC_ARATH",11
"1370","CALUA_DANRE",0.964273852,"CALUA_DANRE",1
"1371","CALX_SOYBN",0.755579953,"CALX_SOYBN",3
"1372","CAMK1_ORYSJ",0.365808463,"CAMK1_ORYSJ",9
"1373","CAMK3_ARATH",0.679598155,"CAMK3_ARATH",3
"1374","CAMK5_ARATH",0.370086339,"CAMK5_ARATH",1
"1375","CAMT1_MAIZE",0.404494974,"CAMT1_MAIZE",1
"1376","CAN1_ORYSJ",0.091874201,"CAN1_ORYSJ",5
"1377","CAN2_ORYSJ",0.637461517,"CAN2_ORYSJ",1
"1378","CANB1_NAEGR",0.773154578,"CANB1_NAEGR",2
"1379","CAND1_ARATH",0.447375278,"CAND1_ARATH",4
"1380","CAO_ORYSJ",0.44807253,"CAO_ORYSJ",2
"1381","CAP1_ARATH",0.839509859,"CAP1_ARATH",2
"1382","CAP10_ARATH",0.286508707,"CAP10_ARATH",7
"1383","CAP11_ARATH",0.86342302,"CAP11_ARATH",1
"1384","CAP2_ARATH",0.175909446,"CAP2_ARATH",2
"1385","CAP8_ARATH",0.335214382,"CAP8_ARATH",5
"1386","CAPP1_SACHY",0.806984641,"CAPP1_SACHY",1
"1387","CAPP1_SORBI",0.212305469,"CAPP1_SORBI",3
"1388","CAPP2_MAIZE",0.302231623,"CAPP2_MAIZE",3
"1389","CAPP2_SORBI",0.08106597,"CAPP2_SORBI",4
"1390","CAPP3_SORBI",0.486861382,"CAPP3_SORBI",7
"1391","CAPZA_ARATH",0.924353796,"CAPZA_ARATH",2
"1392","CAPZB_ARATH",0.148453988,"CAPZB_ARATH",2
"1393","CAR3_ARATH",0.316068425,"CAR3_ARATH",1
"1394","CAR5_ARATH",0.156792479,"CAR5_ARATH",1
"1395","CARA_ORYSJ",0.308945082,"CARA_ORYSJ",3
"1396","CARB_ORYSJ",0.049445652,"CARB_ORYSJ",7
"1397","CARM1_ORYSJ",0.766014343,"CARM1_ORYSJ",2
"1398","CARME_MOUSE",0.750850122,"CARME_MOUSE",1
"1399","CARS_ARTAN",0.687262233,"CARS_ARTAN",1
"1400","CAS_ARATH",0.558836455,"CAS_ARATH",4
"1401","CAS_MAIZE",0.528273581,"CAS_MAIZE",2
"1402","CAS_ORYSJ",0.3421178,"CAS_ORYSJ",10
"1403","CAS1_ARATH",0.833779607,"CAS1_ARATH",1
"1404","CAS1_GLYGL",0.629116176,"CAS1_GLYGL",1
"1405","CAS2_BETPL",0.923198621,"CAS2_BETPL",1
"1406","CAS2_MALDO",0.013640664,"CAS2_MALDO",5
"1407","CASL2_CANSA",0.399670091,"CASL2_CANSA",1
"1408","CASP_ARATH",0.04429869,"CASP_ARATH",2
"1409","CASTO_ORYSJ",0.057733145,"CASTO_ORYSJ",8
"1410","CATA1_MAIZE",0.722700374,"CATA1_MAIZE",2
"1411","CATA1_WHEAT",0.780193199,"CATA1_WHEAT",1
"1412","CATA2_MAIZE",0.582714365,"CATA2_MAIZE",5
"1413","CATA3_MAIZE",0.115913052,"CATA3_MAIZE",8
"1414","CATB_PONAB",0.567426134,"CATB_PONAB",2
"1415","CATB_RAT",0.350661692,"CATB_RAT",4
"1416","CATIN_ARATH",0.472354309,"CATIN_ARATH",5
"1417","CAX1A_ORYSJ",0.544894231,"CAX1A_ORYSJ",4
"1418","CAX1B_ORYSJ",0.344713152,"CAX1B_ORYSJ",3
"1419","CAX1C_ORYSJ",0.274544387,"CAX1C_ORYSJ",4
"1420","CAX3_ORYSJ",0.276133876,"CAX3_ORYSJ",4
"1421","CB12_SOLLC",0.653957758,"CB12_SOLLC",2
"1422","CB121_HORVU",0.31120569,"CB121_HORVU",4
"1423","CB13_SOLLC",0.846084737,"CB13_SOLLC",2
"1424","CB21_MAIZE",0.378696639,"CB21_MAIZE",2
"1425","CB22_ORYSJ",0.420107545,"CB22_ORYSJ",6
"1426","CB23_HORVU",0.306708601,"CB23_HORVU",2
"1427","CB23_ORYSJ",0.552895122,"CB23_ORYSJ",2
"1428","CB24_PEA",0.945813617,"CB24_PEA",1
"1429","CB25_NICPL",0.309719608,"CB25_NICPL",2
"1430","CB25_PETSP",0.033117023,"CB25_PETSP",1
"1431","CB29_MAIZE",0.188524442,"CB29_MAIZE",2
"1432","CB2D_SOLLC",0.007484882,"CB2D_SOLLC",3
"1433","CB2G_SOLLC",0.178435605,"CB2G_SOLLC",1
"1434","CB4A_ARATH",0.340985164,"CB4A_ARATH",7
"1435","CB4B_SOLLC",0.387306911,"CB4B_SOLLC",2
"1436","CB5_ARATH",0.09528503,"CB5_ARATH",3
"1437","CB60A_ARATH",0.718089599,"CB60A_ARATH",3
"1438","CB60B_ARATH",0.141058615,"CB60B_ARATH",11
"1439","CB60C_ARATH",0.26891546,"CB60C_ARATH",9
"1440","CB60D_ARATH",0.157129307,"CB60D_ARATH",8
"1441","CB60F_ARATH",0.906144784,"CB60F_ARATH",1
"1442","CBBY_RHOCA",0.772331109,"CBBY_RHOCA",3
"1443","CBDAS_CANSA",0.451131339,"CBDAS_CANSA",3
"1444","CBF5_ARATH",0.085538908,"CBF5_ARATH",1
"1445","CBK1_PNECA",0.314462753,"CBK1_PNECA",2
"1446","CBK1_YEAST",0.720136481,"CBK1_YEAST",1
"1447","CBLA_DICDI",0.346005716,"CBLA_DICDI",4
"1448","CBP1_HORVU",0.822115884,"CBP1_HORVU",1
"1449","CBP1_ORYSJ",0.801380343,"CBP1_ORYSJ",5
"1450","CBP2_WHEAT",0.002511091,"CBP2_WHEAT",5
"1451","CBP21_HORVU",0.209796253,"CBP21_HORVU",3
"1452","CBP22_HORVU",0.263046609,"CBP22_HORVU",2
"1453","CBP23_HORVU",0.280973231,"CBP23_HORVU",5
"1454","CBP3_ORYSJ",0.255299926,"CBP3_ORYSJ",4
"1455","CBP3_WHEAT",0.689149149,"CBP3_WHEAT",1
"1456","CBPA6_HUMAN",0.805621598,"CBPA6_HUMAN",1
"1457","CBPX_ORYSJ",0.651080437,"CBPX_ORYSJ",6
"1458","CBR2_PIG",0.720627047,"CBR2_PIG",1
"1459","CBSX1_ARATH",0.444885673,"CBSX1_ARATH",2
"1460","CBSX2_ARATH",0.796319361,"CBSX2_ARATH",3
"1461","CBSX3_ARATH",0.608698186,"CBSX3_ARATH",3
"1462","CBSX5_ARATH",0.757722928,"CBSX5_ARATH",1
"1463","CBSX6_ARATH",0.533732797,"CBSX6_ARATH",2
"1464","CBWD1_HUMAN",0.609635949,"CBWD1_HUMAN",3
"1465","CBWD2_HUMAN",0.854899068,"CBWD2_HUMAN",1
"1466","CBWD7_HUMAN",0.842025615,"CBWD7_HUMAN",1
"1467","CBXXC_CUPNH",0.260321226,"CBXXC_CUPNH",1
"1468","CC115_DANRE",0.574810715,"CC115_DANRE",2
"1469","CC124_HUMAN",0.79091625,"CC124_HUMAN",1
"1470","CC130_BOVIN",0.820400762,"CC130_BOVIN",2
"1471","CCA1_ARATH",0.907165689,"CCA1_ARATH",1
"1472","CCA1_YEAST",0.253312683,"CCA1_YEAST",4
"1473","CCA21_ORYSJ",0.07149646,"CCA21_ORYSJ",4
"1474","CCAMK_ORYSJ",0.230851799,"CCAMK_ORYSJ",2
"1475","CCAR1_HUMAN",0.039175354,"CCAR1_HUMAN",1
"1476","CCAR1_MOUSE",0.003613096,"CCAR1_MOUSE",3
"1477","CCB1_ARATH",0.375877259,"CCB1_ARATH",5
"1478","CCB12_ORYSJ",0.158365117,"CCB12_ORYSJ",4
"1479","CCB3_ARATH",0.563882641,"CCB3_ARATH",2
"1480","CCB4_ARATH",0.779070466,"CCB4_ARATH",1
"1481","CCC1_ORYSJ",0.44479646,"CCC1_ORYSJ",4
"1482","CCC11_ORYSJ",0.744056147,"CCC11_ORYSJ",3
"1483","CCD_CROSA",0.001722799,"CCD_CROSA",11
"1484","CCD12_HUMAN",0.376338739,"CCD12_HUMAN",2
"1485","CCD12_MOUSE",0.01444938,"CCD12_MOUSE",2
"1486","CCD22_ORYSJ",0.252634555,"CCD22_ORYSJ",2
"1487","CCD25_BOVIN",0.413783365,"CCD25_BOVIN",2
"1488","CCD25_MOUSE",0.70419502,"CCD25_MOUSE",2
"1489","CCD4_ARATH",0.893640927,"CCD4_ARATH",2
"1490","CCD94_DICDI",0.781133589,"CCD94_DICDI",2
"1491","CCDA2_ORYSJ",0.005394134,"CCDA2_ORYSJ",4
"1492","CCH_ARATH",0.004376855,"CCH_ARATH",9
"1493","CCH11_ORYSJ",0.455908599,"CCH11_ORYSJ",1
"1494","CCI1_ARATH",0.913386856,"CCI1_ARATH",1
"1495","CCL11_ORYSJ",0.266359702,"CCL11_ORYSJ",3
"1496","CCME_PSEMY",0.127933505,"CCME_PSEMY",2
"1497","CCMH_ORYSJ",0.657049271,"CCMH_ORYSJ",2
"1498","CCP11_ORYSJ",0.288120203,"CCP11_ORYSJ",4
"1499","CCP21_ORYSJ",0.144905423,"CCP21_ORYSJ",1
"1500","CCP31_ORYSJ",0.332389852,"CCP31_ORYSJ",2
"1501","CCP41_ORYSJ",0.798277016,"CCP41_ORYSJ",1
"1502","CCR1_ARATH",0.000324902,"CCR1_ARATH",29
"1503","CCR2_ARATH",0.547796412,"CCR2_ARATH",4
"1504","CCR4A_ARATH",0.531128291,"CCR4A_ARATH",7
"1505","CCR4B_ARATH",0.35149012,"CCR4B_ARATH",3
"1506","CCR4C_ARATH",0.247700522,"CCR4C_ARATH",2
"1507","CCR4D_ARATH",0.346986508,"CCR4D_ARATH",1
"1508","CCR4F_ARATH",0.294771548,"CCR4F_ARATH",3
"1509","CCS_ORYSJ",0.19753899,"CCS_ORYSJ",4
"1510","CCS1_ORYSJ",0.866974438,"CCS1_ORYSJ",2
"1511","CCT1_ARATH",0.491435115,"CCT1_ARATH",5
"1512","CCT11_ORYSJ",0.167777667,"CCT11_ORYSJ",3
"1513","CCT12_ARATH",0.375868768,"CCT12_ARATH",1
"1514","CCT12_ORYSJ",0.338998083,"CCT12_ORYSJ",8
"1515","CCT13_ORYSJ",0.038466041,"CCT13_ORYSJ",9
"1516","CCT14_ORYSJ",0.00102127,"CCT14_ORYSJ",11
"1517","CCT15_ARATH",1,"CCT15_ARATH",1
"1518","CCT2_ARATH",0.228193951,"CCT2_ARATH",2
"1519","CCX1_ARATH",0.227755483,"CCX1_ARATH",3
"1520","CCX3_ARATH",1,"CCX3_ARATH",1
"1521","CCX4_ARATH",0.244944255,"CCX4_ARATH",4
"1522","CCX5_ARATH",0.838282282,"CCX5_ARATH",1
"1523","CCZ1_NEMVE",1,"CCZ1_NEMVE",1
"1524","CD27B_ARATH",0.004035798,"CD27B_ARATH",7
"1525","CD2B2_DROME",0.556188677,"CD2B2_DROME",2
"1526","CD2B2_HUMAN",0.674471902,"CD2B2_HUMAN",1
"1527","CD48A_ARATH",0.478323091,"CD48A_ARATH",8
"1528","CD48B_ARATH",0.41225148,"CD48B_ARATH",2
"1529","CD48C_ARATH",0.571581074,"CD48C_ARATH",4
"1530","CD48D_ARATH",0.73134311,"CD48D_ARATH",1
"1531","CDA1_ARATH",0.38204694,"CDA1_ARATH",1
"1532","CDA7L_HUMAN",0.268090854,"CDA7L_HUMAN",2
"1533","CDC2_MAIZE",0.501493943,"CDC2_MAIZE",1
"1534","CDC21_ARATH",0.592439511,"CDC21_ARATH",1
"1535","CDC23_ARATH",0.095322741,"CDC23_ARATH",3
"1536","CDC27_BOVIN",0.043823066,"CDC27_BOVIN",2
"1537","CDC27_HUMAN",0.230537789,"CDC27_HUMAN",2
"1538","CDC48_SOYBN",0.562899182,"CDC48_SOYBN",5
"1539","CDC5L_ARATH",0.203710274,"CDC5L_ARATH",7
"1540","CDC73_ARATH",0.256265004,"CDC73_ARATH",3
"1541","CDF1_ARATH",0.810369151,"CDF1_ARATH",1
"1542","CDF2_ARATH",1.05e-05,"CDF2_ARATH",23
"1543","CDG1_ARATH",0.118763947,"CDG1_ARATH",1
"1544","CDI_ARATH",0.003905711,"CDI_ARATH",2
"1545","CDI8_ARATH",0.008104804,"CDI8_ARATH",9
"1546","CDKA1_ORYSJ",1,"CDKA1_ORYSJ",1
"1547","CDKA2_ORYSJ",0.061991634,"CDKA2_ORYSJ",6
"1548","CDKAL_DROME",0.356406713,"CDKAL_DROME",1
"1549","CDKAL_HUMAN",0.440517097,"CDKAL_HUMAN",1
"1550","CDKC1_ORYSJ",0.291036842,"CDKC1_ORYSJ",4
"1551","CDKC2_ORYSJ",0.804553595,"CDKC2_ORYSJ",1
"1552","CDKC3_ORYSJ",0.008673515,"CDKC3_ORYSJ",2
"1553","CDKD1_ORYSI",0.190372833,"CDKD1_ORYSI",1
"1554","CDKD1_ORYSJ",0.29850816,"CDKD1_ORYSJ",3
"1555","CDKE1_ORYSJ",0.287314912,"CDKE1_ORYSJ",2
"1556","CDKF1_ORYSI",0.018246612,"CDKF1_ORYSI",2
"1557","CDKF1_ORYSJ",1,"CDKF1_ORYSJ",1
"1558","CDKF3_ORYSJ",0.110171989,"CDKF3_ORYSJ",7
"1559","CDKF4_ORYSJ",0.076536719,"CDKF4_ORYSJ",5
"1560","CDKG1_ORYSI",0.709730846,"CDKG1_ORYSI",1
"1561","CDKG1_ORYSJ",0.312516963,"CDKG1_ORYSJ",1
"1562","CDKG2_ORYSJ",0.014851527,"CDKG2_ORYSJ",12
"1563","CDL1_ARATH",0.44248813,"CDL1_ARATH",4
"1564","CDP1_ARATH",0.359378519,"CDP1_ARATH",2
"1565","CDPK_SOYBN",0.207022927,"CDPK_SOYBN",7
"1566","CDPK1_ARATH",0.081817328,"CDPK1_ARATH",7
"1567","CDPK1_ORYSJ",0.819464592,"CDPK1_ORYSJ",2
"1568","CDPK2_ARATH",0.445421048,"CDPK2_ARATH",2
"1569","CDPK2_MAIZE",0.43145727,"CDPK2_MAIZE",5
"1570","CDPK2_ORYSJ",0.098549874,"CDPK2_ORYSJ",5
"1571","CDPK3_ARATH",0.019227796,"CDPK3_ARATH",10
"1572","CDPK4_SOLTU",0.089074607,"CDPK4_SOLTU",5
"1573","CDPK5_ARATH",0.085344215,"CDPK5_ARATH",4
"1574","CDPK5_SOLTU",0.97137292,"CDPK5_SOLTU",1
"1575","CDPK6_ARATH",0.736082837,"CDPK6_ARATH",2
"1576","CDPK7_ARATH",0.622596932,"CDPK7_ARATH",1
"1577","CDPK8_ARATH",0.53108647,"CDPK8_ARATH",4
"1578","CDPKA_ARATH",0.476187664,"CDPKA_ARATH",1
"1579","CDPKB_ARATH",0.437374353,"CDPKB_ARATH",3
"1580","CDPKB_ORYSJ",0.102948153,"CDPKB_ORYSJ",1
"1581","CDPKD_ARATH",1,"CDPKD_ARATH",1
"1582","CDPKG_ARATH",0.031806869,"CDPKG_ARATH",3
"1583","CDPKH_ARATH",0.375133958,"CDPKH_ARATH",2
"1584","CDPKJ_ARATH",0.502459891,"CDPKJ_ARATH",1
"1585","CDPKK_ARATH",1,"CDPKK_ARATH",1
"1586","CDPKL_ARATH",0.56987822,"CDPKL_ARATH",2
"1587","CDPKM_ARATH",0.060202251,"CDPKM_ARATH",2
"1588","CDPKO_ARATH",0.747064559,"CDPKO_ARATH",1
"1589","CDPKS_ARATH",0.807349835,"CDPKS_ARATH",1
"1590","CDPKT_ARATH",0.001556754,"CDPKT_ARATH",8
"1591","CDPKU_ARATH",0.225450332,"CDPKU_ARATH",2
"1592","CDS1_ARATH",0.477633525,"CDS1_ARATH",3
"1593","CDS1_SOLTU",0.865981305,"CDS1_SOLTU",1
"1594","CDS2_ARATH",0.218595551,"CDS2_ARATH",3
"1595","CDS4_ARATH",0.552747796,"CDS4_ARATH",2
"1596","CDSP_ARATH",0.473623427,"CDSP_ARATH",1
"1597","CDSP_ORYSJ",0.646577608,"CDSP_ORYSJ",3
"1598","CEBIP_ORYSJ",1,"CEBIP_ORYSJ",1
"1599","CEBPZ_HUMAN",0.370976395,"CEBPZ_HUMAN",4
"1600","CEBPZ_MOUSE",1,"CEBPZ_MOUSE",1
"1601","CEMA_CYAME",0.587534221,"CEMA_CYAME",4
"1602","CEMA_RHDSA",0.665381324,"CEMA_RHDSA",2
"1603","CEMA_SORBI",0.476335127,"CEMA_SORBI",1
"1604","CENPS_XENLA",0.810644715,"CENPS_XENLA",1
"1605","CENPV_MOUSE",1,"CENPV_MOUSE",1
"1606","CENPX_MOUSE",0.642453985,"CENPX_MOUSE",1
"1607","CEP1_ARATH",0.45706351,"CEP1_ARATH",3
"1608","CEP2_ARATH",0.776825269,"CEP2_ARATH",1
"1609","CEP3_ARATH",0.133370519,"CEP3_ARATH",2
"1610","CER1_ARATH",0.332696697,"CER1_ARATH",2
"1611","CER2_ARATH",0.338302739,"CER2_ARATH",2
"1612","CER26_ARATH",0.914950911,"CER26_ARATH",1
"1613","CER3_ARATH",0.321512882,"CER3_ARATH",11
"1614","CER7_ARATH",0.306678639,"CER7_ARATH",2
"1615","CERK_ORYSJ",0.107578464,"CERK_ORYSJ",5
"1616","CERK1_ARATH",0.350480571,"CERK1_ARATH",1
"1617","CERK1_ORYSJ",0.564327418,"CERK1_ORYSJ",3
"1618","CERL2_ARATH",0.318596062,"CERL2_ARATH",2
"1619","CESA1_ARATH",0.263643156,"CESA1_ARATH",2
"1620","CESA1_ORYSJ",0.020197535,"CESA1_ORYSJ",13
"1621","CESA2_ORYSJ",0.068651658,"CESA2_ORYSJ",6
"1622","CESA3_ORYSJ",0.245646196,"CESA3_ORYSJ",4
"1623","CESA4_ORYSI",0.906620301,"CESA4_ORYSI",1
"1624","CESA5_ORYSJ",0.134063262,"CESA5_ORYSJ",14
"1625","CESA6_ARATH",0.938763856,"CESA6_ARATH",1
"1626","CESA6_ORYSJ",1,"CESA6_ORYSJ",1
"1627","CESA8_ORYSJ",0.002289835,"CESA8_ORYSJ",8
"1628","CEST_ORYSI",0.023500716,"CEST_ORYSI",2
"1629","CET2_TOBAC",0.227857684,"CET2_TOBAC",1
"1630","CF107_ARATH",0.729322336,"CF107_ARATH",4
"1631","CFA20_DROME",0.112687713,"CFA20_DROME",5
"1632","CFDP1_CHICK",0.100264885,"CFDP1_CHICK",2
"1633","CFDP2_BOVIN",0.11010127,"CFDP2_BOVIN",9
"1634","CFI_MAIZE",0.46322513,"CFI_MAIZE",1
"1635","CFI3_ARATH",0.518332678,"CFI3_ARATH",1
"1636","CFIS1_ARATH",0.206390229,"CFIS1_ARATH",3
"1637","CFIS2_ARATH",0.513570447,"CFIS2_ARATH",3
"1638","CFM2_ARATH",0.600954135,"CFM2_ARATH",6
"1639","CFM3_MAIZE",0.022421009,"CFM3_MAIZE",12
"1640","CFM3_ORYSJ",0.634953511,"CFM3_ORYSJ",1
"1641","CFM3A_ARATH",0.636219048,"CFM3A_ARATH",1
"1642","CFTSY_ARATH",0.016437053,"CFTSY_ARATH",7
"1643","CG025_XENTR",0.556923059,"CG025_XENTR",1
"1644","CGEP_ARATH",0.811482377,"CGEP_ARATH",1
"1645","CGEP_ORYSJ",0.350456279,"CGEP_ORYSJ",9
"1646","CGS1_ARATH",0.637073903,"CGS1_ARATH",2
"1647","CGT_FRAAN",0.077961183,"CGT_FRAAN",1
"1648","CH10_ARATH",0.143076087,"CH10_ARATH",3
"1649","CH10_SYNS3",0.76988611,"CH10_SYNS3",2
"1650","CH10C_ARATH",0.389981636,"CH10C_ARATH",8
"1651","CH60C_ARATH",1,"CH60C_ARATH",1
"1652","CH62_CUCMA",0.192504262,"CH62_CUCMA",3
"1653","CH62_MAIZE",0.210170835,"CH62_MAIZE",1
"1654","CHAC2_DANRE",0.831152127,"CHAC2_DANRE",2
"1655","CHAC2_RAT",0.401762746,"CHAC2_RAT",5
"1656","CHARK_ORYSJ",0.402557992,"CHARK_ORYSJ",3
"1657","CHD3_HUMAN",0.933295011,"CHD3_HUMAN",1
"1658","CHD9_HUMAN",0.445166961,"CHD9_HUMAN",1
"1659","CHFR_XENLA",0.282832725,"CHFR_XENLA",7
"1660","CHI11_ORYSJ",0.454250644,"CHI11_ORYSJ",4
"1661","CHI5_ORYSJ",0.069122559,"CHI5_ORYSJ",1
"1662","CHIA_CICAR",0.682428009,"CHIA_CICAR",1
"1663","CHIA_MAIZE",0.254744495,"CHIA_MAIZE",3
"1664","CHID1_XENLA",0.730949818,"CHID1_XENLA",1
"1665","CHIE_BETVU",0.286282016,"CHIE_BETVU",1
"1666","CHIP_ARATH",0.683773684,"CHIP_ARATH",2
"1667","CHIT1_MOUSE",0.15538819,"CHIT1_MOUSE",1
"1668","CHIT2_TULBA",0.330709909,"CHIT2_TULBA",2
"1669","CHL_ARATH",0.082019917,"CHL_ARATH",2
"1670","CHLD_ORYSJ",0.371509285,"CHLD_ORYSJ",5
"1671","CHLD_PEA",0.378488229,"CHLD_PEA",1
"1672","CHLG_ORYSJ",0.226746512,"CHLG_ORYSJ",3
"1673","CHLH_ORYSI",0.095204098,"CHLH_ORYSI",4
"1674","CHLH_ORYSJ",0.982297565,"CHLH_ORYSJ",1
"1675","CHLI_ORYSJ",1.29e-08,"CHLI_ORYSJ",4
"1676","CHLM_ARATH",0.061337114,"CHLM_ARATH",3
"1677","CHLP_ARATH",0.63056765,"CHLP_ARATH",1
"1678","CHLP_ORYSJ",0.466457026,"CHLP_ORYSJ",3
"1679","CHLP_TOBAC",0.709599944,"CHLP_TOBAC",1
"1680","CHMO_ARATH",0.069267694,"CHMO_ARATH",8
"1681","CHMP1_ORYSJ",0.00861599,"CHMP1_ORYSJ",4
"1682","CHMP5_DICDI",0.05316547,"CHMP5_DICDI",4
"1683","CHR10_ARATH",0.856358059,"CHR10_ARATH",1
"1684","CHR12_ARATH",0.189619515,"CHR12_ARATH",5
"1685","CHR19_ARATH",0.339854621,"CHR19_ARATH",4
"1686","CHR20_ARATH",0.003759952,"CHR20_ARATH",8
"1687","CHR24_ARATH",0.452533711,"CHR24_ARATH",3
"1688","CHR27_ARATH",0.487927955,"CHR27_ARATH",1
"1689","CHR28_ARATH",0.17951372,"CHR28_ARATH",12
"1690","CHR35_ARATH",0.053975288,"CHR35_ARATH",8
"1691","CHR4_ARATH",0.353649148,"CHR4_ARATH",8
"1692","CHR5_ARATH",0.254382157,"CHR5_ARATH",11
"1693","CHR8_ARATH",0.360138482,"CHR8_ARATH",6
"1694","CHR9_ARATH",0.910100494,"CHR9_ARATH",2
"1695","CHS1_HORVU",0.87342073,"CHS1_HORVU",1
"1696","CHS3_SORBI",0.265459526,"CHS3_SORBI",1
"1697","CHS4_BROFI",0.797979375,"CHS4_BROFI",1
"1698","CHSY_CHRAE",0.926436569,"CHSY_CHRAE",1
"1699","CHUP1_ARATH",0.461868766,"CHUP1_ARATH",8
"1700","CHX20_ARATH",0.733081342,"CHX20_ARATH",1
"1701","CI085_HUMAN",0.120839379,"CI085_HUMAN",2
"1702","CI111_ARATH",0.383817801,"CI111_ARATH",4
"1703","CI114_HUMAN",0.728368151,"CI114_HUMAN",1
"1704","CIA1_ARATH",0.45835097,"CIA1_ARATH",3
"1705","CIA2_ARATH",0.000548254,"CIA2_ARATH",7
"1706","CIA30_ARATH",0.2722872,"CIA30_ARATH",2
"1707","CIAO1_CHLRE",0.10540951,"CIAO1_CHLRE",4
"1708","CID11_ARATH",0.129741602,"CID11_ARATH",7
"1709","CID13_ARATH",0.852416231,"CID13_ARATH",1
"1710","CID4_ARATH",0.564845664,"CID4_ARATH",3
"1711","CID7_ARATH",0.193195095,"CID7_ARATH",9
"1712","CID8_ARATH",0.096900383,"CID8_ARATH",1
"1713","CID9_ARATH",0.307958525,"CID9_ARATH",7
"1714","CIGR1_ORYSJ",0.084233271,"CIGR1_ORYSJ",2
"1715","CIGR2_ORYSJ",0.291526244,"CIGR2_ORYSJ",13
"1716","CINV1_ARATH",1,"CINV1_ARATH",1
"1717","CINV1_ORYSJ",0.343793248,"CINV1_ORYSJ",6
"1718","CINV2_ARATH",0.886255119,"CINV2_ARATH",2
"1719","CIP8_ARATH",0.602885432,"CIP8_ARATH",1
"1720","CIPK1_ORYSJ",0.150524488,"CIPK1_ORYSJ",5
"1721","CIPK2_ORYSJ",0.13211051,"CIPK2_ORYSJ",8
"1722","CIPK4_ORYSJ",0.393169821,"CIPK4_ORYSJ",2
"1723","CIPK5_ORYSJ",0.145857645,"CIPK5_ORYSJ",4
"1724","CIPK6_ORYSJ",0.146110883,"CIPK6_ORYSJ",8
"1725","CIPK7_ORYSJ",0.529234268,"CIPK7_ORYSJ",3
"1726","CIPK8_ORYSJ",0.577651803,"CIPK8_ORYSJ",2
"1727","CIPK9_ORYSJ",0.182194114,"CIPK9_ORYSJ",4
"1728","CIPKA_ORYSJ",0.749052072,"CIPKA_ORYSJ",1
"1729","CIPKB_ORYSJ",0.588837635,"CIPKB_ORYSJ",4
"1730","CIPKC_ORYSJ",0.176003535,"CIPKC_ORYSJ",8
"1731","CIPKE_ORYSJ",0.558829393,"CIPKE_ORYSJ",4
"1732","CIPKF_ORYSJ",0.747440139,"CIPKF_ORYSJ",1
"1733","CIPKG_ORYSJ",0.518828257,"CIPKG_ORYSJ",4
"1734","CIPKH_ORYSJ",0.342261393,"CIPKH_ORYSJ",3
"1735","CIPKI_ORYSJ",0.351427075,"CIPKI_ORYSJ",2
"1736","CIPKJ_ORYSJ",0.542151991,"CIPKJ_ORYSJ",5
"1737","CIPKL_ORYSJ",0.220192768,"CIPKL_ORYSJ",3
"1738","CIPKN_ORYSJ",0.507424532,"CIPKN_ORYSJ",3
"1739","CIPKO_ORYSJ",0.704096777,"CIPKO_ORYSJ",1
"1740","CIPKQ_ORYSJ",0.367980617,"CIPKQ_ORYSJ",6
"1741","CIPKR_ORYSJ",0.479412351,"CIPKR_ORYSJ",1
"1742","CIPKT_ORYSJ",0.002975918,"CIPKT_ORYSJ",6
"1743","CIPKU_ORYSJ",0.000191114,"CIPKU_ORYSJ",5
"1744","CIPKV_ORYSJ",0.196537228,"CIPKV_ORYSJ",13
"1745","CIPKW_ORYSJ",0.188803566,"CIPKW_ORYSJ",5
"1746","CIR1A_MOUSE",0.710519411,"CIR1A_MOUSE",1
"1747","CIRBP_PONAB",0.774270753,"CIRBP_PONAB",1
"1748","CISY3_ARATH",0.176709025,"CISY3_ARATH",3
"1749","CISY4_ARATH",0.744669781,"CISY4_ARATH",2
"1750","CITRX_ORYSI",0.642288959,"CITRX_ORYSI",1
"1751","CK2_ARATH",0.311761548,"CK2_ARATH",2
"1752","CK5P1_ORYSJ",0.415829119,"CK5P1_ORYSJ",3
"1753","CK5P3_ARATH",0.850960699,"CK5P3_ARATH",1
"1754","CKB21_ORYSJ",0.381031185,"CKB21_ORYSJ",1
"1755","CKI2_SCHPO",0.569915149,"CKI2_SCHPO",5
"1756","CKS1_ORYSJ",0.27855894,"CKS1_ORYSJ",1
"1757","CKX11_ORYSJ",0.01918727,"CKX11_ORYSJ",8
"1758","CKX4_ORYSJ",0.011848086,"CKX4_ORYSJ",6
"1759","CKX5_ORYSJ",0.454983516,"CKX5_ORYSJ",4
"1760","CKX8_ORYSJ",0.463652986,"CKX8_ORYSJ",2
"1761","CL049_XENLA",0.933526243,"CL049_XENLA",1
"1762","CL16A_DICDI",0.347052223,"CL16A_DICDI",1
"1763","CLASP_ARATH",0.089069965,"CLASP_ARATH",8
"1764","CLASR_BOVIN",0.87251492,"CLASR_BOVIN",1
"1765","CLASR_HUMAN",0.42287463,"CLASR_HUMAN",6
"1766","CLC1_ORYSJ",0.329051664,"CLC1_ORYSJ",7
"1767","CLC2_ORYSJ",0.415971769,"CLC2_ORYSJ",2
