"","gene","p.value","gene","count"
"5978","PCF2_ORYSJ",0.587216434,"PCF2_ORYSJ",3
"5979","PCF7_ORYSJ",0.502214782,"PCF7_ORYSJ",1
"5980","PCFS1_ARATH",0.752886302,"PCFS1_ARATH",1
"5981","PCFS4_ARATH",7.44e-06,"PCFS4_ARATH",5
"5982","PCKA_MAIZE",0.598865686,"PCKA_MAIZE",2
"5983","PCKA1_UROPA",0.506003491,"PCKA1_UROPA",2
"5984","PCNA_MAIZE",0.534182017,"PCNA_MAIZE",7
"5985","PCNB_HAEIN",0.489907694,"PCNB_HAEIN",3
"5986","PCO3_ARATH",1,"PCO3_ARATH",1
"5987","PCO4_ARATH",0.905787121,"PCO4_ARATH",1
"5988","PCO5_ARATH",0.099648429,"PCO5_ARATH",3
"5989","PCP_BOVIN",0.447016699,"PCP_BOVIN",2
"5990","PCP_ESCF3",0.534840014,"PCP_ESCF3",2
"5991","PCP_HUMAN",0.47525717,"PCP_HUMAN",2
"5992","PCP_MOUSE",0.505540864,"PCP_MOUSE",2
"5993","PCP_PONAB",0.130241456,"PCP_PONAB",1
"5994","PCP_PYRFU",0.215273796,"PCP_PYRFU",2
"5995","PCP_VIBVY",0.776016422,"PCP_VIBVY",2
"5996","PCR8_ARATH",0.395691012,"PCR8_ARATH",1
"5997","PCS1_WHEAT",0.106940811,"PCS1_WHEAT",7
"5998","PCYOX_ARATH",0.038095894,"PCYOX_ARATH",11
"5999","PD5BB_XENLA",0.923046395,"PD5BB_XENLA",1
"6000","PDAT1_ARATH",0.630450935,"PDAT1_ARATH",4
"6001","PDC2_ORYSI",0.34806625,"PDC2_ORYSI",8
"6002","PDCB3_ARATH",0.484745974,"PDCB3_ARATH",2
"6003","PDCD2_BOVIN",0.682654669,"PDCD2_BOVIN",2
"6004","PDCD2_HUMAN",1,"PDCD2_HUMAN",1
"6005","PDCD4_CHICK",0.278643009,"PDCD4_CHICK",3
"6006","PDCD4_HUMAN",0.369979574,"PDCD4_HUMAN",2
"6007","PDCD4_MOUSE",0.579692568,"PDCD4_MOUSE",2
"6008","PDCL3_HUMAN",0.640086338,"PDCL3_HUMAN",2
"6009","PDCL3_PONAB",0.437035678,"PDCL3_PONAB",1
"6010","PDCT2_ARATH",0.797016001,"PDCT2_ARATH",2
"6011","PDI_MAIZE",0.156763161,"PDI_MAIZE",7
"6012","PDI14_ORYSJ",0.000701953,"PDI14_ORYSJ",6
"6013","PDI21_ORYSJ",0.391617541,"PDI21_ORYSJ",5
"6014","PDI22_ORYSJ",0.475303403,"PDI22_ORYSJ",6
"6015","PDI23_ORYSJ",0.096523045,"PDI23_ORYSJ",2
"6016","PDI51_ORYSJ",0.000108796,"PDI51_ORYSJ",8
"6017","PDI52_ORYSJ",0.238687177,"PDI52_ORYSJ",2
"6018","PDI53_ORYSJ",0.630868864,"PDI53_ORYSJ",2
"6019","PDI54_ORYSJ",0.069554551,"PDI54_ORYSJ",4
"6020","PDK_ARATH",0.059550124,"PDK_ARATH",8
"6021","PDPK1_ARATH",0.277898518,"PDPK1_ARATH",1
"6022","PDPK2_ARATH",0.941820071,"PDPK2_ARATH",1
"6023","PDR17_YEAST",0.034232186,"PDR17_YEAST",5
"6024","PDR2_ARATH",0.197040669,"PDR2_ARATH",8
"6025","PDRP1_MAIZE",0.31893432,"PDRP1_MAIZE",7
"6026","PDS5A_CHICK",1,"PDS5A_CHICK",1
"6027","PDS5A_MOUSE",0.678941261,"PDS5A_MOUSE",1
"6028","PDS5B_CHICK",0.667998601,"PDS5B_CHICK",1
"6029","PDV1_ARATH",1,"PDV1_ARATH",1
"6030","PDV2_ARATH",0.231243174,"PDV2_ARATH",5
"6031","PDX11_ORYSJ",0.366505672,"PDX11_ORYSJ",6
"6032","PDX2_ARATH",0.078813154,"PDX2_ARATH",8
"6033","PDXK_ARATH",0.26890852,"PDXK_ARATH",3
"6034","PE191_ARATH",0.658570253,"PE191_ARATH",1
"6035","PEAM1_ARATH",0.051665589,"PEAM1_ARATH",7
"6036","PEAM2_ARATH",1,"PEAM2_ARATH",1
"6037","PEAM3_ARATH",0.702552065,"PEAM3_ARATH",2
"6038","PECT1_ARATH",0.00942445,"PECT1_ARATH",7
"6039","PEK10_ARATH",0.838506287,"PEK10_ARATH",2
"6040","PEK14_ARATH",0.434045474,"PEK14_ARATH",2
"6041","PEL1_ARATH",0.592018596,"PEL1_ARATH",3
"6042","PEN2_ARATH",0.541487573,"PEN2_ARATH",3
"6043","PEP_ARATH",0.378608492,"PEP_ARATH",4
"6044","PEPD_DICDI",0.946060811,"PEPD_DICDI",1
"6045","PEPD_MOUSE",1,"PEPD_MOUSE",1
"6046","PEPD_PONAB",0.901479573,"PEPD_PONAB",2
"6047","PEPD_RAT",0.534924959,"PEPD_RAT",2
"6048","PEPK2_ARATH",0.260690972,"PEPK2_ARATH",4
"6049","PEPR1_ARATH",0.896111499,"PEPR1_ARATH",1
"6050","PEPR2_ARATH",0.851859748,"PEPR2_ARATH",1
"6051","PER1_ARAHY",0.481265418,"PER1_ARAHY",3
"6052","PER1_MAIZE",0.093106092,"PER1_MAIZE",2
"6053","PER1_ORYSJ",0.531390513,"PER1_ORYSJ",3
"6054","PER12_ARATH",0.379837404,"PER12_ARATH",1
"6055","PER15_IPOBA",0.851993556,"PER15_IPOBA",1
"6056","PER16_ARATH",0.283191138,"PER16_ARATH",5
"6057","PER17_ARATH",0.350964502,"PER17_ARATH",5
"6058","PER2_MAIZE",0.044704031,"PER2_MAIZE",1
"6059","PER21_ARATH",0.201080957,"PER21_ARATH",2
"6060","PER25_ARATH",0.380419385,"PER25_ARATH",2
"6061","PER35_ARATH",0.560547433,"PER35_ARATH",2
"6062","PER42_MAIZE",0.499857589,"PER42_MAIZE",3
"6063","PER45_ARATH",0.095334407,"PER45_ARATH",2
"6064","PER5_VITVI",0.0424763,"PER5_VITVI",3
"6065","PER54_ARATH",0.277118027,"PER54_ARATH",1
"6066","PER58_ARATH",0.834324042,"PER58_ARATH",1
"6067","PER70_MAIZE",0.248692277,"PER70_MAIZE",2
"6068","PER71_ARATH",0.473639318,"PER71_ARATH",1
"6069","PERK1_ARATH",0.175243292,"PERK1_ARATH",9
"6070","PERK4_ARATH",0.075103072,"PERK4_ARATH",5
"6071","PERK8_ARATH",0.313597699,"PERK8_ARATH",4
"6072","PERK9_ARATH",0.690370662,"PERK9_ARATH",2
"6073","PERQ2_MOUSE",0.706464449,"PERQ2_MOUSE",1
"6074","PERQ2_XENLA",0.71562261,"PERQ2_XENLA",1
"6075","PERR_RAUSE",0.178347453,"PERR_RAUSE",2
"6076","PESC_CHLRE",0.809604268,"PESC_CHLRE",1
"6077","PESC_NEMVE",0.556923744,"PESC_NEMVE",1
"6078","PETD_SACOF",0.684728954,"PETD_SACOF",1
"6079","PETG_WHEAT",0.866362379,"PETG_WHEAT",1
"6080","PEX1_ARATH",0.548347575,"PEX1_ARATH",5
"6081","PEX10_ARATH",0.655391627,"PEX10_ARATH",1
"6082","PEX12_ARATH",0.543528015,"PEX12_ARATH",5
"6083","PEX13_ARATH",0.33868676,"PEX13_ARATH",10
"6084","PEX14_ARATH",0.061219408,"PEX14_ARATH",5
"6085","PEX16_ARATH",0.076026006,"PEX16_ARATH",5
"6086","PEX2_ARATH",0.460587989,"PEX2_ARATH",3
"6087","PEX22_ARATH",0.520163161,"PEX22_ARATH",7
"6088","PEX32_ARATH",0.439002031,"PEX32_ARATH",3
"6089","PEX4_ARATH",0.036960193,"PEX4_ARATH",7
"6090","PEX5_ARATH",0.000307509,"PEX5_ARATH",9
"6091","PEX6_ARATH",0.073492447,"PEX6_ARATH",4
"6092","PEX7_ARATH",0.872191355,"PEX7_ARATH",2
"6093","PFBS_ARATH",0.114559904,"PFBS_ARATH",9
"6094","PFD1_BOVIN",1,"PFD1_BOVIN",1
"6095","PFD1_MOUSE",1,"PFD1_MOUSE",1
"6096","PFD2_ARATH",0.190859156,"PFD2_ARATH",5
"6097","PFD3_ARATH",0.465768259,"PFD3_ARATH",2
"6098","PFD4_AVEFA",0.062594574,"PFD4_AVEFA",2
"6099","PFD5_ARATH",0.449939887,"PFD5_ARATH",2
"6100","PFD6_MOUSE",0.230085142,"PFD6_MOUSE",5
"6101","PFKA1_ARATH",0.35114948,"PFKA1_ARATH",2
"6102","PFKA2_ARATH",0.010671206,"PFKA2_ARATH",5
"6103","PFKA3_ARATH",0.266904762,"PFKA3_ARATH",9
"6104","PFKA5_ARATH",0.877428812,"PFKA5_ARATH",3
"6105","PFKA6_ARATH",0.145153221,"PFKA6_ARATH",4
"6106","PFPA_RICCO",0.185679748,"PFPA_RICCO",9
"6107","PFPA_SOLTU",0.744428829,"PFPA_SOLTU",1
"6108","PFPB_RICCO",0.746547654,"PFPB_RICCO",2
"6109","PGAP3_DANRE",0.819102359,"PGAP3_DANRE",2
"6110","PGAP3_MOUSE",0.450573859,"PGAP3_MOUSE",2
"6111","PGDH_MOUSE",0.589035267,"PGDH_MOUSE",2
"6112","PGES2_BOVIN",0.919458404,"PGES2_BOVIN",1
"6113","PGES2_DANRE",0.449104867,"PGES2_DANRE",1
"6114","PGK2_PYRFU",0.498173445,"PGK2_PYRFU",1
"6115","PGKH_TOBAC",0.58784127,"PGKH_TOBAC",1
"6116","PGKH_WHEAT",0.518440644,"PGKH_WHEAT",4
"6117","PGKY_TOBAC",0.535038177,"PGKY_TOBAC",1
"6118","PGKY_WHEAT",0.109488467,"PGKY_WHEAT",3
"6119","PGL1A_ARATH",0.370824498,"PGL1A_ARATH",13
"6120","PGL1B_ARATH",0.988732432,"PGL1B_ARATH",1
"6121","PGLR_OENOR",0.027715202,"PGLR_OENOR",2
"6122","PGLR_VITVI",0.07036961,"PGLR_VITVI",8
"6123","PGLR4_ARATH",0.011973538,"PGLR4_ARATH",3
"6124","PGLT1_BOVIN",0.974084208,"PGLT1_BOVIN",1
"6125","PGLT1_MOUSE",0.812293367,"PGLT1_MOUSE",2
"6126","PGM_ARATH",0.486478999,"PGM_ARATH",1
"6127","PGMC1_MAIZE",0.409716938,"PGMC1_MAIZE",1
"6128","PGMC2_MAIZE",0.749730911,"PGMC2_MAIZE",1
"6129","PGML1_ARATH",0.129302867,"PGML1_ARATH",11
"6130","PGML4_ARATH",0.435609104,"PGML4_ARATH",4
"6131","PGMP_PEA",0.185239746,"PGMP_PEA",6
"6132","PGP1B_ARATH",0.487861925,"PGP1B_ARATH",2
"6133","PGP2_ARATH",0.1624637,"PGP2_ARATH",3
"6134","PGPS1_ORYSJ",0.927036025,"PGPS1_ORYSJ",1
"6135","PGR5_ARATH",0.558341055,"PGR5_ARATH",2
"6136","PGT2_LITER",0.341140323,"PGT2_LITER",1
"6137","PGTA_PONAB",0.837124129,"PGTA_PONAB",1
"6138","PGTB1_ARATH",0.018150151,"PGTB1_ARATH",3
"6139","PGTB2_DICDI",0.936983669,"PGTB2_DICDI",2
"6140","PGTB2_HUMAN",0.16438991,"PGTB2_HUMAN",2
"6141","PGTB2_RAT",0.513725743,"PGTB2_RAT",2
"6142","PH1_ARATH",0.409756854,"PH1_ARATH",2
"6143","PHB2_ARATH",0.710466805,"PHB2_ARATH",2
"6144","PHB3_ARATH",0.565396838,"PHB3_ARATH",2
"6145","PHF1_ARATH",0.011191174,"PHF1_ARATH",9
"6146","PHF3_HUMAN",0.222481931,"PHF3_HUMAN",5
"6147","PHF5B_ARATH",0.410827512,"PHF5B_ARATH",4
"6148","PHIP_MOUSE",0.302513294,"PHIP_MOUSE",1
"6149","PHL1_ARATH",0.061360097,"PHL1_ARATH",28
"6150","PHL11_ARATH",0.804255138,"PHL11_ARATH",1
"6151","PHO11_ORYSJ",0.18738469,"PHO11_ORYSJ",6
"6152","PHO13_ORYSJ",0.000189751,"PHO13_ORYSJ",5
"6153","PHOT2_ORYSJ",0.27466539,"PHOT2_ORYSJ",11
"6154","PHP1_ORYSJ",0.629745662,"PHP1_ORYSJ",3
"6155","PHP2_ORYSJ",0.748744526,"PHP2_ORYSJ",1
"6156","PHP5_ORYSJ",0.115595485,"PHP5_ORYSJ",5
"6157","PHR_ORYSJ",0.018534457,"PHR_ORYSJ",7
"6158","PHR2_ARATH",0.636949257,"PHR2_ARATH",2
"6159","PHRF1_MOUSE",0.42763226,"PHRF1_MOUSE",4
"6160","PHS_SACD2",0.322335204,"PHS_SACD2",2
"6161","PHSB_ARATH",0.382278009,"PHSB_ARATH",9
"6162","PHSC_ARATH",0.303536788,"PHSC_ARATH",5
"6163","PHSD_ARATH",0.571669191,"PHSD_ARATH",7
"6164","PHSH_WHEAT",0.72359234,"PHSH_WHEAT",2
"6165","PHSL_IPOBA",1,"PHSL_IPOBA",1
"6166","PHSL_VICFA",0.239283542,"PHSL_VICFA",1
"6167","PHSL2_SOLTU",0.06439713,"PHSL2_SOLTU",2
"6168","PHT15_ORYSJ",0.611394001,"PHT15_ORYSJ",2
"6169","PHT18_ORYSJ",0.243308866,"PHT18_ORYSJ",7
"6170","PHT1A_ORYSJ",0.684691669,"PHT1A_ORYSJ",3
"6171","PHT21_ARATH",0.326214656,"PHT21_ARATH",3
"6172","PHT41_ORYSJ",0.187324965,"PHT41_ORYSJ",4
"6173","PHT43_ORYSJ",0.639224262,"PHT43_ORYSJ",1
"6174","PHT44_ORYSJ",0.168754609,"PHT44_ORYSJ",3
"6175","PHT47_ORYSJ",0.724650557,"PHT47_ORYSJ",2
"6176","PHYA_SORBI",0.13302746,"PHYA_SORBI",4
"6177","PHYB_SORBI",0.510782848,"PHYB_SORBI",5
"6178","PHYC_ORYSI",1,"PHYC_ORYSI",1
"6179","PHYC_SORBI",0.489473235,"PHYC_SORBI",6
"6180","PHYK_MAIZE",0.400927178,"PHYK_MAIZE",3
"6181","PHYK2_ORYSJ",0.166749981,"PHYK2_ORYSJ",3
"6182","PHYLO_ARATH",0.567177129,"PHYLO_ARATH",2
"6183","PI3K1_SOYBN",0.707273713,"PI3K1_SOYBN",1
"6184","PI3K2_SOYBN",0.264038503,"PI3K2_SOYBN",2
"6185","PI3R4_PONAB",0.638423043,"PI3R4_PONAB",2
"6186","PI5K1_ARATH",0.057374946,"PI5K1_ARATH",1
"6187","PI5K1_ORYSJ",0.48861357,"PI5K1_ORYSJ",11
"6188","PI5K2_ARATH",0.294988355,"PI5K2_ARATH",2
"6189","PI5K5_ARATH",1,"PI5K5_ARATH",1
"6190","PI5K9_ARATH",0.057742903,"PI5K9_ARATH",4
"6191","PIAL1_ARATH",1,"PIAL1_ARATH",1
"6192","PIAL2_ARATH",0.872572506,"PIAL2_ARATH",1
"6193","PIE1_ARATH",0.35124043,"PIE1_ARATH",9
"6194","PIEZO_ARATH",0.122188942,"PIEZO_ARATH",12
"6195","PIF1_EMENI",0.670055693,"PIF1_EMENI",2
"6196","PIF3_ARATH",0.14578968,"PIF3_ARATH",7
"6197","PIF5_ARATH",0.53638175,"PIF5_ARATH",6
"6198","PIGA_HUMAN",0.499730634,"PIGA_HUMAN",2
"6199","PIGB_MOUSE",0.876024227,"PIGB_MOUSE",1
"6200","PIGL_DICDI",0.076035552,"PIGL_DICDI",2
"6201","PIGM_ARATH",0.652779903,"PIGM_ARATH",1
"6202","PIGP_ARATH",0.624110174,"PIGP_ARATH",2
"6203","PIGQ_MOUSE",0.42757427,"PIGQ_MOUSE",1
"6204","PIGS_BOVIN",0.583820944,"PIGS_BOVIN",1
"6205","PIGS_HUMAN",0.507109599,"PIGS_HUMAN",1
"6206","PIGT_HUMAN",0.70862868,"PIGT_HUMAN",1
"6207","PIGU_HUMAN",0.291945069,"PIGU_HUMAN",2
"6208","PIGV_MOUSE",0.849962628,"PIGV_MOUSE",1
"6209","PILR3_ARATH",0.284385001,"PILR3_ARATH",2
"6210","PIMT_WHEAT",0.619923401,"PIMT_WHEAT",3
"6211","PIMT1_ARATH",0.654231898,"PIMT1_ARATH",2
"6212","PIN1_ARATH",0.478411716,"PIN1_ARATH",1
"6213","PIN1_MALDO",0.858438726,"PIN1_MALDO",2
"6214","PIN1_ORYSJ",0.680923743,"PIN1_ORYSJ",3
"6215","PIN1C_ORYSJ",0.519972169,"PIN1C_ORYSJ",1
"6216","PIN4_MOUSE",0.676664242,"PIN4_MOUSE",2
"6217","PIN6_ORYSJ",0.614575711,"PIN6_ORYSJ",5
"6218","PINX1_MOUSE",0.954048811,"PINX1_MOUSE",1
"6219","PIP_AERSO",0.427437778,"PIP_AERSO",3
"6220","PIP_ARATH",0.883609395,"PIP_ARATH",2
"6221","PIP12_MAIZE",0.623549465,"PIP12_MAIZE",2
"6222","PIP13_MAIZE",0.371340247,"PIP13_MAIZE",1
"6223","PIP15_MAIZE",0.684017921,"PIP15_MAIZE",1
"6224","PIP21_MAIZE",0.191587167,"PIP21_MAIZE",12
"6225","PIP23_ORYSJ",0.492220518,"PIP23_ORYSJ",1
"6226","PIP24_MAIZE",0.483186601,"PIP24_MAIZE",3
"6227","PIP26_MAIZE",0.202524943,"PIP26_MAIZE",2
"6228","PIP27_ORYSJ",0.374154257,"PIP27_ORYSJ",4
"6229","PIPNA_MOUSE",0.323506127,"PIPNA_MOUSE",3
"6230","PIR_ARATH",0.299260678,"PIR_ARATH",4
"6231","PIR7A_ORYSJ",0.010293902,"PIR7A_ORYSJ",7
"6232","PIRL_SOLLC",0.28585058,"PIRL_SOLLC",6
"6233","PIRL1_ORYSJ",0.124014089,"PIRL1_ORYSJ",6
"6234","PIRL2_ORYSJ",0.865903081,"PIRL2_ORYSJ",2
"6235","PIRL3_ARATH",0.480667389,"PIRL3_ARATH",1
"6236","PIRL3_ORYSJ",0.747779809,"PIRL3_ORYSJ",5
"6237","PIRL4_ORYSJ",0.164932275,"PIRL4_ORYSJ",4
"6238","PIRL5_ORYSJ",0.806706013,"PIRL5_ORYSJ",3
"6239","PIRL6_ORYSJ",0.413940697,"PIRL6_ORYSJ",3
"6240","PIRL7_ORYSJ",0.636137796,"PIRL7_ORYSJ",1
"6241","PIRL8_ARATH",0.412690468,"PIRL8_ARATH",1
"6242","PIRL8_ORYSJ",0.464572345,"PIRL8_ORYSJ",3
"6243","PIS1_ARATH",0.105416579,"PIS1_ARATH",7
"6244","PIS2_ARATH",0.284292583,"PIS2_ARATH",1
"6245","PITH1_ARATH",0.470760889,"PITH1_ARATH",2
"6246","PITH1_HUMAN",0.666226013,"PITH1_HUMAN",2
"6247","PITP1_DICDI",0.17610361,"PITP1_DICDI",3
"6248","PK01_HELAN",0.511140837,"PK01_HELAN",1
"6249","PK1IP_XENLA",0.523495548,"PK1IP_XENLA",1
"6250","PKL_ARATH",0.561708415,"PKL_ARATH",4
"6251","PKP2_ARATH",0.101308029,"PKP2_ARATH",7
"6252","PLA1_PLAAC",0.655534274,"PLA1_PLAAC",3
"6253","PLA14_ARATH",0.447452372,"PLA14_ARATH",3
"6254","PLA21_ORYSJ",0.45141614,"PLA21_ORYSJ",1
"6255","PLA5_ORYSI",0.346369434,"PLA5_ORYSI",2
"6256","PLA5_ORYSJ",0.78413214,"PLA5_ORYSJ",1
"6257","PLAP_MOUSE",0.991369813,"PLAP_MOUSE",1
"6258","PLAS_ORYSJ",0.429122679,"PLAS_ORYSJ",4
"6259","PLC_LISMO",1,"PLC_LISMO",1
"6260","PLCD2_ARATH",0.336420782,"PLCD2_ARATH",4
"6261","PLCD5_ARATH",0.284120751,"PLCD5_ARATH",3
"6262","PLCD6_ARATH",0.059556555,"PLCD6_ARATH",7
"6263","PLCD7_ARATH",0.809773007,"PLCD7_ARATH",1
"6264","PLD3_XENLA",0.574418038,"PLD3_XENLA",1
"6265","PLDA1_MAIZE",0.332899267,"PLDA1_MAIZE",7
"6266","PLDA2_ORYSJ",0.032297161,"PLDA2_ORYSJ",13
"6267","PLDA4_ARATH",0.4082915,"PLDA4_ARATH",1
"6268","PLDB1_ARATH",0.215409618,"PLDB1_ARATH",3
"6269","PLDB2_ARATH",0.661833825,"PLDB2_ARATH",1
"6270","PLDD1_ARATH",0.198368957,"PLDD1_ARATH",8
"6271","PLDG1_ARATH",0.878148374,"PLDG1_ARATH",1
"6272","PLDL_CAEEL",0.721550147,"PLDL_CAEEL",1
"6273","PLDZ1_ARATH",0.143837241,"PLDZ1_ARATH",7
"6274","PLDZ2_ARATH",0.488178466,"PLDZ2_ARATH",3
"6275","PLET2_ARATH",0.473469516,"PLET2_ARATH",1
"6276","PLGG1_ARATH",0.33552897,"PLGG1_ARATH",6
"6277","PLI2C_ARATH",0.717327671,"PLI2C_ARATH",1
"6278","PLP1_ORYSI",1,"PLP1_ORYSI",1
"6279","PLP2_ARATH",0.735047844,"PLP2_ARATH",1
"6280","PLP3_ARATH",0.83395633,"PLP3_ARATH",2
"6281","PLP3_ORYSJ",0.187037413,"PLP3_ORYSJ",1
"6282","PLP3B_ARATH",0.578435699,"PLP3B_ARATH",2
"6283","PLPD1_ARATH",0.657981187,"PLPD1_ARATH",6
"6284","PLPD2_ARATH",0.847375455,"PLPD2_ARATH",1
"6285","PLPL3_HUMAN",0.783951684,"PLPL3_HUMAN",1
"6286","PLR1_ARATH",0.515278425,"PLR1_ARATH",7
"6287","PLSB_CUCSA",0.238308062,"PLSB_CUCSA",6
"6288","PLSB_PHAVU",0.251816054,"PLSB_PHAVU",2
"6289","PLSP1_ARATH",0.743533536,"PLSP1_ARATH",4
"6290","PLST1_ARATH",0.492156552,"PLST1_ARATH",10
"6291","PLST2_ARATH",7.26e-06,"PLST2_ARATH",8
"6292","PLST3_ARATH",0.2577966,"PLST3_ARATH",3
"6293","PLST4_ARATH",0.544463424,"PLST4_ARATH",3
"6294","PLT1_ARATH",0.607402391,"PLT1_ARATH",2
"6295","PLT5_ARATH",0.203682619,"PLT5_ARATH",17
"6296","PLT6_ARATH",0.306048425,"PLT6_ARATH",2
"6297","PLY21_ARATH",0.747598663,"PLY21_ARATH",1
"6298","PLY4_ARATH",0.910282348,"PLY4_ARATH",1
"6299","PLZ12_LUPPO",0.867372608,"PLZ12_LUPPO",1
"6300","PMA1_NICPL",0.38667738,"PMA1_NICPL",4
"6301","PMA1_ORYSJ",0.130756041,"PMA1_ORYSJ",5
"6302","PMA1_SOLLC",0.174863489,"PMA1_SOLLC",4
"6303","PMA11_ARATH",0.922496779,"PMA11_ARATH",3
"6304","PMA2_SOLLC",0.350548497,"PMA2_SOLLC",8
"6305","PMA4_NICPL",0.451006011,"PMA4_NICPL",2
"6306","PMA7_ARATH",0.273727219,"PMA7_ARATH",2
"6307","PMAT2_ARATH",0.673028266,"PMAT2_ARATH",2
"6308","PME31_ARATH",0.024843938,"PME31_ARATH",3
"6309","PME51_ARATH",0.414769139,"PME51_ARATH",1
"6310","PME64_ARATH",1,"PME64_ARATH",1
"6311","PMGI_MAIZE",0.359785097,"PMGI_MAIZE",2
"6312","PMGT2_TETNG",0.521256354,"PMGT2_TETNG",4
"6313","PMI2_ARATH",0.239218668,"PMI2_ARATH",3
"6314","PMK_ARATH",0.332416795,"PMK_ARATH",1
"6315","PMM_ORYSJ",0.478178555,"PMM_ORYSJ",1
"6316","PMP22_ARATH",0.108616907,"PMP22_ARATH",4
"6317","PMS1_ARATH",0.725649341,"PMS1_ARATH",1
"6318","PMS1_DICDI",0.449346836,"PMS1_DICDI",1
"6319","PMT1_ARATH",0.502328839,"PMT1_ARATH",1
"6320","PMT2_ARATH",0.594298607,"PMT2_ARATH",5
"6321","PMT7_ARATH",0.337676897,"PMT7_ARATH",1
"6322","PMT8_ARATH",0.081365585,"PMT8_ARATH",3
"6323","PMTE_ARATH",0.799339221,"PMTE_ARATH",1
"6324","PMTF_ARATH",0.972845996,"PMTF_ARATH",1
"6325","PMTH_ARATH",0.495206362,"PMTH_ARATH",3
"6326","PMTI_ARATH",0.945719456,"PMTI_ARATH",3
"6327","PMTJ_ARATH",0.324581587,"PMTJ_ARATH",3
"6328","PMTK_ARATH",0.930036739,"PMTK_ARATH",1
"6329","PMTL_ARATH",0.05191612,"PMTL_ARATH",6
"6330","PMTN_ARATH",0.348275745,"PMTN_ARATH",4
"6331","PMTP_ARATH",0.811798932,"PMTP_ARATH",1
"6332","PMTQ_ARATH",0.27126754,"PMTQ_ARATH",2
"6333","PMTR_ARATH",0.110325873,"PMTR_ARATH",1
"6334","PMTS_ARATH",0.239138183,"PMTS_ARATH",5
"6335","PMTT_ARATH",1,"PMTT_ARATH",1
"6336","PNAA_PRUDU",0.838807038,"PNAA_PRUDU",1
"6337","PNC1_ARATH",0.084415837,"PNC1_ARATH",4
"6338","PNG1_ARATH",0.005724229,"PNG1_ARATH",4
"6339","PNG1_ORYSJ",0.31314137,"PNG1_ORYSJ",2
"6340","PNH1_ORYSJ",0.184586526,"PNH1_ORYSJ",1
"6341","PNMT_THLFG",0.192175582,"PNMT_THLFG",1
"6342","PNO1_DROME",0.563121947,"PNO1_DROME",1
"6343","PNP1_ORYSJ",0.199065039,"PNP1_ORYSJ",6
"6344","PNP2_ORYSJ",0.691489403,"PNP2_ORYSJ",1
"6345","PNS1_DEBHA",0.55927929,"PNS1_DEBHA",1
"6346","PNS1_GIBZE",0.603145069,"PNS1_GIBZE",1
"6347","PNS1_USTMA",1,"PNS1_USTMA",1
"6348","PNSB1_ARATH",0.190780043,"PNSB1_ARATH",4
"6349","PNSB2_ARATH",0.093967645,"PNSB2_ARATH",5
"6350","PNSB3_ARATH",0.060590389,"PNSB3_ARATH",8
"6351","PNSB4_ARATH",0.595895766,"PNSB4_ARATH",3
"6352","PNSB5_ARATH",0.103660157,"PNSB5_ARATH",3
"6353","PNSL1_ARATH",0.555347115,"PNSL1_ARATH",5
"6354","PNSL2_ARATH",0.253215457,"PNSL2_ARATH",2
"6355","PNSL3_ARATH",0.603567583,"PNSL3_ARATH",2
"6356","PNSL4_ARATH",0.069852467,"PNSL4_ARATH",7
"6357","PNSL5_ARATH",0.690541864,"PNSL5_ARATH",3
"6358","PO21_NASVI",0.654788936,"PO21_NASVI",1
"6359","PO22_POPJA",1,"PO22_POPJA",1
"6360","POB1_ARATH",0.080148701,"POB1_ARATH",8
"6361","POD1_ARATH",0.969179677,"POD1_ARATH",1
"6362","POED1_ORYSJ",0.31934944,"POED1_ORYSJ",3
"6363","POL_AVIRE",0.669287481,"POL_AVIRE",1
"6364","POL_MLVCB",0.95603497,"POL_MLVCB",1
"6365","POL_MLVF5",0.392831256,"POL_MLVF5",1
"6366","POL_SFV1",0.226721452,"POL_SFV1",2
"6367","POL_SIVG1",0.639523645,"POL_SIVG1",1
"6368","POL2_DROME",0.000971037,"POL2_DROME",3
"6369","POL3_DROME",0.558428664,"POL3_DROME",8
"6370","POL4_DROME",0.363872087,"POL4_DROME",1
"6371","POL5_DROME",0.531226157,"POL5_DROME",4
"6372","POLC7_PHLPR",0.804143419,"POLC7_PHLPR",1
"6373","POLH_ARATH",0.450493742,"POLH_ARATH",2
"6374","POLIA_ORYSJ",0.317123599,"POLIA_ORYSJ",2
"6375","POLL2_ARATH",0.03603493,"POLL2_ARATH",6
"6376","POLLU_ORYSJ",0.197942281,"POLLU_ORYSJ",3
"6377","POLX_TOBAC",0.017739622,"POLX_TOBAC",69
"6378","POP3_ARATH",0.601095926,"POP3_ARATH",2
"6379","POP5_ARATH",0.940152095,"POP5_ARATH",1
"6380","POR_AVESA",0.351562158,"POR_AVESA",1
"6381","PORA_ORYSJ",0.054472112,"PORA_ORYSJ",3
"6382","PORB_HORVU",0.159468324,"PORB_HORVU",2
"6383","PORB_ORYSJ",0.56012234,"PORB_ORYSJ",1
"6384","POT1A_ARATH",0.23792548,"POT1A_ARATH",3
"6385","POT1B_ARATH",0.512447555,"POT1B_ARATH",1
"6386","POT7_ARATH",0.937286684,"POT7_ARATH",1
"6387","PP1_BRANA",0.338079522,"PP1_BRANA",1
