"","gene","dr7","dr8","ww8","ww9"
"2708","EX84B_ARATH",10.4676666666667,4.953,8.81666666666667,13.5983333333333
"2709","EXD1_HUMAN",2.764,24.22,0,0
"2710","EXD1_MOUSE",22.1836666666667,21.7273333333333,22.4096666666667,23.532
"2711","EXEC1_ORYSJ",19.7256,20.252,20.4242,21.0822
"2712","EXEC2_ORYSJ",11.8245,15.67975,11.892,13.23975
"2713","EXLA1_ORYSJ",6.52,1.711,3.99,6.214
"2714","EXOC5_ORYSJ",9.49033333333333,6.64266666666667,9.06666666666667,9.29233333333333
"2715","EXOS3_DICDI",3.951,0,2.436,2.5455
"2716","EXOS5_ORYSJ",4.966,6.187,4.99,2.428
"2717","EXPA4_ORYSJ",3.5635,17.29925,32.7965,5.262
"2718","EXPB3_ORYSJ",7.5165,17.7485,51.9265,17.534
"2719","EXPB4_ORYSJ",2.921,0,31.773,0
"2720","EYA4_MOUSE",7.4145,6.418,12.3175,8.232
"2721","EZ1_MAIZE",8.8382,5.9244,9.458,7.1018
"2722","EZ3_MAIZE",9.23475,6.79225,7.63325,8.015
"2723","F10AL_ARATH",17.9992,14.0974,23.386,21.5492
"2724","F10C1_HUMAN",33.748,18.657,24.738,27.633
"2725","F116_DICDI",9.237,21.573,7.948,9.849
"2726","F135B_XENLA",10.619,6.488,6.564,9.175
"2727","F16P1_ORYSJ",37.1105,84.071,42.163,34.7555
"2728","F16P2_MUSAC",8.6805,9.953,9.805,10.2695
"2729","F16P2_ORYCO",0.696,8.124,5.62,4.211
"2730","F16P2_SACHY",40.294,76.8803,52.9593,50.7101
"2731","F179B_MOUSE",6.7145,5.329,7.31275,7.43575
"2732","F188A_BOVIN",10.582,11.212,9.661,13.582
"2733","F188A_DANRE",13.076,8.124,21.907,14.549
"2734","F188A_MOUSE",5.166,0,4.02,2.286
"2735","F210B_HUMAN",17.305,19.4,30.707,8.305
"2736","F210B_MOUSE",37.239,62.0946666666667,50.3813333333333,49.5653333333333
"2737","F214B_PONAB",9.7268,11.3732,10.9146,9.1048
"2738","F26_ARATH",47.3453333333333,71.7196666666667,46.8075555555556,53.9083333333333
"2739","F3PH_ARATH",10.656,8.17016666666667,6.73983333333333,19.08
"2740","F3PH_PETHY",20.737,21.401,10.246,11.462
"2741","F6H1_ARATH",11.945,4.39,16.564,12.566
"2742","FA32A_DANRE",9.3892,14.0004,11.3554,13.8692
"2743","FA32A_XENTR",19.8925,7.2305,12.892,14.5195
"2744","FA63A_DANRE",2.801,1.259,3.508,6.576
"2745","FA63A_MOUSE",9.256,6.262,10.615,6.674
"2746","FA63B_MOUSE",9.256,9.651,10.718,5.032
"2747","FAAA_BOVIN",22.8005,26.2,15.69175,20.41925
"2748","FAAA_RAT",31.244,28.061,28.215,24.594
"2749","FAAH_ARATH",11.4554,8.513,7.4438,9.951
"2750","FAB1A_ARATH",15.1495454545455,12.3080909090909,15.3392727272727,14.5979090909091
"2751","FAB1B_ARATH",12.6677777777778,8.04472222222222,11.5602777777778,11.3985555555556
"2752","FAB1C_ARATH",15.8037857142857,13.3935714285714,15.5175714285714,16.8307857142857
"2753","FAB1D_ARATH",11.4424,7.2282,6.6848,9.349
"2754","FABD_DROME",5.824,12.029,4.318,6.254
"2755","FABD_HUMAN",10.118,8.683,12.277,7.954
"2756","FABG_CUPLA",17.95,17.678,20.784,18.15
"2757","FABG_THEMA",9.478,23.295,21.046,12.947
"2758","FABG1_SYNY3",16.591,40.005,13.948,19.572
"2759","FABG3_BRANA",6.99566666666667,9.07433333333333,6.759,8.589
"2760","FABG4_BRANA",11.454,11.825,19.794,8.608
"2761","FABH_ARATH",18.826,9.027,10.779,9.322
"2762","FABH_SPIOL",5.537,7.65,6.061,5.247
"2763","FABI1_ORYSJ",7.46566666666667,5.85,8.49866666666667,6.98
"2764","FABI2_ORYSJ",11.769,6.171,9.1945,10.6455
"2765","FABZ_THEEB",19.476,4.831,15.035,11.716
"2766","FACE1_ORYSJ",9.719,8.091,6.954,10.201
"2767","FACE2_ARATH",0.742,6.919,7.631,3.781
"2768","FAD1_SCHPO",10.795,6.66,12.277,12.595
"2769","FAD3C_HELAN",125.571,210.364,260.228,159.269
"2770","FAD3C_SOYBN",78.6395,105.6175,173.8975,81.657
"2771","FAD4_ARATH",20.5885,30.5465,35.271,19.337
"2772","FAD6C_BRANA",28.762,44.176,43.1883333333333,33.476
"2773","FAEA_ASPNC",16.452,0,7.149,7.768
"2774","FAEA_ASPTN",13.447,8.522,17.374,15.155
"2775","FAFL_ARATH",7.25533333333333,7.44233333333333,6.728,5.64433333333333
"2776","FAHD1_PONAB",20.0715,20.54825,24.666,20.495
"2777","FAL1_USTMA",10.035,9.619,10.225,15.477
"2778","FAN1_ORYSJ",4.1595,3.3465,2.405,4.7485
"2779","FAO1_LOTJA",11.023,8.7454,6.7484,10.7716
"2780","FAO2_LOTJA",15.372,18.991,18.5845,12.8395
"2781","FAP1_ARATH",1.131,0,5.046,2.931
"2782","FAP2_ARATH",4.05266666666667,1.78966666666667,6.00333333333333,9.31833333333333
"2783","FAR1_ARATH",6.7935,6.9235,7.518,9.551
"2784","FARS_MAIZE",2.04966666666667,0.523666666666667,0.977666666666667,12.569
"2785","FAS1_ORYSJ",5.091,13.611,2.144,0.928
"2786","FATA1_ARATH",8.435,5.977,8.9225,8.6085
"2787","FATB_ARATH",3.1975,3.23625,5.27175,3.85225
"2788","FATB_GOSHI",7.02333333333333,8.36766666666667,6.83716666666667,8.3445
"2789","FAX1_ARATH",8.92166666666667,6.811,8.21166666666667,10.0836666666667
"2790","FAX2_ARATH",37.7225,19.002,32.6145,32.5085
"2791","FAX3_ARATH",75.547,82.398,84.018,67.518
"2792","FAX5_ARATH",17.166,10.674,29.189,19.835
"2793","FB117_ARATH",5.861,16.01,4.318,8.432
"2794","FB118_ARATH",12.8106666666667,22.9863333333333,18.714,14.9496666666667
"2795","FB121_ARATH",6.863,0,7.702,7.621
"2796","FB140_ARATH",8.328,4.9335,2.923,7.4505
"2797","FB17_ARATH",13.285,8.8015,9.005,9.688
"2798","FB19_ARATH",9.432,3.239,6.225,9.478
"2799","FB237_ARATH",7.831,5.9544,9.0272,4.5124
"2800","FB253_ARATH",3.218,6.047,3.795,3.283
"2801","FB27_ARATH",13.503,2.109,11.918,7.748
"2802","FB270_ARATH",3.839,2.97,7.107,7.416
"2803","FB271_ARATH",10.9593333333333,7.66066666666667,12.9776666666667,11.4516666666667
"2804","FB285_ARATH",7.702,5.2725,9.251,8.022
"2805","FB290_ARATH",4.118,2.5015,7.6305,2.907
"2806","FB302_ARATH",23.226,12.6468,17.4558,24.3654
"2807","FB304_ARATH",7.57216666666667,9.57633333333333,8.59633333333333,8.58716666666667
"2808","FB315_ARATH",11.0315,9.8775,6.7945,8.667
"2809","FB322_ARATH",12.47825,10.23275,9.8585,10.2475
"2810","FB324_ARATH",7.976,14.031,1.692,8.853
"2811","FB330_ARATH",3.1115,2.1575,3.0565,3.5325
"2812","FB345_ARATH",5.09,8.0845,6.87666666666667,3.80433333333333
"2813","FB348_ARATH",17.658,28.1125,24.81225,15.3845
"2814","FB37_ARATH",5.7425,3.75316666666667,5.858,8.00083333333333
"2815","FB60_ARATH",24.771,17.624,31.086,22.474
"2816","FB76_ARATH",19.698,34.334,8.831,5.56
"2817","FB84_ARATH",5.407,8.344,9.646,5.594
"2818","FB92_ARATH",16.1153333333333,6.63333333333333,14.0233333333333,15.5703333333333
"2819","FBK17_ARATH",4.011,4.8795,5.584,6.7275
"2820","FBK21_ARATH",8.88925,18.80525,12.7125,15.07425
"2821","FBK22_ARATH",4.58014285714286,2.41785714285714,4.56414285714286,6.02314285714286
"2822","FBK28_ARATH",14.4885,22.42075,19.8045,22.75925
"2823","FBK29_ARATH",17.1985,17.1615,13.7175,20.549
"2824","FBK30_ARATH",10.174,42.716,6.543,17.559
"2825","FBK46_ARATH",10.1344,16.5894,8.7116,11.3622
"2826","FBK8_ARATH",22.6923333333333,18.8061666666667,19.88,19.7148333333333
"2827","FBL10_ARATH",5.147,1.1565,1.7795,6.361
"2828","FBL12_ARATH",11.732,3.68,5.169,5.97
"2829","FBL15_ARATH",16.8016666666667,14.497,17.7636666666667,16.7283333333333
"2830","FBL17_ARATH",9.57525,6.97225,12.06875,11.53475
"2831","FBL3_ARATH",13.0975,10.214,14.16625,12.05
"2832","FBL34_ARATH",1.9845,0,6.5895,5.804
"2833","FBL4_ARATH",3.967,6.99375,4.83575,3.8645
"2834","FBL53_ARATH",7.19366666666667,4.56566666666667,4.75533333333333,4.195
"2835","FBT1_ARATH",5.039125,7.287,5.364,3.286625
"2836","FBT4_ARATH",7.048,1.474,1.374,10.133
"2837","FBT7_ARATH",6.3805,7.989,13.6665,11.857
"2838","FBT9_ARATH",36.855,29.6,45.076,36.456
"2839","FBW2_ARATH",11.8213333333333,15.8023333333333,13.914,12.9176666666667
"2840","FBW3_ARATH",12.893,10.3995,15.42,13.02
"2841","FBW4_ARATH",15.9266666666667,16.574,11.3056666666667,11.6403333333333
"2842","FBX14_ARATH",19.355,10.91,11.641,8.814
"2843","FBX21_MOUSE",8.504,14.004,11.6565,16.435
"2844","FBX21_PONAB",27.136,33.5275,33.5835,27.7595
"2845","FBX6_ARATH",11.6995,8.968,8.246,13.0005
"2846","FBXL7_HUMAN",9.385,9.146,11.22,8.774
"2847","FCA_ARATH",6.61925,4.6645,6.687,5.12025
"2848","FCF1_PONAB",11.351,6.875,13.415,4.426
"2849","FCHO1_HUMAN",6.112,14.45,2.236,2.892
"2850","FCL2_ARATH",8.74233333333333,3.34266666666667,9.863,19.0733333333333
"2851","FCL2_ORYSJ",4.33885714285714,1.85071428571429,3.87385714285714,10.8348571428571
"2852","FD_ARATH",19.573,20.29025,18.735,16.32775
"2853","FDFT_NICBE",17.4075,17.4735,20.579,17.0705
"2854","FDH1_ORYSJ",17.126,21.982,10.998,18.272
"2855","FDL1_ARATH",2.374,7.392,2.338,7.094
"2856","FDM1_ARATH",14.449,6.924,16.625,12.8395
"2857","FDM2_ARATH",9.5615,11.26,9.533,11.4275
"2858","FEI1_ARATH",8.486,3.282,14.184,6.859
"2859","FEI2_ARATH",3.83633333333333,2.51433333333333,3.60333333333333,5.44233333333333
"2860","FEN1_MAIZE",3.181,3.282,4.728,0
"2861","FENR_VICFA",556.371,568.76,593.859,576.604
"2862","FENR1_ORYSJ",457.755777777778,577.947777777778,512.049444444444,488.819777777778
"2863","FENR1_TOBAC",395.7814,466.183,378.0234,430.5506
"2864","FENR2_ORYSJ",15.3575,4.169,11.6765,14.0755
"2865","FENR3_ORYSJ",17.862,11.249,15.9275,10.6405
"2866","FER1_MAIZE",509.704,829.506,738.855,656.883
"2867","FER2_ARATH",243.593,574.538,481.832,319.525
"2868","FER2_MAIZE",228.987,762.156,626.156,448.621
"2869","FER2_SYNP6",9.9084,8.6486,10.1062,8.6572
"2870","FER3_ARATH",2.689,3.744,0,5.091
"2871","FER3_MAIZE",33.15975,28.13125,39.20925,42.62175
"2872","FER5_MAIZE",329.546,988.218,780.295,515.182
"2873","FER6_MAIZE",9.6098,9.8366,10.1474,8.8508
"2874","FERON_ARATH",9.8885,9.17,9.3715,7.42625
"2875","FES1_ASPFU",18.919,21.476,24.881,21.516
"2876","FES1_ASPOR",15.682,10.265,10.974,5.296
"2877","FES1_COCIM",12.835,6.058,13.323,7.455
"2878","FGGY_HUMAN",4.521,5.3635,7.318,8.8525
"2879","FGGY_XENLA",10.2295,15.70125,6.1745,10.7655
"2880","FH1_ORYSJ",1.836,11.395,5.436,0
"2881","FH13_ORYSJ",13.772,16.4226666666667,12.95,15.5296666666667
"2882","FH3_ORYSJ",9.91142857142857,7.13685714285714,8.31042857142857,8.01228571428571
"2883","FH5_ORYSJ",9.723,9.7848,7.6738,11.45
"2884","FH7_ORYSJ",6.57128571428571,5.20457142857143,4.95228571428571,5.54142857142857
"2885","FHA1_TOBAC",8.47175,4.2635,7.59725,7.9025
"2886","FHA2_ARATH",12.8476666666667,16.8676666666667,13.996,10.4746666666667
"2887","FHIT_BOVIN",9.942,2.5445,5.9535,16.782
"2888","FHIT_DICDI",5.639,14.913,7.846,1.671
"2889","FHYRK_ARATH",7.5585,7.424,5.441,5.721
"2890","FIE2_MAIZE",8.8845,13.3855,8.174,6.62
"2891","FIGL1_MOUSE",2.541,9.931,6.533,9.712
"2892","FIGL1_RAT",3.033,9.382,2.995,2.609
"2893","FIMB5_ARATH",29.7235,39.4775,37.6345,30.9545
"2894","FIP2_ARATH",8.467,16.269,5.508,3.576
"2895","FIP37_ARATH",18.224,11.577,17.856,12.018
"2896","FIPS5_ARATH",11.6636666666667,4.338,9.50066666666667,7.25833333333333
"2897","FIS1A_ARATH",10.09375,12.178625,12.73425,15.748625
"2898","FK126_ARATH",8.263,34.905,5.436,21.516
"2899","FK151_ARATH",6.383,3.36775,6.47175,6.32425
"2900","FK152_ARATH",5.286,12.6265,5.805,8.384
"2901","FK163_ARATH",5.9585,19.152,24.6045,5.677
"2902","FK164_ARATH",157.734,158.975,144.119,144.925
"2903","FK171_ARATH",3.0835,2.60375,4.46925,4.5755
"2904","FK172_ARATH",22.916,38.326,15.723,15.468
"2905","FK201_ARATH",12.8948,16.794,12.4632,13.9158
"2906","FK202_ARATH",21.9056666666667,15.91,24.102,19.3663333333333
"2907","FKB12_VICFA",41.2185,25.2585,47.219,49.095
"2908","FKB13_ARATH",21.84,42.964,27.322,19.034
"2909","FKB19_ARATH",16.23,26.856,20.471,17.07
"2910","FKB42_ARATH",21.562,15.204,17.733,16.562
"2911","FKB53_ARATH",14.542,5.638,14.789,11.686
"2912","FKB62_ARATH",8.0516,5.5306,12.7032,13.0504
"2913","FKB65_ARATH",3.3295,0,2.5945,15.0865
"2914","FKB70_WHEAT",25.1181428571429,19.675,35.5154285714286,30.6045714285714
"2915","FKGP_ARATH",9.68983333333333,9.14233333333333,11.0286666666667,12.455
"2916","FLA13_ARATH",3.292,39.929,8.266,5.364
"2917","FLA15_ARATH",1.8595,6.639,4.6615,4.5485
"2918","FLK_ARATH",11.3986363636364,11.1362727272727,10.3288181818182,11.0785454545455
"2919","FLOT2_ORYSJ",6.7145,5.4175,3.5385,2.658
"2920","FLP2_ORYSJ",15.506,12.277,13.282,16.64
"2921","FLP4_ORYSJ",52.2505,22.945,42.501,66.043
"2922","FLP5_ORYSJ",14.35,14.4933333333333,16.9943333333333,16.5783333333333
"2923","FLS2_ARATH",5.731,14.128,0,5.941
"2924","FLU_ARATH",16.5125,33.027,23.348,23.944
"2925","FLUG_EMENI",10.016,6.908,12.974,10.436
"2926","FLXL1_ARATH",5.6924,8.0568,8.0572,6.6582
"2927","FLXL2_ARATH",7.531,7.887,13.979,12.742
"2928","FLXL3_ARATH",9.99544444444444,10.572,8.81111111111111,10.3933333333333
"2929","FLXL4_ARATH",8.625,0,16.584,14.403
"2930","FMDA_METME",47.369,27.3296666666667,34.1086666666667,36.544
"2931","FMDA_SCHPO",4.434125,6.934625,7.78425,6.719
"2932","FMO1_ARATH",8.54766666666667,4.13566666666667,7.19966666666667,3.57266666666667
"2933","FMO2_ARATH",9.38233333333333,2.941,1.436,1.68733333333333
"2934","FMP32_YEAST",17.945,17.764,15.928,15.546
"2935","FN3KR_ORYSJ",11.9915,22.714,17.133,15.756
"2936","FNSI_PETCR",1.289,7.053,5.21,5.34
"2937","FNTA_PEA",6.928,5.713,6.154,7.602
"2938","FNTB_PEA",4.104,1.361,2.846,4.1035
"2939","FOLD1_ARATH",6.7375,1.625,5.969,7.2355
"2940","FOLD2_ARATH",11.045,0,17.364,12.233
"2941","FOLD4_ARATH",10.2293333333333,4.38266666666667,8.588,6.879
"2942","FOLH1_PIG",0,0.506,6.769,12.429
"2943","FOSB_BACLD",2.263,4.874,1.744,41.918
"2944","FPA_ARATH",13.2006,12.124,10.457,12.816
"2945","FPG_ARATH",12.668,2.658,6.184,4.807
"2946","FPGS1_ARATH",14.454,7.2735,17.5025,15.8345
"2947","FPP_SOLLC",8.17,18.528,7.661,7.602
"2948","FPP3_ARATH",11.2265,21.6165,15.692,20.187
"2949","FPP4_ARATH",2.44383333333333,8.17733333333333,4.20666666666667,1.9135
"2950","FPPS_MAIZE",12.349,17.603,14.8875714285714,23.5471428571429
"2951","FQR1_ARATH",34.4503333333333,37.1213333333333,31.1546666666667,29.7723333333333
"2952","FQRL1_ARATH",3.5755,4.9495,5.8615,3.0535
"2953","FQRL2_ARATH",7.299,12.008,7.461,15.0425
"2954","FRAY2_DICDI",12.7285,16.3845,12.13325,12.48025
"2955","FRDA_ARATH",7.697,2.399,13.62,2.951
"2956","FREE1_ARATH",8.0745,7.95133333333333,11.0631666666667,8.65383333333333
"2957","FRI1_MAIZE",18.845,10.0412307692308,23.2623846153846,22.079
"2958","FRL3_ARATH",18.11675,21.022,18.8325,21.8995
"2959","FRL4A_ARATH",30.1446,30.7706,27.552,26.6692
"2960","FRO6_ARATH",120.289272727273,166.920818181818,114.770363636364,126.835272727273
"2961","FRO7_ARATH",214.3408,255.1114,183.539,223.229
"2962","FRS10_ARATH",9.627,0,3.549,5.14
"2963","FRS2_ARATH",5.843,0,5.374,6.527
"2964","FRS3_ARATH",5.97785714285714,7.82085714285714,5.23214285714286,7.888
"2965","FRS5_ARATH",7.3765652173913,7.68186956521739,6.91613043478261,7.66934782608696
"2966","FRS6_ARATH",6.50716666666667,12.2641666666667,7.77433333333333,9.65883333333333
"2967","FRS7_ARATH",7.0995,12.4165,10.1075,9.5025
"2968","FRS8_ARATH",4.4075,10.047,3.09225,4.238
"2969","FRS9_ARATH",7.74375,9.11875,6.5125,8.0465
"2970","FRYL_HUMAN",3.821,2.83733333333333,5.186,5.921
"2971","FSH3_YEAST",7.883,0,6.482,8.999
"2972","FT_ARATH",55.394,28.5725,49.6445,56.5945
"2973","FTHS_ARATH",8.56,8.253,6.723,7.26
"2974","FTHS_SPIOL",10.2573333333333,5.025,11.4493333333333,13.7383333333333
"2975","FTRC_MAIZE",144.843,136.692,164.836,123.253
"2976","FTRV_MAIZE",17.3363333333333,22.7831111111111,13.7695555555556,15.5013333333333
"2977","FTSH1_ORYSJ",224.676714285714,370.802285714286,288.215571428571,217.145285714286
"2978","FTSH2_ORYSJ",386.326,858.1755,724.968,499.4165
"2979","FTSH4_ORYSJ",16.786,4.89,9.2765,9.2875
"2980","FTSH5_ORYSJ",24.36325,21.9635,22.63025,23.86825
"2981","FTSH6_ORYSJ",8.60875,14.49875,2.751,11.92825
"2982","FTSH7_ORYSJ",87.8535,116.53325,103.3815,114.93025
"2983","FTSH8_ORYSJ",27.173,32.229,33.4246666666667,30.1766666666667
"2984","FTSH9_ORYSJ",15.6856666666667,17.1796666666667,18.3446666666667,13.341
"2985","FTSI3_ARATH",4.579,3.39475,3.8125,3.046
"2986","FTSZ1_ARATH",5.509,7.2845,13.374,6.742
"2987","FTZ21_ARATH",9.571,2.932,6.782,4.68775
"2988","FTZ22_ARATH",3.487,8.124,5.159,3.361
"2989","FUBP1_HUMAN",8.996,6.98633333333333,7.022,9.237
"2990","FUBP2_MOUSE",9.9835,6.332,3.8715,5.399
"2991","FUBP3_HUMAN",21.933,0,13.497,12.429
"2992","FUCO1_ARATH",3.543,11.158,3.446,5.97
"2993","FUCO2_ARATH",13.545,10.851,13.1385,10.426
"2994","FUM2_ARATH",9.7285,5.557,10.6355,7.48
"2995","FUT1_ARATH",7.76533333333333,6.69633333333333,8.82333333333333,9.406
"2996","FUT1_PEA",6.167,7.3975,8.682,8.5155
"2997","FUT11_ARATH",7.6835,7.5265,7.364,9.888
"2998","FXL14_HUMAN",30.456,37.051,22.8865,24.0955
"2999","FXL14_MOUSE",15.293,5.358,6.954,7.221
"3000","FXL16_MOUSE",18.047,51.12,23.886,30.701
"3001","FXL16_RAT",19.828,5.175,9.661,9.048
"3002","FY_ARATH",8.722,25.1295,10.7485,13.6355
"3003","FYPP_PEA",28.342,34.905,37.496,38.273
"3004","FYPP3_ARATH",22.629,13.46,24.779,15.976
"3005","FYV10_EMENI",25.188,16.15,15.076,16.972
"3006","FZL_ARATH",10.192,11.29775,13.9355,10.71625
"3007","FZR2_ARATH",8.407,7.5535,7.0155,6.571
"3008","G11A_ORYSI",7.58333333333333,1.59966666666667,7.14166666666667,5.527
"3009","G11A_ORYSJ",4.721,4.906,6.974,7.055
"3010","G2OX8_ARATH",2.31233333333333,14.9416666666667,9.193,5.11366666666667
"3011","G3BP_SCHPO",8.922,7.274,8.389,11.237
"3012","G3OX_PEA",0,0,0,3.635
"3013","G3PA_MAIZE",613.090090909091,892.198909090909,794.758454545455,662.554727272727
"3014","G3PB_ARATH",2738.046,4646.724,3573.626,3356.614
"3015","G3PB_PEA",984.825,2205.50666666667,1249.6,1188.18766666667
"3016","G3PB_SPIOL",160.896,253.403,274.423,259.638
"3017","G3PC_PETHY",4.1035,4.9875,4.851,3.9425
"3018","G3PC1_MAIZE",148.4874,158.405,149.7144,161.5478
"3019","G3PC3_MAIZE",19.573,35.114,28.4455,22.3855
"3020","G3PP1_ARATH",27.182,18.227,30.009,25.962
"3021","G3PP2_ARATH",15.6315,12.051,8.3025,6.5075
"3022","G6PD_SOLTU",24.1415,28.187875,27.8235,28.216625
"3023","G6PD2_ARATH",7.8595,5.068,5.241,4.519
"3024","G6PDC_SOLTU",7.679,0,8.533,13.601
"3025","G6PDC_SPIOL",3.224,3.095,2.32466666666667,3.10066666666667
"3026","G6PDC_TOBAC",14.82,5.229,12.153,8.266
"3027","G6PI_MAIZE",46.125,50.2855,42.9065,46.2125
"3028","G6PIP_ARATH",66.508,55.8503333333333,79.936,69.528
"3029","GABP2_BOVIN",5.815,13.611,3.21,6.508
"3030","GACP2_ARATH",6.093,6.25133333333333,8.32433333333333,5.76466666666667
"3031","GACP3_ARATH",4.832,7.521,2.379,4.133
"3032","GACP4_ARATH",4.57833333333333,6.18333333333333,3.706,4.38066666666667
"3033","GACY_DICDI",11.333,15.144,6.0565,10.411
"3034","GAE4_ARATH",11.917,15.365,16.205,19.21
"3035","GAG_EIAVY",10.953,0,0,1.417
"3036","GALDH_ARATH",9.492,8.441,12.5945,9.038
"3037","GALE2_CYATE",16.976,5.611,14.0305,16.7035
"3038","GALK1_ARATH",10.415,25.554,14.964,17.168
"3039","GALM_BOVIN",13.772,7.725,8.646,8.11
"3040","GALM_RAT",0,3.314,3.19,1.387
"3041","GAM1_ORYSI",6.7465,2.6255,3.492,5.799
"3042","GAOX2_ORYSJ",16.714,9.1915,12.38925,17.62225
"3043","GAP1_ORYSJ",15.4094285714286,18.2271428571429,13.2098571428571,16.915
"3044","GAPN_MAIZE",83.745,111.546,101.751,89.494
"3045","GAPN_WHEAT",132.471,156.533,199.881,163.051
"3046","GAR2_SCHPO",13.2665,11.4055,10.015,10.1275
"3047","GAT1_ARATH",12.501,7.801,9.251,11.08
"3048","GAT18_ORYSJ",18.903,26.25625,17.515,17.59275
"3049","GAT19_ORYSJ",14.3145,14.8805,16.933,12.424
"3050","GAT20_ORYSJ",10.8631666666667,15.374,12.4578333333333,12.5023333333333
"3051","GAT21_ARATH",16.2293333333333,9.49733333333333,10.4816666666667,8.25666666666667
"3052","GAT23_ARATH",18.604,11.287,8.882,12.654
"3053","GAT26_ARATH",7.33266666666667,6.32333333333333,9.64733333333333,8.19466666666667
"3054","GATA_SORBI",6.2528,9.318,6.8904,8.0788
"3055","GATA2_ARATH",9.348,15.602,9.159,22.229
"3056","GATA5_ARATH",7.25266666666667,1.75033333333333,4.69733333333333,6.296
"3057","GATA8_ARATH",4.178,2.8945,4.8,7.182
"3058","GATB_SORBI",8.291,7.76275,12.1815,6.79825
"3059","GATC_SORBI",5.741,8.43,5.4715,6.0875
"3060","GATP1_ORYSI",9.11033333333333,11.656,3.159,4.01266666666667
"3061","GATP1_ORYSJ",14.4643333333333,9.26066666666667,8.916,13.826
"3062","GATP3_ORYSI",12.6685,4.44925,9.32775,9.50725
"3063","GATP3_ORYSJ",18.984,15.408,14.461,15.732
"3064","GATY_SALPB",7.308,0,0,0.694
"3065","GAUT4_ARATH",2.045,5.0895,0,2.096
"3066","GAUT7_ARATH",2.996,6.187,8.892,0
"3067","GAUT8_ARATH",9.571,16.871,10.318,9.351
"3068","GAUTB_ARATH",4.767,9.092,5.938,6.84
"3069","GAUTE_ARATH",3.26,12.2445,7.518,6.8545
"3070","GBA2_HUMAN",5.766,3.7955,6.23575,7.18425
"3071","GBA2_MOUSE",12.8591428571429,15.1898571428571,15.8544285714286,15.9924285714286
"3072","GBA2_RAT",12.325,16.0345,12.992,10.0815
"3073","GBB_MAIZE",12.0655,11.373,7.2355,13.885
"3074","GBF4_ARATH",8.3,8.145,8.369,4.612
"3075","GBLPA_ORYSJ",25.83975,15.20625,22.589,22.19975
"3076","GBLPB_ORYSJ",0.992,15.365,10.307,3.84
"3077","GBP1_CHLAE",23.157,15.408,18.317,22.268
"3078","GBP5_HUMAN",4.878,15.236,5.128,7.123
"3079","GBP6_PONAB",4.28475,1.97975,2.79975,3.78125
"3080","GC1_ARATH",25.5563333333333,44.5556666666667,34.611,30.2153333333333
"3081","GCA1_ARATH",27.303,18.227,32.481,26.675
"3082","GCA2_ARATH",4.65736363636364,3.81281818181818,8.42027272727273,5.65754545454545
"3083","GCAL1_ARATH",0,0,1.323,2.599
"3084","GCAL2_ARATH",9.8515,6.35075,14.14825,13.61125
"3085","GCFC2_HUMAN",5.889,0,4.133,7.221
"3086","GCH1_SOLLC",8.0335,9.655625,8.451125,8.408
"3087","GCN1_HUMAN",3.7145,14.752,1.5745,2.057
"3088","GCN1_MOUSE",11.9326666666667,7.65366666666667,8.44766666666667,7.65733333333333
"3089","GCN2_ARATH",4.118,9.603,4.559,5.3155
"3090","GCN5_ORYSJ",7.96175,5.568,6.18975,6.67375
"3091","GCP2_ARATH",3.7375,7.22333333333333,3.42733333333333,4.93283333333333
"3092","GCP4_MEDTR",6.112,7.392,2.759,4.172
"3093","GCP5_HUMAN",7.15,3.777,6.943,5.697
"3094","GCP5_MACFA",16.387,12.18,13.6,9.732
"3095","GCP5_MOUSE",7.141,8.027,9.046,7.876
"3096","GCR2_ARATH",3.209,3.379,5.21,5.413
"3097","GCS2_ARATH",10.888,4.164,13.487,7.084
"3098","GCSH_ORYSJ",7.9978,18.3432,15.017,6.701
"3099","GCSP_PEA",31.099,26.3076666666667,21.6643333333333,25.4276666666667
"3100","GCSP_SOLTU",50.785,68.97,30.635,37.169
"3101","GCSP1_ARATH",75.259,107.501,76.675,70.323
"3102","GCSP2_ARATH",12.845,27.663,9.702,12.702
"3103","GCST_FLAPR",25.012,39.682,26.599,25.7125
"3104","GCSY1_CUCME",4.85,3.002,15.825,12.507
"3105","GDAP2_DANRE",6.543,3.594,4.2,7.3035
"3106","GDAP2_DROME",12.7613333333333,13.8046666666667,11.254,12.152
"3107","GDAP2_NEMVE",6.668,5.186,7.384,8.55
"3108","GDC_MOUSE",10.9065,6.881,7.892,10.1475
"3109","GDI1_ARATH",11.0315,4.691,7.7945,4.5485
"3110","GDI2_ARATH",20.2026,11.2868,15.7166,21.1214
"3111","GDIR_ARATH",9.079,6.208,10.615,6.703
"3112","GDL13_ARATH",0,3.239,1.323,0
"3113","GDL16_ARATH",6.9695,2.9105,2.7795,5.4375
"3114","GDL2_ARATH",11.957,5.41233333333333,9.466,8.4
"3115","GDL22_ARATH",5.815,3.583,5.19,7.534
"3116","GDL28_ARATH",12.3376666666667,14.5936666666667,13.644,11.9596666666667
"3117","GDL6_ARATH",6.696,28.9616666666667,20.4783333333333,10.745
"3118","GDL62_ARATH",4.952,9.92,1.323,3.996
"3119","GDL70_ARATH",10.739,15.957,14.112,15.096
"3120","GDL71_ARATH",12.1025,15.236,10.897,11.212
