"","gene","dr7","dr8","ww8","ww9"
"6541","RIN2_ARATH",22.04,16.672,18.133,18.311
"6542","RIN4_ARATH",27.2919,23.1872,24.6352,29.4434
"6543","RING1_ARATH",18.679,13.496,14.859,17.6701
"6544","RING1_GOSHI",12.6929090909091,16.0651818181818,16.1254545454545,14.0171818181818
"6545","RING2_ARATH",15.015,13.105,15.087,14.344
"6546","RING3_ARATH",11.741,10.7363333333333,13.4936666666667,12.116
"6547","RING4_ARATH",18.6776666666667,21.0603333333333,16.5806666666667,22.7276666666667
"6548","RIO2_DICDI",11.857,12.9225,11.0355,11.212
"6549","RIOK1_HUMAN",4.51633333333333,4.11366666666667,2.78966666666667,3.521
"6550","RIPX_MAIZE",11.036,8.124,9.548,7.455
"6551","RIR2_TOBAC",18.622,24.468,35.958,24.789
"6552","RISA_YEAST",9.1675,13.842,7.9745,8.8725
"6553","RISB_ARATH",20.315,9.969,10.297,17.7345
"6554","RIT1_YEAST",5.861,12.094,1.446,8.804
"6555","RK1_ARATH",87.949,117.905333333333,73.8096666666667,82.9796666666667
"6556","RK10_TOBAC",25.638,29.498,23.43,15.878
"6557","RK11_ARATH",6.891,31.623,14.779,7.407
"6558","RK12_ORYSJ",41.3205,38.541,36.7115,30.8865
"6559","RK121_SECCE",33.841,39.284,50.573,35.069
"6560","RK13_ARATH",12.09,11.936,14.6423333333333,8.475
"6561","RK14_SACOF",2.662,9.21,3.179,4.27
"6562","RK15_ARATH",13.512,8.414,15.692,11.882
"6563","RK15_PEA",35.26,52.712,56.101,26.157
"6564","RK16_SORBI",4.721,8.436,7.948,10.338
"6565","RK17_TOBAC",17.4876666666667,12.743,20.02,16.3763333333333
"6566","RK18_ORYSJ",16.072,16.193,26.199,12.287
"6567","RK19_SPIOL",27.9612,31.567,29.1498,25.608
"6568","RK21_ARATH",32.487,48.516,63.547,40.286
"6569","RK23_SACOF",2.43,2.518,3.59,9.341
"6570","RK24_TOBAC",20.09,27.92125,24.32225,12.0305
"6571","RK27_ORYSJ",105.8035,130.015,101.033,96.231
"6572","RK28_ARATH",22.199,35.0193333333333,31.2603333333333,21.1216666666667
"6573","RK29_MAIZE",34.75,30.407,33.209,18.663
"6574","RK3_TOBAC",41.5416666666667,45.6966666666667,35.9713333333333,26.9846666666667
"6575","RK31_ARATH",120.795333333333,189.142,127.757,129.516333333333
"6576","RK32_SORBI",2.291,3.594,3.364,10.201
"6577","RK34_SPIOL",9.2625,13.34725,7.3485,7.63575
"6578","RK35_ARATH",58.8025,121.058,73.7875,72.6435
"6579","RK3A_ARATH",42.633,69.433,70.952,36.661
"6580","RK3B_ARATH",7.818,6.832,6.359,7.7
"6581","RK4_TOBAC",17.695,35.023,25.9735,18.111
"6582","RK5_ORYSJ",38.2785,35.378,34.645,25.2095
"6583","RK6_ARATH",24.015,45.062,30.204,20.099
"6584","RK9_WHEAT",22.863,31.055,23.96825,20.30675
"6585","RKIN1_SECCE",12.9655,18.372,17.374,17.534
"6586","RKM3_YEAST",3.6165,1.404,2.005,0.5815
"6587","RKP_ARATH",11.863,11.5897142857143,12.3921428571429,12.6787142857143
"6588","RKS1_ARATH",11.4038888888889,5.56622222222222,8.62544444444444,5.70866666666667
"6589","RL10_MAIZE",80.657,64.9835,77.485,70.992
"6590","RL101_ORYSJ",19.494,24.796,13.789,18.7895
"6591","RL11_ORYSJ",13.3048461538462,12.8379230769231,9.72438461538461,11.3706153846154
"6592","RL111_ARATH",12.149,14.203,8.954,17.49
"6593","RL12_PRUAR",2.819,0,1.785,3.654
"6594","RL121_ARATH",9.4445,6.4591875,8.0586875,7.893125
"6595","RL123_ARATH",1.7805,4.304,0.59,3.9135
"6596","RL13_AQUAE",13.818,8.758,17.333,13.64
"6597","RL132_BRANA",46.802,33.1025,39.014,41.6395
"6598","RL141_ARATH",62.554,40.763,57.4855,67.3425
"6599","RL142_ARATH",16.1555,19.647,40.7625,16.689
"6600","RL15_BRASO",9.589,2.711,10.307,5.599
"6601","RL151_ARATH",22.632,20.9596666666667,20.6896666666667,27.1796666666667
"6602","RL17_MAGMM",35.835,19.012,47.24,26.353
"6603","RL17_MAIZE",22.18825,16.3265,17.914875,20.2105
"6604","RL172_HORVU",11.083,19.733,13.62,13.445
"6605","RL18_ALISL",2.323,8.4305,2.21,5.081
"6606","RL18_GRABC",18.177,16.559,10.728,11.481
"6607","RL18_RHIL3",15.005,7.112,12.03,4.485
"6608","RL18_VIBF1",11.806,4.411,11.241,5.149
"6609","RL182_ARATH",23.9365,19.6955,9.441,27.4715
"6610","RL183_ARATH",114.322,67.819,98.838,94.809
"6611","RL18A_ORYSJ",24.8545714285714,15.4908571428571,22.2001428571429,26.636
"6612","RL191_ARATH",12.479,9.14585714285714,14.7762857142857,14.827
"6613","RL192_ARATH",23.6195,20.6228333333333,20.7516666666667,21.5128333333333
"6614","RL1D1_PONAB",4.183,2.604,4.954,9.673
"6615","RL20_RHOCS",10.174,16.043,13.733,15.839
"6616","RL211_ARATH",35.7023333333333,21.039,39.7356666666667,36.6126666666667
"6617","RL212_ARATH",18.228,27.2705,22.39425,24.55225
"6618","RL22_SINMW",9.766,12.094,14.471,7.553
"6619","RL222_ARATH",18.7111428571429,24.4247142857143,22.4067142857143,25.818
"6620","RL223_ARATH",29.965,1.851,16.512,4.827
"6621","RL23_ARATH",25.9088888888889,22.587,25.8704444444444,25.9206666666667
"6622","RL23_TOBAC",13.772,4.745,0,9.507
"6623","RL23A_DAUCA",28.9854285714286,14.7285714285714,27.0774285714286,21.8467142857143
"6624","RL24_EXISA",7.456,2.324,5.497,16.22
"6625","RL24_HORVU",55.41975,58.1135,51.8395,55.055
"6626","RL24_RHOCS",15.005,14.214,15.466,14.969
"6627","RL25_MARMM",18.659,6.079,5.825,1.27
"6628","RL25_PELUB",4.767,12.374,8.205,9.165
"6629","RL261_ARATH",22.17225,10.851,20.202,17.52675
"6630","RL27_NOVAD",22.944,10.534,18.071,23.48
"6631","RL27_PEA",34.156,0,32.471,34.003
"6632","RL273_ARATH",45.16,30.4825,51.5625,49.2365
"6633","RL28_MAGMM",8.4715,3.5345,12.7175,8.413
"6634","RL281_ARATH",33.4996666666667,21.1751666666667,29.1376666666667,29.613
"6635","RL291_ARATH",45.74,18.044,44.47,35.381
"6636","RL292_ARATH",21.3465,16.71,29.63775,24.064
"6637","RL3_ORYSJ",20.9437692307692,17.358,20.5128461538462,20.6876153846154
"6638","RL30_MAIZE",22.421,23.4692,24.2434,19.3292
"6639","RL31_NICGU",9.33,11.757,12.516,12.3503333333333
"6640","RL31_PERFR",49.964,20.5405,34.7835,37.9215
"6641","RL31_PICMA",114.962,33.065,80.818,67.616
"6642","RL321_ARATH",12.9812,10.4764,14.4796666666667,12.7128666666667
"6643","RL33_MAGSA",1.855,37.433,2.749,11.95
"6644","RL34_PSYWF",10.628,0,4.831,19.914
"6645","RL34_TOBAC",27.7726666666667,20.5978333333333,28.536,28.9176666666667
"6646","RL354_ARATH",20.4586666666667,12.13,15.3858333333333,15.5848333333333
"6647","RL36_SYNY3",28.75,18.668,20.717,27.173
"6648","RL361_ARATH",93.446,61.352,99.648,104.014
"6649","RL362_ARATH",23.385,29.256,15.7585,15.878
"6650","RL36A_ARATH",16.6935,14.558,9.082,15.4235
"6651","RL373_ARATH",20.106,30.77825,23.384,24.7235
"6652","RL37A_ORYSJ",16.0684,11.6776,14.2251,14.6293
"6653","RL38_ARATH",21.3443333333333,18.1211666666667,26.2096666666667,24.125
"6654","RL39_MAIZE",37.347,25.963,45.185,41.9926666666667
"6655","RL393_ORYSJ",12.613,24.79,10.502,17.793
"6656","RL4_PRUAR",19.707,11.642,33.363,18.125
"6657","RL4_RHOCS",9.209,9.146,14.923,15.38
"6658","RL4_SPHWW",11.092,6.843,14.851,15.8
"6659","RL40B_ORYSJ",46.6152,32.8624,50.3802,47.1634
"6660","RL44_GOSHI",17.503625,9.078625,19.4405,18.523625
"6661","RL4A_ARATH",18.562125,10.506875,16.09175,14.087625
"6662","RL51_ORYSI",25.142,0.118,13.918,17.979
"6663","RL51_ORYSJ",14.7225833333333,13.89525,11.3835,12.012
"6664","RL6_MESCR",14.0678888888889,13.9027777777778,15.26,10.4907777777778
"6665","RL7_LIBAF",12.659,6.52,7.836,12.263
"6666","RL7_PROM1",5.963,15.365,10.307,3.84
"6667","RL71_ARATH",6.381,6.079,4.513,4.407
"6668","RL72_ARATH",24.785,19.7065,25.3325,23.055
"6669","RL73_ARATH",10.619,21.369,9.764,17.686
"6670","RL74_ARATH",55.0325,41.398,51.496,48.1035
"6671","RL7A_ORYSJ",25.4945,23.0921666666667,27.1051666666667,25.1201666666667
"6672","RL8_SOLLC",26.3603333333333,15.9533333333333,20.3686666666667,21.454
"6673","RL9_ORYSJ",30.6547142857143,31.5444285714286,32.2055714285714,28.124
"6674","RL9_SOLUE",26.338,24.984,24.327,18.809
"6675","RLA0_MAIZE",44.52275,35.26775,37.109,35.2835
"6676","RLA1_MAIZE",24.1756,18.9416,15.7944,20.3806
"6677","RLA2A_MAIZE",43.2143333333333,33.7893333333333,34.857,48.38
"6678","RLA2B_MAIZE",206.274,69.078,154.785,181.801
"6679","RLA3_MAIZE",36.0855,25.1885,41.824,30.8915
"6680","RLF_ARATH",14.579,7.919,12.728,9.419
"6681","RLGP1_ORYSJ",13.577,3.486,3.364,1.466
"6682","RLGP2_ORYSJ",4.81033333333333,6.03633333333333,5.911,11.6083333333333
"6683","RLK1_ARATH",8.00033333333333,7.29433333333333,6.6514,6.83993333333333
"6684","RLK5_ARATH",7.716,13.6,9.836,11.413
"6685","RLMI_CROS8",3.515,8.307,2.574,8.911
"6686","RLMN_GEOMG",11.676,10.91,11.6,14.364
"6687","RLMN_SHELP",7.3685,5.6275,4.364,8.33
"6688","RLMN_SYNJA",9.07,9.426,5.569,1.935
"6689","RLMN_TRIEI",3.32,2.582,14.697,6.381
"6690","RLMN2_PARUW",4.618,14.386,10.215,1.974
"6691","RLP12_ARATH",6.78175,4.71825,7.128,8.2345
"6692","RLP2_ARATH",13.141,0,15.292,22.962
"6693","RLP24_ARATH",8.4766,2.5738,8.5864,7.0842
"6694","RLT1_ARATH",9.96483333333333,15.123,10.8083333333333,11.1523333333333
"6695","RLT2_ARATH",14.832,12.8008571428571,13.5262857142857,13.1491428571429
"6696","RLT3_ARATH",9.121,2.8675,4.769,4.143
"6697","RLUB_BACSU",5.583,10.329,3.323,14.461
"6698","RLUB_BUCAI",3.135,9.092,10.277,4.602
"6699","RM02_ORYSJ",11.894,5.751,3.374,8.2225
"6700","RM04_SCHPO",12.335,0,9.313,6.664
"6701","RM05_ARATH",8.272,14.44,15.394,15.096
"6702","RM06_MARPO",18.326,8.984,13.107,7.211
"6703","RM19_SCHPO",9.97,13.138,7.672,10.465
"6704","RM41A_XENLA",8.634,0,19.364,4.514
"6705","RM46_PONAB",12.891,15.698,12.646,10.924
"6706","RM51_SCHPO",19.68,14.709,16.266,18.145
"6707","RMA1_ARATH",16.406,18.787,16.502,12.829
"6708","RMA3_ARATH",4.248,9.834,9.456,2.746
"6709","RMD1_YEAST",15.256,20.035,21.046,23.695
"6710","RMD5A_XENTR",9.186,7.0315,7.1075,7.0205
"6711","RMD5B_MOUSE",13.234,15.967,14.143,10.318
"6712","RMLCD_ARATH",6.0425,7.08,8.0715,7.25
"6713","RMR1_ORYSJ",10.5464,15.2334,12.2376,10.0114
"6714","RMR2_ORYSJ",14.769,13.5625,15.379,11.364
"6715","RMT2_YARLI",9.562,6.402,2.01,11.334
"6716","RN126_XENTR",9.098,11.459,5.333,9.224
"6717","RN141_CHICK",8.885,10.684,5.046,7.348
"6718","RN141_DANRE",13.744,18.894,15.692,12.058
"6719","RN167_MOUSE",7.299,17.183,7.548,8.716
"6720","RN170_DANRE",5.657,0,0,0
"6721","RN170_XENTR",9.3435,7.139,8.3025,13.7725
"6722","RN217_HUMAN",8.254,5.132,1.22,6.351
"6723","RN217_XENLA",14.699,20.357,23.569,23.548
"6724","RNAAM_HAEIN",4.062,4.272,9.887,10.26
"6725","RNC1_MAIZE",11.56,6.4425,3.46925,6.37075
"6726","RNE_ARATH",6.5895,13.471,5.615,8.9405
"6727","RNF10_MOUSE",12.6495,11.4535,6.7075,11.271
"6728","RNF10_RAT",2.368,4.831,3.18266666666667,3.54366666666667
"6729","RNF10_XENLA",14.4815,12.0075,10.471,9.932
"6730","RNF12_HUMAN",11.203,9.662,2.759,6.175
"6731","RNF14_MOUSE",11.908,6.94,11.62,3.908
"6732","RNF25_HUMAN",23.297,22.423,21.64,25.17
"6733","RNF4_HUMAN",6.26933333333333,4.46166666666667,8.34533333333333,5.30866666666667
"6734","RNF44_DANRE",0,12.74,7.548,0
"6735","RNF5_CAEEL",12.5786666666667,16.502,10.9093333333333,11.8753333333333
"6736","RNF5_HUMAN",23.324,11.771,23.24,20.119
"6737","RNF5_RAT",9.144,0,11.169,6.449
"6738","RNF6_MOUSE",11.212,12.374,5.825,5.882
"6739","RNF8A_XENLA",8.4255,19.276,7.841,6.2535
"6740","RNFT2_HUMAN",8.16657142857143,8.40185714285714,9.28628571428571,8.14357142857143
"6741","RNFT2_MOUSE",5.356,11.4375,7.564,10.8215
"6742","RNG1A_ARATH",4.744,0,6.774,4.319
"6743","RNG1L_ARATH",14.8736,11.6678,11.4356,12.2354
"6744","RNGB_DICDI",16.2575,15.123,14.092,15.8385
"6745","RNH1_BACHD",10.03,6.203,9.7995,4.358
"6746","RNH1_CRIFA",6.65,11.534,8.718,0
"6747","RNH2B_XENLA",5.193,13.891,1.097,6.644
"6748","RNHX1_ARATH",2.70325,4.589,2.318,4.11625
"6749","RNJ_CORGL",9.07,13.186,4.472,3.1025
"6750","RNJ1_STAAW",8.987,2.787,9.313,13.875
"6751","RNLX_SOLLC",405.1665,411.267,449.67125,460.14875
"6752","RNO_DROME",15.534,11.97,10.728,12.737
"6753","RNP1_ARATH",12.5380454545455,11.2928636363636,11.1800909090909,11.6928181818182
"6754","RNR1_ARATH",7.858,12.069,9.81833333333333,6.612
"6755","RNS2_ARATH",23.1805,16.667,21.117,14.686
"6756","RNS3_ARATH",399.518333333333,427.653,743.420666666667,585.280333333333
"6757","RNZ2_MOUSE",5.09133333333333,5.172,4.79966666666667,1.531
"6758","RNZC_ARATH",3.255,5.068,6.01,2.081
"6759","RNZN_ARATH",8.421,3.766,11.487,3.058
"6760","ROC1_NICSY",95.4535,27.0235,77.3825,61.3385
"6761","ROC1_ORYSJ",18.82175,10.41,13.54575,14.38325
"6762","ROC1_SPIOL",8.0825,16.2635,10.538,10.7625
"6763","ROC2_NICSY",14.463,14.3965,5.1435,10.0595
"6764","ROC2_ORYSJ",10.6401428571429,7.74857142857143,9.19528571428572,10.0725714285714
"6765","ROC3_NICSY",33.4655,42.797,43.7575,29.841
"6766","ROC4_NICSY",54.4575,65.00775,56.7855,45.48975
"6767","ROC5_NICSY",24.029,45.8043333333333,33.004,29.0786666666667
"6768","ROC5_ORYSJ",8.563,4.44,5.56566666666667,5.26
"6769","ROC6_ORYSJ",17.5776666666667,5.326,6.366,6.90833333333333
"6770","ROG1_YEAST",4.584,3.809,5.93385714285714,4.06342857142857
"6771","ROMT_VITVI",2.161,16.688,8.031,1.397
"6772","ROS1_ARATH",7.883,4.08166666666667,4.089,2.41366666666667
"6773","RP25L_HUMAN",11.435,12.46,9.661,8.911
"6774","RP25L_MOUSE",66.319,49.602,59.773,58.783
"6775","RP44A_ARATH",8.67825,7.34875,7.95375,7.4285
"6776","RP45C_ARATH",12.121,13.6,8.113,15.526
"6777","RP6L1_ARATH",15.182,2.937,4.215,12.224
"6778","RP6L2_ARATH",5.369625,3.361125,3.674375,6.304875
"6779","RP8L2_ARATH",6.58466666666667,4.953,8.803,9.77733333333333
"6780","RP8L3_ARATH",10.939,6.526,8.6765,9.3215
"6781","RP8L4_ARATH",15.6992,5.1322,8.9414,7.2796
"6782","RPAC1_DICDI",6.909,10.5555,6.7075,8.33
"6783","RPAC2_XENLA",8.138,3.637,7.1125,3.2245
"6784","RPAC2_YEAST",10.22,2.281,10.759,11.198
"6785","RPAP2_ORYSJ",8.122,11.16875,9.88425,6.356
"6786","RPAP3_CHICK",17.5235,6.3105,12.784,6.7465
"6787","RPAP3_MOUSE",25.04,15.526,22.943,20.666
"6788","RPB2_SOLLC",8.368625,7.174125,7.756125,8.377625
"6789","RPB5A_ARATH",17.3425,23.6555,16.666,25.0825
"6790","RPB7_SOYBN",44.562,67.378,42.737,55.813
"6791","RPB8A_ARATH",7.2105,0,11.7585,3.4005
"6792","RPB8B_ARATH",17.695,26.372,34.05,25.61
"6793","RPB9A_ARATH",12.996,14.7196666666667,14.7893333333333,9.87533333333333
"6794","RPB9B_ARATH",13.781,9.985,7.774,13.465
"6795","RPC1_DICDI",11.889,1.7645,6.6715,9.708
"6796","RPC10_HUMAN",14.996,16.269,12.707,10.269
"6797","RPC3_DANRE",7.271,15.247,5.682,6.762
"6798","RPC4_MOUSE",16.072,10.028,12.297,8.53
"6799","RPC4_YEAST",17.009,16.538,11.764,16.445
"6800","RPD1_ARATH",10.1438888888889,8.45,10.7393333333333,8.62133333333333
"6801","RPD2B_ARATH",7.688,0,5.046,8.774
"6802","RPD6A_ARATH",15.44025,16.395125,15.800875,16.894125
"6803","RPE_ORYSJ",355.114,707.216,470.971,484.99
"6804","RPE1_ORYSJ",6.937,4.863,5.067,8.765
"6805","RPE5A_ARATH",8.022,0,10.236,14.862
"6806","RPF1_MOUSE",10.7675,11.583,12.5895,9.971
"6807","RPF1_XENLA",9.404,10.362,16.235,12.81
"6808","RPF2_ORYSJ",10.438,8.242,14.138,6.771
"6809","RPI2_ARATH",18.1986666666667,8.812,8.13966666666667,11.6536666666667
"6810","RPI3_ARATH",69.115,140.4735,105.176,88.8685
"6811","RPI4_ARATH",8.15711111111111,11.5153333333333,11.6668888888889,9.24777777777778
"6812","RPK2_ARATH",11.55075,9.907,9.6535,10.05425
"6813","RPM1_ARATH",9.98247222222222,7.11133333333333,7.44738888888889,9.45441666666667
"6814","RPN13_ARATH",7.17814285714286,10.4724285714286,7.38457142857143,7.29642857142857
"6815","RPN2_ORYSJ",9.79214285714286,8.34342857142857,7.28471428571429,8.48985714285714
"6816","RPO1B_TOBAC",4.141,12.729,6.9745,14.8035
"6817","RPO2A_TOBAC",6.464,0,3.805,8.247
"6818","RPO2B_TOBAC",2.467,0,0,3.107
"6819","RPOC2_SORBI",23.723,5.886,30.932,21.995
"6820","RPOT3_NICSY",8.56,8.199,8.215,7.299
"6821","RPP1_ARATH",2.374,1.496,4.174,6.029
"6822","RPP13_ARATH",15.3634666666667,8.04246666666667,11.5891,13.062
"6823","RPP25_HUMAN",2.328,8.247,1.846,5.7355
"6824","RPP29_MOUSE",10.099,0,9.948,11.882
"6825","RPP8_ARATH",14.878,8.7185,15.47125,12.2505
"6826","RPR1A_CHICK",7.289,4.046,4.39,4.886
"6827","RPR1A_MOUSE",17.463,7.101,20.01,12.106
"6828","RPS2_ARATH",5.518,4.07066666666667,6.43066666666667,3.83333333333333
"6829","RPT2_ARATH",42.9983703703704,35.4613703703704,30.8738518518519,28.922037037037
"6830","RPT3_ARATH",14.8136666666667,14.271,11.1823333333333,13.051
"6831","RQSIM_ARATH",4.28466666666667,4.53,6.34166666666667,4.589
"6832","RR1_SPIOL",34.0546,57.9952,36.036,33.7692
"6833","RR10_MESCR",28.5333333333333,43.0426666666667,28.4673333333333,26.968
"6834","RR13_SPIOL",17.3426,21.0976,17.784,14.6022
"6835","RR15_MAIZE",5.546,6.843,1.651,5.745
"6836","RR16_SORBI",4.377,10.222,10.41,13.631
"6837","RR17_MAIZE",75.435,116.754,109.679,73.059
"6838","RR18_MAIZE",10.582,11.782,4.461,11.608
"6839","RR2_MAIZE",4.646,0,8.656,9.038
"6840","RR2_SORBI",0,2.227,6.318,5.482
"6841","RR20_ARATH",20.0256666666667,19.217,23.493,13.4743333333333
"6842","RR21_SPIOL",76.827,126.233,104.335,79.029
"6843","RR3_SORBI",2.824,7.58,0.354,1.021
"6844","RR4_SORBI",5.564,1.937,4.543,3.156
"6845","RR5_ARATH",23.918,49.129,64.408,23.617
"6846","RR5_SPIOL",30.382,39.682,37.804,26.695
"6847","RR6_ARATH",13.661,13.8836666666667,20.071,17.6206666666667
"6848","RR7_SORBI",12.01,7.134,8.636,8.442
"6849","RR9_ARATH",22.1866666666667,43.7453333333333,30.854,19.347
"6850","RRA2_ARATH",5.62,5.014,13.815,4.759
"6851","RRA3_ARATH",9.22166666666667,5.53066666666667,7.49733333333333,9.04166666666667
"6852","RRAA1_ARATH",0,67.135,10.7845,0.987
"6853","RRAA2_ARATH",13.001,31.2215714285714,13.7944285714286,14.0118571428571
"6854","RRF_BACHD",7.92,12.481,10.359,7.006
"6855","RRFC_ORYSJ",8.879,11.5086,12.3504,8.2762
"6856","RRN3_HUMAN",33.5955,17.592,24.9425,24.5155
"6857","RRN3_MOUSE",33.164,36.605,30.932,36.505
"6858","RRP12_HUMAN",10.925,1.184,9.364,6.185
"6859","RRP12_YEAST",6.974,1.689,9.446,6.136
"6860","RRP2_SPIOL",15.083,23.901,13.3876666666667,13.572
"6861","RRP3_HORVU",69.648,94.159,85.208,58.891
"6862","RRP36_NEMVE",15.887,5.412,12.102,9.537
"6863","RRP4_ARATH",8.959,1.872,2.636,4.563
"6864","RRP41_ARATH",5.37775,6.21925,3.39725,5.89325
"6865","RRP5_ARATH",6.1394,3.4454,5.3722,4.0568
"6866","RRP7A_MOUSE",5.7545,3.147,2.2,3.1755
"6867","RRP8_ARATH",2.059,1.501,0.6925,6.903
"6868","RRS1_ARATH",13.995,13.127,17.507,11.647
"6869","RRT15_YEAST",2.337,57.36,3.426,1.182
"6870","RS1_STAAN",14.774,10.308,17.887,19.23
"6871","RS10_ORYSJ",33.216,20.405,27.7098,25.2974
"6872","RS11_EUPES",7.90142857142857,5.27528571428571,7.37971428571429,7.24585714285714
"6873","RS11_MAIZE",30.422,19.0016666666667,32.132,33.635
"6874","RS11_SOYBN",3.227,6.639,4.79,6.947
"6875","RS12_HORVU",20.1945,22.217625,24.081375,24.34225
"6876","RS13_MAIZE",32.0976666666667,30.174,25.818,29.463
"6877","RS131_ORYSJ",30.799,13.116,22.676,21.457
"6878","RS141_MAIZE",30.3756666666667,40.6,33.7733333333333,32.88
"6879","RS142_MAIZE",12.0055,5.891,13.574,13.9145
"6880","RS15_ALKOO",8.073,3.8145,10.9175,10.9
"6881","RS15_ORYSJ",9.6886,7.3113,7.3589,8.6543
"6882","RS16_ORYSJ",7.41514285714286,4.89271428571429,7.14428571428571,7.01828571428571
"6883","RS16_ROSS1",25.42,51.41,25.251,39.681
"6884","RS173_ARATH",40.917,36.766,42.788,37.326
"6885","RS174_ARATH",0.853,1.56,1.323,1.866
"6886","RS18_ARATH",28.0356,21.9046,26.1446,26.255
"6887","RS18_THET8",9.014,13.998,10.892,7.231
"6888","RS19_ORYSJ",38.46875,19.9995,28.979,31.1405
"6889","RS1A_SYNY3",33.081,61.331,49.065,35.508
"6890","RS20_ORYSJ",14.7841428571429,10.6614285714286,14.3482857142857,13.4855714285714
"6891","RS201_ARATH",20.6535,7.08,22.6555,28.4295
"6892","RS21_MAIZE",47.6316666666667,43.9033333333333,42.1866666666667,47.1813333333333
"6893","RS23_ARATH",12.7222,7.4264,13.8416,9.0618
"6894","RS23_EUPES",21.5623333333333,21.1536666666667,19.2713333333333,16.3113333333333
"6895","RS23_FRAAN",23.62125,20.26325,22.49675,22.9205
"6896","RS24_ARATH",58.863,57.554,53.219,58.089
"6897","RS241_ARATH",58.89,52.002,64.254,65.574
"6898","RS242_ARATH",28.8215,20.059,25.26075,25.29475
"6899","RS252_ARATH",16.541,15.863,12.9725714285714,10.8724285714286
"6900","RS26_ORYSJ",46.1665,38.111,39.9715,39.244
"6901","RS27_HORVU",34.1008,18.6446,32.998,30.3394
"6902","RS27A_MAIZE",57.295,49.678,47.804,55.842
"6903","RS28_MAIZE",16.6531111111111,16.6272222222222,16.4703333333333,19.7365555555556
"6904","RS29_WHEAT",25.9182857142857,14.8345714285714,24.7744285714286,21.2968571428571
"6905","RS30_ARATH",42.9946,22.451,33.156,31.082
"6906","RS32_ARATH",13.781,27.792,22.41,28.473
"6907","RS33_ARATH",35.2604,28.2788,34.442,36.6574
"6908","RS3A_ORYSJ",19.5187777777778,14.1825555555556,17.114,18.6693333333333
"6909","RS4_MAIZE",24.7591428571429,24.0341428571429,21.9585714285714,26.9557142857143
"6910","RS40_ARATH",13.4226666666667,17.8466666666667,13.658,8.162
"6911","RS5_ALTMD",9.599,5.208,8.4,8.638
"6912","RS5_CICAR",34.379,27.749,30.614,38.703
"6913","RS5_NICPL",32.01,32.048,49.291,42.143
"6914","RS51_ARATH",36.7535,39.069,25.8765,39.3625
"6915","RS6_ASPOF",21.5662857142857,23.404,21.0425714285714,22.4637142857143
"6916","RS6_COXBN",18.02,25.35,17.384,26.001
"6917","RS62_ARATH",1.484,0,4.513,0
"6918","RS7_HORVU",10.749,0,7.979,2.775
"6919","RS7_ORYSJ",34.4485,23.015,45.5985,37.3015
"6920","RS7_SECCE",14.873375,15.00175,17.87,14.589625
"6921","RS8_MAIZE",25.067875,26.420625,25.030125,25.839875
"6922","RS8_ORYSJ",41.131,24.844,55.188,35.909
"6923","RS9_RHOS5",1.994,1.237,7.0715,1.534
"6924","RS91_ARATH",12.789,39.886,31.066,19.249
"6925","RS92_ARATH",28.6318571428571,22.9551428571429,29.4791428571429,27.3395714285714
"6926","RSC5_DICDI",12.8632,15.1942666666667,15.7827333333333,17.3240666666667
"6927","RSGA_MICAN",7.716,4.046,6.902,6.517
"6928","RSH1_ORYSJ",32.0566,29.4624,33.6566,31.117
"6929","RSH2_ORYSJ",14.9844285714286,21.4378571428571,18.244,16.163
"6930","RSH3_ORYSJ",18.48,11.4303333333333,6.827,7.742
"6931","RSH3C_ARATH",12.474,16.592,15.753,20.001
"6932","RSLE1_ORYSJ",12.9114,8.4422,6.1906,10.8948
"6933","RSLE2_ORYSJ",12.5841538461538,10.5188461538462,13.4843846153846,12.5176153846154
"6934","RSLE3_ORYSJ",10.0873333333333,6.09,7.70233333333333,6.17866666666667
"6935","RSLE4_ORYSJ",5.082,26.351,9.548,14.217
"6936","RSMB_BACSU",8.31,4.616,5.733,1.857
"6937","RSMF_SHEWM",7.614,0,8.092,2.814
"6938","RSMH_DESHY",3.923,12.159,5.825,6.332
"6939","RSSA_SOYBN",0,5.961,1.497,11.188
"6940","RSSA_VITVI",12.8606363636364,9.02545454545455,10.9620909090909,9.86181818181818
"6941","RST1_ARATH",7.688,9.508,10.7106666666667,6.488
"6942","RST1_AVESA",11.268,3.54,9.292,9.693
"6943","RST3_AVESA",5.286,6.246,12.3485,7.6705
"6944","RSZ21_ORYSJ",14.31,7.5105,17.302,10.1765
"6945","RSZ32_ARATH",12.4938,16.4388,12.047,14.1232
"6946","RSZ33_ARATH",20.477,23.0068,17.9772,18.3052
"6947","RT10_ARATH",5.462,4.272,13.077,21.799
"6948","RT10_PEA",11.333,14.133,7.3945,7.1915
"6949","RT11_ARATH",3.95066666666667,8.16633333333333,4.92633333333333,3.573
"6950","RT13_MAIZE",5.537,4.928,7.005,3.039
"6951","RT19_PETHY",4.785,6.682,14.041,11.481
"6952","RT31_ORYSJ",6.821,4.578,2.5025,4.6465
"6953","RT4I1_BOVIN",17.259,25.996,32.225,21.467
"6954","RTE1_ARATH",3.125,0,9.282,8.071
"6955","RTF2_DICDI",0.844,8.0485,5.415,0
"6956","RTF2_PIG",4.6045,1.458,4.1435,5.379
"6957","RTJK_DROME",60.977,128.773,65.813,90.266
