"","gene","adr7","adr8","aww7","aww8"
"1","11S2_SESIN",13.154,14.008,12.137,13.525
"2","12KD_FRAAN",288.875,803.059,302.158,480.797
"3","13S2_FAGES",2.983,16.203,3.928,13.799
"4","14331_MAIZE",186.582,269.014,233.625,275.577
"5","14331_ORYSJ",31.013,74.322,63.848,65.807
"6","14332_MAIZE",97.52075,122.2665,112.7055,125.083
"7","14333_ORYSJ",39.6245454545455,42.3927272727273,43.9924545454545,56.9786363636364
"8","14334_ORYSJ",77.51525,67.06075,85.18925,73.005
"9","14337_SOLLC",9.168,2.763,6.416,6.009
"10","14338_ORYSJ",17.288,16.985,16.449,18.703
"11","1A112_ARATH",10.58125,14.21125,16.14075,14.48675
"12","1MMP_ARATH",7.73233333333333,11.8693333333333,6.461,8.68066666666667
"13","21KD_DAUCA",17.763,44.3503333333333,34.6363333333333,22.2486666666667
"14","2A5A_ARATH",6.913,6.393,7.173,12.693
"15","2A5B_ARATH",5.4954,6.0612,4.2372,4.2124
"16","2A5G_ARATH",5.926,7.523,6.59975,7.50175
"17","2A5N_ARATH",6.07828571428571,8.55514285714286,6.78914285714286,5.236
"18","2A5Z_ARATH",5.809,8.053,6.602,2.897
"19","2AAB_ARATH",14.2756,13.8468,14.7702,15.8506
"20","2AAG_ARATH",10.328,11.304,9.1055,12.2775
"21","2AB2A_ARATH",3.056,1.381,3.918,3.298
"22","2AB2D_ARATH",4.09933333333333,3.69816666666667,3.569,3.9065
"23","2ABA_ORYSJ",19.658,14.8965,20.7865,20.8655
"24","2ABB_ARATH",3.9784,4.5858,4.4732,2.8578
"25","2ABB_ORYSI",2.26133333333333,5.04766666666667,7.39366666666667,3.435
"26","2ABB_ORYSJ",7.6895,7.56033333333333,5.7455,7.0465
"27","2MMP_ARATH",4.2805,4.8135,4.493,4.4485
"28","2NPD_STAAW",7.935,8.632,2.322,7.164
"29","3AT_PERFR",5.302,3.277,2.342,5.51
"30","3HBH_KLEOX",8.345,3.5235,5.333,7.8295
"31","3HID1_ARATH",6.775,9.1282,5.879,9.5284
"32","3HID2_ARATH",19.488,7.978,6.727,17.822
"33","3MAT_DAHPI",8.6205,7.507,7.359,7.908
"34","3MG_ARATH",2.614,2.003,0,0.851
"35","4CGT_ANTMA",20.647,13.322,12.552,9.532
"36","4CL1_ORYSJ",3.2955,5.5045,3.7365,4.903
"37","4CL2_ORYSJ",22.28575,59.61775,55.108,35.42075
"38","4CL3_ORYSJ",5.40263636363636,16.0627272727273,12.9760909090909,10.2592727272727
"39","4CL4_ORYSJ",7.465,8.267,7.826,8.789
"40","4CLL1_ORYSJ",15.83,15.3066666666667,16.5213333333333,13.8906666666667
"41","4CLL4_ORYSJ",8.153,5.73666666666667,4.41866666666667,5.48733333333333
"42","4CLL5_ORYSJ",6.37466666666667,7.9695,8.259,6.2605
"43","4CLL6_ORYSJ",12.685,6.747,13.64,10.139
"44","4CLL7_ORYSJ",4.225,6.415,4.187,2.946
"45","4CLL9_ARATH",4.29266666666667,3.06283333333333,5.61633333333333,4.35683333333333
"46","4CLLA_ARATH",4.3965,6.1611,4.0269,3.5398
"47","5BPOR_DIGLA",10.58,13.6863333333333,11.2703333333333,12.5926666666667
"48","5FCL_ARATH",5.9555,3.9035,6.8045,8.8915
"49","5FCLL_ARATH",2.40025,2.890125,3.610875,3.259125
"50","5MAT_ARATH",5.1045,6.8535,1.886,5.417
"51","5NG4_PINTA",7.02666666666667,1.62766666666667,6.136,5.92433333333333
"52","5NTC_DICDI",11.2075,8.546,8.033,10.384
"53","5NTC_MOUSE",33.544,38.264,56.903,39.999
"54","5NTC_XENLA",23.888,13.793,24.565,20.777
"55","6DCS_SOYBN",7.585,0.985,8.769,5.676
"56","6HN3M_PSEPK",1.137,7.4325,1.4925,0.4305
"57","6PGD1_ORYSJ",16.8615454545455,17.0430909090909,16.6036363636364,19.2907272727273
"58","6PGD2_ORYSJ",31.939,20.2333333333333,43.253,25.8046666666667
"59","6PGL1_ORYSI",4.879,0,6.758,0.636
"60","6PGL1_ORYSJ",5.1,11.984,3.545,7.673
"61","6PGL4_ORYSI",35.183,27.533,52.923,52.056
"62","708A6_MAIZE",5.882,2.003,2.902,4.267
"63","A1CF_HUMAN",57.441,34.323,37.749,39.686
"64","A1CF_PONAB",11.8425,8.08,9.5355,9.567
"65","A2965_ARTBC",7.921,18.5805,12.5985,4.9865
"66","A60DA_DROME",22.5373333333333,35.6363333333333,30.1306666666667,25.612
"67","AAAS_ARATH",13.3565,11.898,8.24,10.4135
"68","AAE1_ARATH",15.8332857142857,9.47314285714286,11.1572857142857,13.089
"69","AAE11_ARATH",7.50516666666667,5.85783333333333,7.75633333333333,8.009
"70","AAE13_ARATH",5.188,4.0694,4.8238,4.3806
"71","AAE16_ARATH",4.86641666666667,4.364,5.15216666666667,4.52083333333333
"72","AAE17_ARATH",4.446,4.87275,4.74475,4.67325
"73","AAE2_ARATH",10.7664,4.8984,6.5714,11.4724
"74","AAE5_ARATH",17.4715,9.7885,12.593,14.318
"75","AAE6_ARATH",9.9255,10.80025,9.71175,8.199
"76","AAED1_ARATH",21.0821111111111,26.1647777777778,24.4002222222222,23.5926666666667
"77","AAH_ORYSJ",27.71475,32.36875,26.1895,27.134
"78","AAMP_CANLF",4.8476,2.9964,3.286,4.1946
"79","AAMT2_MAIZE",4.64266666666667,5.03866666666667,3.823,10.3021666666667
"80","AAMT3_MAIZE",1.1505,1.451,0.451,2.6815
"81","AAP1_ARATH",2.21533333333333,2.788,3.50333333333333,3.56566666666667
"82","AAP2_ARATH",7.09716666666667,10.0238333333333,7.37116666666667,8.86516666666667
"83","AAP3_ARATH",6.34842857142857,8.55985714285714,10.3100714285714,7.52821428571429
"84","AAP4_ARATH",8.846,7.218,7.853,7.57133333333333
"85","AAP5_ARATH",7.1435,6.158,9.313,8.0495
"86","AAP6_ARATH",6.44,9.4904,5.7814,6.1716
"87","AAP7_ARATH",11.737,7.068,7.204,5.853
"88","AAP8_ARATH",10.2363333333333,5.62233333333333,1.983,5.22933333333333
"89","AAPC_CENCI",12.4123076923077,19.8630769230769,14.6000769230769,16.6254615384615
"90","AAPT1_ARATH",8.712,5.269,7.85657142857143,7.982
"91","AAPT2_ARATH",4.8465,3.079,9.214,2.98
"92","AAR2_RABIT",4.207,1.799,5.286,3.416
"93","AASS_ARATH",4.3338,2.2746,4.9254,6.8606
"94","AAT_THET8",6.895,11.951,8.458,8.358
"95","AAT1_ARATH",8.874,12.615,12.863,9.2
"96","AAT5_ARATH",166.667666666667,212.809333333333,204.893666666667,190.787333333333
"97","AATC_ORYSJ",10.5664285714286,8.32242857142857,10.4508571428571,12.7521428571429
"98","AATP4_ARATH",7.744,10.90725,7.63125,6.227
"99","AATP9_ARATH",8.469,9.6426,7.8506,10.8672
"100","AATPC_ARATH",6.4945,4.985,8.3335,7.962
"101","AATPF_ARATH",11.138,4.766,0,0
"102","AATPI_ARATH",1.482,21.45,7.442,9.572
"103","AATPJ_ARATH",2.481,7.5015,2.8245,3.8805
"104","AB10C_ARATH",13.6483888888889,11.1893055555556,15.4054444444444,14.8164166666667
"105","AB10I_ARATH",6.628,11.764,8.9605,5.192
"106","AB11B_ARATH",10.7546666666667,11.0838333333333,8.80866666666667,10.0656666666667
"107","AB11G_ARATH",6.54338888888889,9.56444444444444,12.1787777777778,8.61894444444444
"108","AB11I_ARATH",2.25066666666667,2.4935,3.20083333333333,3.063
"109","AB12G_ARATH",8.73575,6.12575,9.22725,5.713
"110","AB12I_ARATH",7.696,3.652,9.173,7.154
"111","AB14B_ARATH",1.859,1.906,0,0
"112","AB14C_ARATH",27.87125,34.2135,33.756,27.555
"113","AB14G_ARATH",4.207,3.245,6.965,10.227
"114","AB15C_ARATH",1.422,3.6675,1.451,2.858
"115","AB15G_ARATH",7.48657142857143,6.20214285714286,9.02942857142857,6.18242857142857
"116","AB16B_ARATH",5.56,6.254,1.493,2.623
"117","AB16G_ARATH",6.665,1.863,3.576,5.52
"118","AB17A_HUMAN",5.091,6.136,7.11,3.494
"119","AB17A_RAT",2.771,2.592,1.617,4.257
"120","AB17B_CHICK",3.526,8.203,6.468,3.983
"121","AB17B_RAT",6.14,4.016,5.97,4.355
"122","AB17C_CHICK",5.321,5.944,5.141,5.882
"123","AB17C_DANRE",9.578,7.304,8.136,10.007
"124","AB19B_ARATH",1.059,0,1.565,5.51
"125","AB19G_ARATH",14.066,16.696,9.702,11.744
"126","AB19I_ARATH",9.431,11.336,14.8375,11.881
"127","AB1B_ARATH",2.69025,10.7145,4.00875,2.76725
"128","AB1C_ARATH",4.83725,3.0895,3.59925,4.06375
"129","AB1D_ARATH",8.93116666666667,9.51266666666667,7.38844444444444,7.12477777777778
"130","AB1F_ARATH",26.2384545454545,24.5757272727273,26.1761818181818,25.0257272727273
"131","AB20B_ARATH",7.17927272727273,5.99227272727273,5.74027272727273,6.07227272727273
"132","AB20I_ARATH",9.1024,6.5946,11.4198,10.3018
"133","AB21B_ARATH",7.44957142857143,10.616,10.8122857142857,9.952
"134","AB21I_ARATH",9.39866666666667,8.678,5.56233333333333,8.61233333333333
"135","AB22G_ARATH",71.3436666666667,58.965,72.7203333333333,69.5743333333333
"136","AB25B_ARATH",6.0866,8.786,4.4922,4.7896
"137","AB25B_ORYSJ",13.467,15.962,13.85775,15.8375
"138","AB25G_ARATH",6.416,3.941,9.494,5.03
"139","AB26B_ARATH",10.945,13.41725,12.42525,14.15925
"140","AB28B_ARATH",9.1635,8.7335,8.774,10.638
"141","AB2A_ARATH",7.71366666666667,1.18133333333333,3.90066666666667,5.05966666666667
"142","AB2C_ARATH",9.92071428571429,6.65657142857143,7.71571428571429,7.505
"143","AB2D_ARATH",14.1314285714286,12.1731428571429,15.2927142857143,11.526
"144","AB2E_ARATH",13.3476,16.473,19.086,20.057
"145","AB2G_ARATH",7.438,7.7265,6.281,6.3715
"146","AB35G_ORYSJ",0.595,1.71,0.915666666666667,0.681666666666667
"147","AB36G_ORYSI",3.6564,1.1844,2.672,4.4608
"148","AB36G_ORYSJ",9.40775,2.61025,2.47725,6.30275
"149","AB39G_ORYSJ",6.4805,1.6545,3.384,2.5595
"150","AB3A_ARATH",3.452,0,2.8605,2.662
"151","AB3C_ARATH",6.55226666666667,7.41653333333333,8.44193333333333,7.7232
"152","AB3F_ARATH",6.27188888888889,7.036,4.63644444444444,5.58288888888889
"153","AB42G_ORYSJ",4.049125,6.582,6.754,4.526375
"154","AB45G_ORYSJ",2.093,2.672,3.87925,2.7905
"155","AB4B_ARATH",5.0215,5.5635,6.457,10.017
"156","AB4C_MAIZE",3.25214285714286,8.16657142857143,7.97785714285714,4.242
"157","AB4F_ARATH",10.817375,20.10225,12.327875,12.27275
"158","AB53G_ORYSJ",3.179,1.72066666666667,2.60333333333333,2.76166666666667
"159","AB5B_ARATH",4.446,0.525,0,0
"160","AB5F_ARATH",109.803333333333,129.788,111.592333333333,115.164666666667
"161","AB6B_ARATH",12.4685,10.9825,10.7275,16.4665
"162","AB6C_ARATH",2.39633333333333,2.274,1.35433333333333,1.51033333333333
"163","AB6I_ARATH",6.60933333333333,6.85033333333333,7.824,6.231
"164","AB7A_ARATH",4.2435,2.597,4.3375,4.908
"165","AB7B_ARATH",1.556,0,0,0
"166","AB7G_ARATH",7.87033333333333,3.56966666666667,9.73266666666667,6.90333333333333
"167","AB7I_ARATH",19.699,16.01,17.879,16.305
"168","AB8C_ARATH",7.07883333333333,10.5681666666667,7.76516666666667,7.91916666666667
"169","AB8I_ARATH",52.1416666666667,69.31,51.6483333333333,55.811
"170","AB9B_ARATH",3.39366666666667,0.607,3.776,2.897
"171","AB9C_ARATH",7.1205,4.7765,7.696,6.342
"172","ABA2_NICPL",28.1496666666667,36.9573333333333,46.4693333333333,31.905
"173","ABAH1_ORYSJ",1.67325,3.73225,2.35275,5.0255
"174","ABAH3_ORYSI",119.466,30.553,72.44,91.037
"175","ABAH3_ORYSJ",67.401,42.5475,41.584,48.9
"176","ABD18_RAT",2.964,8.075,6.509,4.296
"177","ABHD3_HUMAN",4.391,0,4.872,6.675
"178","ABHDB_HUMAN",4.142,13.022,3.773,4.14
"179","ABIL1_ORYSJ",26.9165,23.228,33.3075,29.6445
"180","ABIL3_ORYSJ",1.169,3.609,6.053,2.29
"181","ABIL4_ORYSJ",4.419,6.233,2.353,1.556
"182","ABP4_MAIZE",3.6475,3.3625,4.203,2.004
"183","ABP5_MAIZE",27.643,39.26,30.95,16.755
"184","ACA1_ORYSJ",7.74866666666667,4.88425,6.32266666666667,11.5043333333333
"185","ACA10_ARATH",5.574,5.274,3.8405,5.9455
"186","ACA2_ARATH",15.824,9.585,8.717,29.507
"187","ACA2_ORYSJ",8.27671428571429,9.11514285714286,9.28557142857143,10.128
"188","ACA4_ORYSJ",20.6565,20.68475,20.6315,20.55475
"189","ACA5_ORYSJ",11.166,15.978,19.206,14.729
"190","ACA6_ORYSJ",4.954,6.645,6.504,7.42983333333333
"191","ACA8_ARATH",10.3683333333333,8.67983333333333,10.8553333333333,8.29266666666667
"192","ACA9_ARATH",4.994,2.4525,3.5605,4.639
"193","ACAP1_ARATH",7.60066666666667,9.64166666666667,9.857,11.4246666666667
"194","ACBP_RICCO",38.2709,38.6001,55.3891,48.9496
"195","ACBP1_ARATH",6.487375,7.519,6.370625,7.036625
"196","ACBP2_ARATH",30.7,22.5,26.037,22.275
"197","ACBP4_ARATH",8.52285714285714,9.79414285714286,7.24057142857143,8.59428571428571
"198","ACBP5_ARATH",9.514,3.518,5.3225,6.288
"199","ACBSY_ORYSJ",4.14988235294118,5.46547058823529,4.62452941176471,3.84394117647059
"200","ACC1_ORYSJ",42.496,37.00275,48.0855,36.654
"201","ACC2_ORYSJ",24.144,25.8325,26.5153333333333,23.627
"202","ACCH1_ARATH",7.26166666666667,3.60716666666667,4.85083333333333,5.507
"203","ACCH2_ARATH",5.56,4.1125,6.8615,5.745
"204","ACCH3_ARATH",16.6085,27.734,21.948,20.60375
"205","ACCH4_ARATH",7.935,4.1335,4.815,8.128
"206","ACCO_MUSAC",10.3975,9.2205,11.754,11.289
"207","ACCO1_DORSP",7.199,15.775,4.965,7.105
"208","ACCO1_MALDO",8.211,4.241,11.381,10.609
"209","ACCO1_ORYSI",21.6786666666667,21.0756666666667,49.945,34.58
"210","ACD11_ARATH",9.451,8.546,11.809,13.1433333333333
"211","ACD6_ARATH",2.812,0.503,1.109,1.6295
"212","ACDH_ARATH",10.687,3.459,8.903,11.402
"213","ACEA_ORYSJ",6.499,0,0.964,2.545
"214","ACER3_MOUSE",8.902,8.128,15.734,11.646
"215","ACET1_MAIZE",11.138,46.628,34.401,22.647
"216","ACET1_ORYSJ",24.3575,17.499,21.2275,29.928
"217","ACFR1_ARATH",25.526,28.476,25.011,36.446
"218","ACFR2_ARATH",9.518,9.285,11.08,12.693
"219","ACFR2_MAIZE",24.9625,25.16125,24.87325,30.12625
"220","ACH11_ARATH",25.5704,8.7838,14.3138,16.2852
"221","ACINU_HUMAN",17.637,12.637,11.443,14.142
"222","ACINU_MOUSE",9.15,5.74,7.349,10.726
"223","ACL5_ARATH",1.811,3.34125,3.91,1.8325
"224","ACLA1_ORYSJ",7.4125,16.1065,16.14325,11.4115
"225","ACLA2_ORYSJ",3.94,15.914,17.309,11.343
"226","ACLA3_ORYSJ",22.64,32.6575,21.8545,26.7425
"227","ACLB1_ORYSJ",10.5955,7.3035,15.0655,11.3425
"228","ACMAT_VITLA",9.67,2.72,5.6025,19.8575
"229","ACO1_ARATH",16.597,33.884,18.439,32.59
"230","ACO13_MOUSE",7.806,3.475,7.52,10.9025
"231","ACO13_PONAB",7.162,10.645,6.4935,8.069
"232","ACO2M_ARATH",21.964,28.326,20.429,21.1
"233","ACOC_CUCMA",9.83433333333333,10.2486666666667,11.6743333333333,12.263
"234","ACOC_CUCMC",4.133,2.377,12.438,4.727
"235","ACOC_ORYSJ",15.9380833333333,12.78775,14.2276666666667,16.3015833333333
"236","ACOT8_RAT",7.026,9.9515,9.34675,7.92975
"237","ACOT9_MOUSE",7.852,5.205,7.297,6.498
"238","ACOX1_ARATH",17.5391666666667,14.2968333333333,18.4755,17.6178333333333
"239","ACOX2_ARATH",4.20675,10.86175,5.0065,6.8655
"240","ACOX2_CUCMA",4.2755,6.147,2.099,5.559
"241","ACOX3_ARATH",9.0165,8.273,8.883,7.345
"242","ACOX4_ARATH",7.9184,5.9264,4.376,6.5316
"243","ACP1_HORVU",6.155,8.38866666666667,11.0696666666667,7.98933333333333
"244","ACP3_HORVU",12.61,13.935125,15.708,15.147625
"245","ACP4_ARATH",7.9938,13.4336,16.835,7.7902
"246","ACPH_BOVIN",5.026,6.318,7.888,4.541
"247","ACPH_PIG",6.379,7.346,3.617,7.869
"248","ACPH_RAT",0,1.082,1.855,1.507
"249","ACPM1_ARATH",12.519,8.118,14.76,17.362
"250","ACPM2_ARATH",16.5095,12.6425,15.5215,19.363
"251","ACR10_ARATH",9.0165,8.38,7.53,9.175
"252","ACR12_ARATH",19.6855,9.79075,15.985,15.1475
"253","ACR21_ORYSJ",6.4415,8.973125,8.7415,8.71625
"254","ACR22_ORYSJ",5.781,0,9.494,5.03
"255","ACR3_ARATH",4.667,2.392,2.954,3.047
"256","ACR4_ARATH",9.41742105263158,10.8771578947368,10.3311052631579,10.1395789473684
"257","ACR5_ARATH",7.3,3.395,4.975,16.755
"258","ACR6_ARATH",10.3468,8.7752,11.787,9.7828
"259","ACR8_ARATH",1.298,1.858,6.722,2.7845
"260","ACR9_ARATH",16.4812,14.2774,15.0396,16.9606
"261","ACS_ARATH",15.6721666666667,16.7618333333333,15.3676666666667,15.3065
"262","ACSS_MAIZE",2.32453846153846,4.45246153846154,4.17223076923077,10.1129230769231
"263","ACT1_MAIZE",4.29675,7.93825,7.09225,7.279
"264","ACT1_ORYSJ",2.5775,7.084,8.3435,5.6715
"265","ACT1_TOBAC",0.341,7.475,4.094,2.378
"266","ACT10_SOLTU",20.21,9.285,34.4325,21.5065
"267","ACT11_SOLTU",50.689,55.2023333333333,58.79,52.5895
"268","ACT2_ORYSJ",11.327,12.15225,18.719,17.23
"269","ACT3_ARATH",39.435,17.927,31.364,39.871
"270","ACT3_ORYSJ",8.48025,8.861875,10.0565,9.636125
"271","ACT7_ARATH",38.195125,48.245875,36.004,44.591
"272","ACT7_ORYSJ",12.21425,13.242,13.58575,13.4325
"273","ACT7_TOBAC",10.245,31.367,12.137,15.189
"274","ACTM_LYTPI",2.969,3.0305,8.6495,6.684
"275","ACY1_DICDI",5.735,2.35966666666667,4.85766666666667,7.872
"276","ACY1_HUMAN",4.952,21.804,4.986,3.602
"277","ACY1_MOUSE",13.5315,12.6905,17.1125,12.909
"278","ACY1_PIG",9.40166666666667,12.0086666666667,7.54233333333333,8.645
"279","ACYP_SPHWW",3.889,9.1935,7.8305,7.5945
"280","ADAL_BOVIN",6.4485,4.755,4.8455,4.9525
"281","ADAL_HUMAN",10.209,11.609,7.162,7.399
"282","ADAT3_DANRE",8.202,3.223,7.857,7.164
"283","ADAT3_MOUSE",6.3885,6.9985,8.7015,6.0535
"284","ADC2_ORYSJ",15.5016666666667,23.878,43.0456666666667,52.4116666666667
"285","ADCK1_HUMAN",20.15,23.137,28.141,27.315
"286","ADCK1_XENLA",0.617,4.476,1.047,3.161
"287","ADCK1_XENTR",4.443,2.763,5.98766666666667,4.192
"288","ADCK2_HUMAN",7.419,6.854,8.168,7.409
"289","ADCK4_RAT",9.794,9.724,12.365,12.331
"290","ADCS_ORYSJ",2.49466666666667,2.613,4.06333333333333,3.57233333333333
"291","ADEP_ECOLI",0,2.024,0.974,1.732
"292","ADF2_ORYSJ",67.3043333333333,81.9056666666667,83.1423333333333,90.5656666666667
"293","ADF3_MAIZE",175.7055,173.3655,211.222,204.4125
"294","ADF3_ORYSJ",8.322,0,4.592,3.376
"295","ADF5_ORYSJ",4.87416666666667,9.01516666666667,6.523,6.709
"296","ADF7_ORYSJ",85.388,159.824,144.674,120.309
"297","ADH1_MAIZE",18.816,14.618,25.55,22.49
"298","ADH2_MAIZE",5.9235,2.2515,7.50175,5.36075
"299","ADHL3_ARATH",23.1083333333333,53.6673333333333,43.847,33.259
"300","ADHL4_ARATH",33.369,104.736,41.9,46.6835
"301","ADHL5_ARATH",5.07833333333333,1.52433333333333,3.037,5.60766666666667
"302","ADHL6_ARATH",5.1,2.517,4.301,2.408
"303","ADHX_MAIZE",47.159,47.313,46.352,49.091
"304","ADIP_HUMAN",5.781,7.705,6.4575,5.662
"305","ADK2_ARATH",7.2224,11.5338,12.1352,10.646
"306","ADLO1_ARATH",9.3342,7.447,6.7206,9.0256
"307","ADNT1_ARATH",46.855,43.6113333333333,37.794,41.0266666666667
"308","ADO1_ORYSJ",9.84116666666667,11.4115,12.0786666666667,10.8494166666667
"309","ADO2_ORYSJ",15.79625,16.93375,19.01975,18.541
"310","ADO3_ORYSJ",16.16675,3.221,10.47375,10.63325
"311","ADPO1_ORYSJ",2.6605,14.854,8.6855,3.0095
"312","ADPO3_ORYSJ",3.7298,3.718,4.766,5.1928
"313","ADPPT_XENLA",4.7175,3.02,2.617,5.657
"314","ADPRM_ORYSJ",3.866,5.863,5.032,3.538
"315","ADT_ORYSJ",7.226,4.562,5.089,8.593
"316","ADT1_MAIZE",39.785,43.581,48.523,49.7125
"317","ADT3_ARATH",40.448,18.602,30.338,28.822
"318","ADT4_ARATH",6.048,3.802,5.027,5.95
"319","ADT5_ARATH",4.76833333333333,5.95433333333333,7.65966666666667,4.90933333333333
"320","AE7_ARATH",12.611,18.409,15.91,19.486
"321","AEE18_ARATH",6.93275,4.748125,5.61525,5.289875
"322","AEE7_ARATH",7.7255,5.81525,4.73675,5.8255
"323","AEL1_ARATH",5.57175,5.50975,5.82775,5.9895
"324","AFC1_ARATH",5.56925,9.108125,6.311,6.2805
"325","AFC2_ARATH",6.9606,5.98955,6.0521,6.7509
"326","AFC3_ARATH",8.4895,4.79525,6.77075,7.27675
"327","AFG1_YEAST",2.48866666666667,1.92433333333333,1.30266666666667,1.25266666666667
"328","AGAL_COFAR",4.336,0,0,0.783
"329","AGAL_ORYSJ",11.587,14.57225,13.98775,13.03125
"330","AGAL1_ARATH",11.1788,8.0748,4.9316,6.8332
"331","AGAL3_ARATH",18.3184,31.8298,14.886,21.666
"332","AGCT2_HORVU",9.159,1.66,5.556,4.893
"333","AGD11_ARATH",4.0315,9.692,1.4925,4.996
"334","AGD12_ARATH",8.05085714285714,6.13628571428571,7.90857142857143,8.03628571428571
"335","AGD14_ARATH",2.251,2.28361538461538,2.78269230769231,2.41746153846154
"336","AGD2_ARATH",6.186,7.0575,6.4,7.2815
"337","AGD3_ARATH",4.658,0,0,1.742
"338","AGD4_ARATH",3.004,4.05866666666667,2.89866666666667,3.82033333333333
"339","AGD5_ARATH",12.03575,9.009,10.953,11.62175
"340","AGD6_ARATH",5.733,6.58,6.6936,7.0954
"341","AGD7_ARATH",1.813,3.673,3.255,3.181
"342","AGD8_ARATH",6.593,10.8118,7.3298,7.5516
"343","AGD9_ARATH",10.4296666666667,13.6576666666667,8.25433333333333,10.4226666666667
"344","AGGL_ABRPR",0,0,0,15.776
"345","AGL2_BACTQ",6.39075,8.567,7.1025,6.234
"346","AGLU_ORYSJ",3.0425,10.6075,3.8195,3.3765
"347","AGLUP_ARATH",2.48833333333333,3.88033333333333,2.07633333333333,3.272
"348","AGM1_ORYSJ",8.12375,6.43075,6.41825,5.625
"349","AGO1_ARATH",7.99,0,0,2.114
"350","AGO13_ORYSJ",4.98,1.285,3.659,2.143
"351","AGO16_ORYSJ",3.4996,5.1598,3.947,4.9168
"352","AGO1A_ORYSJ",37.1825,42.77225,43.43675,44.69125
"353","AGO1B_ORYSJ",17.3404074074074,14.5684444444444,14.0645185185185,13.1853703703704
"354","AGO1C_ORYSJ",6.05083333333333,7.05733333333333,5.1875,4.3845
"355","AGO4A_ORYSJ",9.64911111111111,5.21644444444444,8.78822222222222,7.82822222222222
"356","AGO4B_ORYSJ",6.19533333333333,2.75233333333333,3.84533333333333,4.7745
"357","AGP30_ARATH",2.495,9.777,3.928,5.04
"358","AGT21_ARATH",5.979,10.693,5.25,2.7895
"359","AGT22_ARATH",8.045,10.174,4.353,0
"360","AGT23_ARATH",4.7775,4.0805,6.2035,8.1625
"361","AGUA_ARATH",9.092,6.461,11.505,15.8216666666667
"362","AGUB_ORYSJ",5.47475,5.1915,4.89225,6.019
"363","AHL1_ARATH",6.5865,7.22875,8.323,8.50725
"364","AHL10_ARATH",8.48533333333333,6.49933333333333,10.1241111111111,7.95577777777778
"365","AHL13_ARATH",10.181,5.772,11.702,13.682
"366","AHL9_ARATH",11.3685,10.3825,13.3085,9.8305
"367","AHSA_DICDI",13.403,14.618,29.136,20.973
"368","AHSA1_HUMAN",14.811,20.562,16.936,25.113
"369","AI5L2_ARATH",5.18514285714286,6.56014285714286,8.68885714285714,5.83571428571429
"370","AI5L3_ARATH",0,0,4.54,0
"371","AI5L5_ARATH",0,1.489,0,2.163
"372","AI5L6_ARATH",8.32466666666667,8.064,5.65233333333333,6.57366666666667
"373","AI5L7_ARATH",16.9593333333333,15.6886666666667,8.97233333333333,11.9173333333333
"374","AIB_ARATH",7.516,3.6195,7.1775,14.6655
"375","AIFM2_TAEGU",4.161,6.426,8.427,3.376
"376","AIG1_ARATH",14.602,12.91525,14.49025,13.3955
"377","AIG2_ARATH",3.59933333333333,4.6995,3.40833333333333,3.20833333333333
"378","AIG2L_ARATH",4.41833333333333,1.51366666666667,0.981333333333333,5.75766666666667
"379","AIL1_ARATH",5.177,5.1082,5.8646,5.702
"380","AIL5_ARATH",0,0,3.659,0
"381","AIM32_LACTC",55.011,34.484,57.266,39.46
"382","AIP2_ARATH",7.378,9.8145,6.996,7.864
"383","AIR3_ARATH",4.1905,5.39725,5.7705,11.5975
"384","AIR9_ARATH",3.98845454545455,4.54354545454545,5.04490909090909,3.54018181818182
"385","AK1_ARATH",6.63157142857143,5.35471428571429,8.471,7.76514285714286
"386","AK1H_ECOLI",4.943,3.30125,5.05025,2.4735
"387","AK2_ARATH",8.552,18.152,5.835,3.435
"388","AKH1_MAIZE",2.14633333333333,2.27233333333333,1.57533333333333,1.61333333333333
"389","AKH2_MAIZE",2.93744444444444,2.70222222222222,3.46188888888889,3.19244444444444
"390","AKR1_NEUCR",4.888,7.957,7.369,4.844
"391","AKR1_ORYSJ",9.905,0,0.954,2.828
"392","AKR1_SOYBN",10.0272857142857,7.27378571428571,10.0657142857143,9.64357142857143
"393","AKR2_ORYSJ",8.76325,9.25825,5.13575,6.4935
"394","AKR2A_ARATH",27.3239285714286,31.686,28.6997142857143,25.8812857142857
"395","AKR3_ORYSI",19.801,17.295,24.482,30.633
"396","AKRC9_ARATH",10.04775,9.86575,14.44625,9.273
"397","AKRCA_ARATH",8.73266666666667,11.8763333333333,12.6486666666667,9.42766666666667
"398","AKRP_ARATH",4.501,14.918,6.188,1.693
"399","AKT1_ORYSI",10.5768333333333,5.94533333333333,11.1043333333333,11.0068333333333
"400","AKT1_ORYSJ",9.3525,4.65025,14.4775,9.28775
"401","AKT2_ARATH",0.994,2.913,1.596,1.879
"402","AKT2_ORYSJ",6.02333333333333,4.96716666666667,5.96,6.986
"403","AL121_ARATH",6.3285,4.6795,2.182,2.2705
"404","AL221_ARATH",3.16425,3.2395,4.195,3.1365
"405","AL2B7_ARATH",66.637,54.5955,51.0885,55.5205
"406","AL2C4_ARATH",11.49525,34.0285,39.0915,22.79375
"407","AL3F1_ARATH",9.85875,24.101,16.09425,16.60825
"408","AL3H1_ARATH",87.745,66.172,76.11,76.288
"409","AL3I1_ARATH",43.656,46.697,39.998,49.458
"410","AL7A1_MALDO",5.1,4.9955,9.401,5.3535
